Item_Identifier,Item_type_combined_Drinks,Item_type_combined_Food,Item_type_combined_Non-Consumable,Item_Weight,Item_Fat_Content_Low Fat,Item_Fat_Content_Non-Edible,Item_Fat_Content_Regular,Item_Visibility_avg,Item_MRP,Outlet_Identifier_OUT010,Outlet_Identifier_OUT013,Outlet_Identifier_OUT017,Outlet_Identifier_OUT018,Outlet_Identifier_OUT019,Outlet_Identifier_OUT027,Outlet_Identifier_OUT035,Outlet_Identifier_OUT045,Outlet_Identifier_OUT046,Outlet_Identifier_OUT049,Years.of.Operation,Outlet_Size_High,Outlet_Size_Medium,Outlet_Size_Small,Outlet_Location_Type_Tier 1,Outlet_Location_Type_Tier 2,Outlet_Location_Type_Tier 3,Outlet_Type_Grocery Store,Outlet_Type_Supermarket Type1,Outlet_Type_Supermarket Type2,Outlet_Type_Supermarket Type3,Item_Outlet_Sales
FDW45,0,1,0,18,1,0,0,0.591498797,147.7418,0,0,0,0,0,0,0,0,1,0,16,0,0,1,1,0,0,0,1,0,0,4119.9704
NCA18,0,0,1,10.1,0,1,0,1.423175217,115.9492,1,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,1,1,0,0,0,231.6984
FDN32,0,1,0,12.79,1,0,0,0.234789436,185.6266,0,0,0,0,0,1,0,0,0,0,28,0,1,0,0,0,1,0,0,0,1,4979.5182
FDR15,0,1,0,12.79,0,0,1,0.504543796,153.8314,0,0,0,0,0,1,0,0,0,0,28,0,1,0,0,0,1,0,0,0,1,3723.1536
DRK11,1,0,0,8.21,1,0,0,0.163467833,149.9392,0,0,0,0,0,0,0,0,0,1,14,0,1,0,1,0,0,0,1,0,0,1938.8096
DRG49,1,0,0,7.81,1,0,0,1.026948083,242.6486,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,1,0,0,1,0,2199.1374
FDD29,0,1,0,12.15,1,0,0,0.279146914,252.1698,0,0,0,0,0,0,0,0,1,0,16,0,0,1,1,0,0,0,1,0,0,2283.0282
FDE33,0,1,0,19.35,0,0,1,1.259686491,80.3644,1,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,1,1,0,0,0,157.1288
FDJ58,0,1,0,15.6,0,0,1,2.672276104,173.6764,1,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,1,1,0,0,0,515.3292
FDM46,0,1,0,7.365,1,0,0,2.429261541,93.512,0,0,0,0,0,0,0,0,0,1,14,0,1,0,1,0,0,0,1,0,0,1677.816
FDD23,0,1,0,9.5,0,0,1,0.7380481,187.7898,0,0,0,0,0,0,1,0,0,0,9,0,0,1,0,1,0,0,1,0,0,2057.9878
DRM35,1,0,0,12.79,1,0,0,1.062933587,179.4344,0,0,0,0,0,1,0,0,0,0,28,0,1,0,0,0,1,0,0,0,1,5888.3352
DRC25,1,0,0,5.73,1,0,0,0.69074694,85.3882,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,1,0,0,1,0,1288.323
FDL36,0,1,0,15.1,1,0,0,1.155277503,89.783,0,0,0,0,0,0,0,0,0,1,14,0,1,0,1,0,0,0,1,0,0,2247.075
FDD41,0,1,0,6.765,0,0,1,1.321968354,105.5306,0,1,0,0,0,0,0,0,0,0,26,1,0,0,0,0,1,0,1,0,0,1567.959
FDV19,0,1,0,14.85,0,0,1,0.535411123,160.9578,0,0,0,0,0,0,0,0,0,1,14,0,1,0,1,0,0,0,1,0,0,4813.734
FDR44,0,1,0,6.11,0,0,1,1.562950053,131.2968,0,0,0,0,0,0,0,0,0,1,14,0,1,0,1,0,0,0,1,0,0,1957.452
FDX50,0,1,0,20.1,1,0,0,1.137925088,110.4228,0,0,1,0,0,0,0,0,0,0,6,0,1,0,0,1,0,0,1,0,0,1105.228
DRC25,1,0,0,5.73,1,0,0,0.689339722,85.2882,0,0,0,0,0,0,0,1,0,0,11,0,1,0,0,1,0,0,1,0,0,2061.3168
FDA15,0,1,0,12.79,1,0,0,0.241760863,249.5092,0,0,0,0,0,1,0,0,0,0,28,0,1,0,0,0,1,0,0,0,1,6474.2392
FDX22,0,1,0,6.785,0,0,1,0.348352442,208.7928,0,0,0,0,0,0,0,0,1,0,16,0,0,1,1,0,0,0,1,0,0,5890.9984
FDJ50,0,1,0,8.645,1,0,0,0.327958594,51.9982,0,0,0,0,0,0,0,1,0,0,11,0,1,0,0,1,0,0,1,0,0,999.3658
FDT13,0,1,0,12.79,1,0,0,0.493027678,188.8214,0,0,0,0,1,0,0,0,0,0,28,0,0,1,1,0,0,1,0,0,0,753.6856
FDN12,0,1,0,15.6,1,0,0,1.22870387,112.3544,0,1,0,0,0,0,0,0,0,0,26,1,0,0,0,0,1,0,1,0,0,2572.6512
FDD58,0,1,0,7.76,1,0,0,0.901745294,98.77,0,0,0,0,0,0,0,1,0,0,11,0,1,0,0,1,0,0,1,0,0,1298.31
FDM04,0,1,0,9.195,0,0,1,0.713865253,51.1666,0,1,0,0,0,0,0,0,0,0,26,1,0,0,0,0,1,0,1,0,0,1179.1318
FDA23,0,1,0,9.8,1,0,0,0.716579377,102.8016,0,0,0,0,0,0,0,0,0,1,14,0,1,0,1,0,0,0,1,0,0,1922.8304
FDW28,0,1,0,18.25,1,0,0,2.254242899,197.2452,1,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,1,1,0,0,0,195.7452
FDA45,0,1,0,21.25,1,0,0,2.365520165,177.337,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,1,0,0,1,0,2822.992
NCO26,0,0,1,7.235,0,1,0,1.167676222,117.3492,0,0,0,0,0,0,0,1,0,0,11,0,1,0,0,1,0,0,1,0,0,1506.0396
FDV26,0,1,0,20.25,0,0,1,1.154554061,197.0794,0,0,0,0,0,0,1,0,0,0,9,0,0,1,0,1,0,0,1,0,0,4681.9056
FDC50,0,1,0,12.79,1,0,0,2.059608632,93.8094,0,0,0,0,0,1,0,0,0,0,28,0,1,0,0,0,1,0,0,0,1,3237.1196
NCV05,0,0,1,12.79,0,1,0,0.455814357,154.3656,0,0,0,0,0,1,0,0,0,0,28,0,1,0,0,0,1,0,0,0,1,2471.4496
FDW48,0,1,0,18,1,0,0,0.130026589,80.2618,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,1,0,0,1,0,644.4944
FDS55,0,1,0,7.02,1,0,0,1.229616629,148.4734,0,1,0,0,0,0,0,0,0,0,26,1,0,0,0,0,1,0,1,0,0,3563.3616
FDX32,0,1,0,15.1,0,0,1,1.517157609,144.0786,0,0,0,0,0,0,0,1,0,0,11,0,1,0,0,1,0,0,1,0,0,2600.6148
FDC53,0,1,0,8.68,1,0,0,0.133944665,100.0384,0,0,0,0,0,0,1,0,0,0,9,0,0,1,0,1,0,0,1,0,0,2266.3832
FDG35,0,1,0,21.2,0,0,1,0.107192782,175.7738,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,1,0,0,1,0,1911.5118
NCC30,0,0,1,16.6,0,1,0,0.699923839,176.6344,1,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,1,1,0,0,0,356.8688
NCZ17,0,0,1,12.15,0,1,0,1.206813921,37.3506,0,0,0,0,0,0,0,1,0,0,11,0,1,0,0,1,0,0,1,0,0,645.1602
FDZ56,0,1,0,16.25,1,0,0,0.390840144,169.9474,0,0,0,0,0,0,0,0,0,1,14,0,1,0,1,0,0,0,1,0,0,2863.6058
NCS05,0,0,1,11.5,0,1,0,0.317812456,133.2942,0,1,0,0,0,0,0,0,0,0,26,1,0,0,0,0,1,0,1,0,0,2649.884
DRC25,1,0,0,12.79,1,0,0,1,87.3882,0,0,0,0,0,1,0,0,0,0,28,0,1,0,0,0,1,0,0,0,1,1374.2112
FDW59,0,1,0,13.15,1,0,0,0.314102196,83.5566,0,0,0,0,0,0,0,0,1,0,16,0,0,1,1,0,0,0,1,0,0,1268.349
FDB36,0,1,0,5.465,0,0,1,0.739948703,132.1626,0,0,1,0,0,0,0,0,0,0,6,0,1,0,0,1,0,0,1,0,0,1573.9512
FDT37,0,1,0,14.15,1,0,0,1,253.7014,0,0,0,0,0,0,0,1,0,0,11,0,1,0,0,1,0,0,1,0,0,5865.0322
FDG47,0,1,0,12.8,1,0,0,1.055386536,261.9252,0,0,0,0,0,0,1,0,0,0,9,0,0,1,0,1,0,0,1,0,0,4984.1788
FDM45,0,1,0,8.655,0,0,1,1.339952478,119.3756,0,0,0,0,0,0,0,1,0,0,11,0,1,0,0,1,0,0,1,0,0,1454.1072
FDQ40,0,1,0,12.79,0,0,1,0.5436171,176.8712,0,0,0,0,0,1,0,0,0,0,28,0,1,0,0,0,1,0,0,0,1,3691.1952
FDF34,0,1,0,9.3,0,0,1,0.212897622,199.1084,0,0,0,0,0,0,0,0,0,1,14,0,1,0,1,0,0,0,1,0,0,396.8168
FDP24,0,1,0,20.6,1,0,0,1.265656777,120.8756,0,0,1,0,0,0,0,0,0,0,6,0,1,0,0,1,0,0,1,0,0,1211.756
FDT55,0,1,0,12.79,0,0,1,1.158928282,155.8946,0,0,0,0,1,0,0,0,0,0,28,0,0,1,1,0,0,1,0,0,0,473.3838
FDH60,0,1,0,19.7,0,0,1,1.224164167,197.011,0,0,0,0,0,0,0,0,1,0,16,0,0,1,1,0,0,0,1,0,0,3338.987
FDF57,0,1,0,14.5,0,0,1,1,169.6448,0,0,0,0,0,0,1,0,0,0,9,0,0,1,0,1,0,0,1,0,0,2045.3376
NCX29,0,0,1,10,0,1,0,1.351763004,147.7102,0,0,0,0,0,0,0,0,1,0,16,0,0,1,1,0,0,0,1,0,0,437.4306
FDD34,0,1,0,7.945,1,0,0,0.240521704,161.821,0,1,0,0,0,0,0,0,0,0,26,1,0,0,0,0,1,0,1,0,0,2446.815
FDQ15,0,1,0,20.35,0,0,1,2.294191784,81.7276,0,0,0,0,0,0,0,0,0,1,14,0,1,0,1,0,0,0,1,0,0,2030.69
FDL12,0,1,0,15.85,0,0,1,1.843890765,60.222,0,0,0,0,0,0,1,0,0,0,9,0,0,1,0,1,0,0,1,0,0,539.298
FDS22,0,1,0,16.85,0,0,1,0.350783257,44.8428,0,1,0,0,0,0,0,0,0,0,26,1,0,0,0,0,1,0,1,0,0,703.0848
NCM29,0,0,1,11.5,0,1,0,0.268587556,132.9626,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,1,0,0,1,0,1442.7886
FDO24,0,1,0,11.1,1,0,0,1,156.4604,0,0,0,0,0,0,0,0,0,1,14,0,1,0,1,0,0,0,1,0,0,2376.906
NCJ43,0,0,1,6.635,0,1,0,0.410436103,174.9396,0,0,0,0,0,0,0,0,1,0,16,0,0,1,1,0,0,0,1,0,0,1744.396
FDA37,0,1,0,7.81,0,0,1,0.837368114,123.1046,0,0,0,0,0,0,0,0,1,0,16,0,0,1,1,0,0,0,1,0,0,871.5322
NCM07,0,0,1,9.395,0,1,0,0.608384135,85.1908,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,1,0,0,1,0,1342.2528
FDT49,0,1,0,7,1,0,0,2.295232407,108.228,0,0,0,0,0,0,1,0,0,0,9,0,0,1,0,1,0,0,1,0,0,1171.808
FDP23,0,1,0,6.71,1,0,0,0.539478851,217.5166,0,0,0,0,0,0,1,0,0,0,9,0,0,1,0,1,0,0,1,0,0,4572.0486
DRF51,1,0,0,15.75,1,0,0,2.524742384,38.0506,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,1,0,0,1,0,265.6542
NCZ41,0,0,1,19.85,0,1,0,0.982303248,123.7704,0,0,1,0,0,0,0,0,0,0,6,0,1,0,0,1,0,0,1,0,0,2503.408
DRJ11,1,0,0,9.5,1,0,0,1.292188851,189.2872,0,0,0,0,0,0,0,0,0,1,14,0,1,0,1,0,0,0,1,0,0,6050.7904
FDP37,0,1,0,15.6,1,0,0,2.182097813,127.5994,0,0,1,0,0,0,0,0,0,0,6,0,1,0,0,1,0,0,1,0,0,2441.4886
FDT60,0,1,0,12.79,1,0,0,2.005606708,123.8388,0,0,0,0,1,0,0,0,0,0,28,0,0,1,1,0,0,1,0,0,0,123.8388
FDA09,0,1,0,13.35,0,0,1,2.264319396,178.666,0,0,0,0,0,0,1,0,0,0,9,0,0,1,0,1,0,0,1,0,0,1797.66
FDJ46,0,1,0,11.1,1,0,0,0.679629244,174.2054,0,0,0,0,0,0,0,0,1,0,16,0,0,1,1,0,0,0,1,0,0,1926.1594
FDO48,0,1,0,15,0,0,1,0.406630774,219.7456,0,1,0,0,0,0,0,0,0,0,26,1,0,0,0,0,1,0,1,0,0,3094.6384
FDS59,0,1,0,14.8,0,0,1,0.668239459,109.057,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,1,0,0,1,0,1428.141
FDH44,0,1,0,19.1,0,0,1,0.392282979,145.7418,0,0,0,0,0,0,0,0,1,0,16,0,0,1,1,0,0,0,1,0,0,882.8508
NCM05,0,0,1,6.825,0,1,0,0.90724999,264.3226,0,0,0,0,0,0,1,0,0,0,9,0,0,1,0,1,0,0,1,0,0,4229.1616
NCU06,0,0,1,12.79,0,1,0,1.975309608,228.001,0,0,0,0,1,0,0,0,0,0,28,0,0,1,1,0,0,1,0,0,0,1148.505
FDV13,0,1,0,17.35,0,0,1,0.419296882,88.0856,0,0,0,0,0,0,0,0,0,1,14,0,1,0,1,0,0,0,1,0,0,1318.284
FDA23,0,1,0,9.8,1,0,0,0.71487161,102.4016,0,1,0,0,0,0,0,0,0,0,26,1,0,0,0,0,1,0,1,0,0,1720.4272
FDJ60,0,1,0,19.35,0,0,1,0.953441417,164.1184,0,0,1,0,0,0,0,0,0,0,6,0,1,0,0,1,0,0,1,0,0,2807.0128
FDN13,0,1,0,18.6,1,0,0,2.309147408,98.9358,0,0,0,0,0,0,0,0,0,1,14,0,1,0,1,0,0,0,1,0,0,1508.037
DRF49,1,0,0,7.27,1,0,0,1.07750574,114.4518,0,0,0,0,0,0,1,0,0,0,9,0,0,1,0,1,0,0,1,0,0,1366.2216
FDK20,0,1,0,12.6,0,0,1,0.632679047,122.0072,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,1,0,0,1,0,1470.0864
FDB27,0,1,0,12.79,1,0,0,0.835778143,196.7768,0,0,0,0,0,1,0,0,0,0,28,0,1,0,0,0,1,0,0,0,1,5912.304
NCS18,0,0,1,12.65,0,1,0,0.640020315,108.6938,0,0,0,0,0,0,0,0,1,0,16,0,0,1,1,0,0,0,1,0,0,1393.5194
FDZ49,0,1,0,12.79,0,0,1,2.009026049,220.3798,0,0,0,0,0,1,0,0,0,0,28,0,1,0,0,0,1,0,0,0,1,5289.1152
FDN32,0,1,0,17.5,1,0,0,0.235887342,184.7266,0,0,0,0,0,0,1,0,0,0,9,0,0,1,0,1,0,0,1,0,0,2213.1192
FDO37,0,1,0,8.06,1,0,0,0.324624876,229.7326,0,0,0,0,0,0,0,0,0,1,14,0,1,0,1,0,0,0,1,0,0,6930.978
NCD31,0,0,1,12.1,0,1,0,0.234976251,165.5526,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,1,0,0,1,0,3453.5046
NCV30,0,0,1,12.79,0,1,0,0.994845221,62.351,0,0,0,0,0,1,0,0,0,0,28,0,1,0,0,0,1,0,0,0,1,2150.534
FDY49,0,1,0,17.2,0,0,1,0.182414555,166.6184,0,0,0,0,0,0,0,0,0,1,14,0,1,0,1,0,0,0,1,0,0,1155.8288
FDM10,0,1,0,12.79,1,0,0,1.146330738,215.1218,0,0,0,0,0,1,0,0,0,0,28,0,1,0,0,0,1,0,0,0,1,3205.827
FDT11,0,1,0,5.94,0,0,1,0.445354495,186.7556,0,0,0,0,0,0,0,0,1,0,16,0,0,1,1,0,0,0,1,0,0,3942.8676
FDD39,0,1,0,16.7,1,0,0,1.06282886,217.885,0,1,0,0,0,0,0,0,0,0,26,1,0,0,0,0,1,0,1,0,0,3894.93
NCL31,0,0,1,7.39,0,1,0,1.82339918,141.547,0,0,0,0,0,0,1,0,0,0,9,0,0,1,0,1,0,0,1,0,0,2290.352
FDZ47,0,1,0,20.7,0,0,1,1.202094529,100.1042,0,0,0,0,0,0,1,0,0,0,9,0,0,1,0,1,0,0,1,0,0,892.8378
NCU18,0,0,1,12.79,0,1,0,1.482404957,142.4496,0,0,0,0,1,0,0,0,0,0,28,0,0,1,1,0,0,1,0,0,0,564.5984
FDJ58,0,1,0,12.79,0,0,1,1.588805991,172.2764,0,0,0,0,0,1,0,0,0,0,28,0,1,0,0,0,1,0,0,0,1,1545.9876
FDX12,0,1,0,18.2,0,0,1,0.661482427,241.4196,1,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,1,1,0,0,0,482.0392
FDV60,0,1,0,20.2,0,0,1,1.786722683,195.211,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,1,0,0,1,0,2356.932
NCB19,0,0,1,12.79,0,1,0,1.362466404,84.5882,0,0,0,0,0,1,0,0,0,0,28,0,1,0,0,0,1,0,0,0,1,2061.3168
FDH45,0,1,0,12.79,0,0,1,2.805173413,42.3796,0,0,0,0,1,0,0,0,0,0,28,0,0,1,1,0,0,1,0,0,0,123.8388
FDB03,0,1,0,17.75,0,0,1,2.375962241,240.7538,0,1,0,0,0,0,0,0,0,0,26,1,0,0,0,0,1,0,1,0,0,4566.7222
FDI27,0,1,0,8.71,0,0,1,1,43.5744,0,0,1,0,0,0,0,0,0,0,6,0,1,0,0,1,0,0,1,0,0,498.0184
FDN22,0,1,0,18.85,0,0,1,2.108897957,251.7724,0,0,1,0,0,0,0,0,0,0,6,0,1,0,0,1,0,0,1,0,0,3020.0688
FDQ37,0,1,0,20.75,1,0,0,1.353146736,192.0478,0,0,0,0,0,0,1,0,0,0,9,0,0,1,0,1,0,0,1,0,0,4649.9472
FDM02,0,1,0,12.5,0,0,1,1.117786316,85.6198,0,0,0,0,0,0,1,0,0,0,9,0,0,1,0,1,0,0,1,0,0,610.5386
FDW38,0,1,0,5.325,0,0,1,2.102716443,53.7298,0,0,0,0,0,0,0,0,1,0,16,0,0,1,1,0,0,0,1,0,0,862.8768
FDP34,0,1,0,12.79,1,0,0,3.643034426,156.463,0,0,0,0,1,0,0,0,0,0,28,0,0,1,1,0,0,1,0,0,0,312.926
FDY55,0,1,0,16.75,1,0,0,1,255.3988,0,0,0,0,0,0,0,0,1,0,16,0,0,1,1,0,0,0,1,0,0,4625.9784
FDL34,0,1,0,16,1,0,0,0.620319932,141.2496,0,1,0,0,0,0,0,0,0,0,26,1,0,0,0,0,1,0,1,0,0,3387.5904
FDA09,0,1,0,13.35,0,0,1,2.273973258,179.766,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,1,0,0,1,0,5932.278
FDM51,0,1,0,11.8,0,0,1,0.395326353,99.8674,0,0,1,0,0,0,0,0,0,0,6,0,1,0,0,1,0,0,1,0,0,1018.674
FDI34,0,1,0,10.65,0,0,1,1.296120664,231.4668,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,1,0,0,1,0,3225.1352
NCD31,0,0,1,12.1,0,1,0,0.235346683,165.8526,0,0,1,0,0,0,0,0,0,0,6,0,1,0,0,1,0,0,1,0,0,3124.5994
FDW33,0,1,0,9.395,1,0,0,1.502618161,105.828,0,0,0,0,0,0,1,0,0,0,9,0,0,1,0,1,0,0,1,0,0,1704.448
NCP05,0,0,1,19.6,0,1,0,0.383331863,152.0024,0,0,0,0,0,0,1,0,0,0,9,0,0,1,0,1,0,0,1,0,0,2884.2456
FDL56,0,1,0,14.1,1,0,0,1.905544179,86.9198,0,1,0,0,0,0,0,0,0,0,26,1,0,0,0,0,1,0,1,0,0,1133.8574
FDN01,0,1,0,12.79,1,0,0,1.092420668,177.937,0,0,0,0,0,1,0,0,0,0,28,0,1,0,0,0,1,0,0,0,1,6881.043
FDA25,0,1,0,16.5,0,0,1,1.035042283,104.799,0,0,0,0,0,0,0,1,0,0,11,0,1,0,0,1,0,0,1,0,0,1238.388
FDF08,0,1,0,14.3,0,0,1,1.654882251,88.2856,1,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,1,1,0,0,0,175.7712
FDH08,0,1,0,7.51,1,0,0,0.264216065,227.901,0,0,0,0,0,0,1,0,0,0,9,0,0,1,0,1,0,0,1,0,0,459.402
DRH03,1,0,0,17.25,1,0,0,0.532484514,93.412,0,0,0,0,0,0,0,0,0,1,14,0,1,0,1,0,0,0,1,0,0,932.12
FDQ31,0,1,0,5.785,0,0,1,0.819776922,87.0856,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,1,0,0,1,0,1406.1696
FDO10,0,1,0,13.65,0,0,1,0.194439552,55.5588,0,0,1,0,0,0,0,0,0,0,6,0,1,0,0,1,0,0,1,0,0,916.1408
FDT39,0,1,0,6.26,0,0,1,0.149853532,149.8366,0,0,0,0,0,0,0,0,0,1,14,0,1,0,1,0,0,0,1,0,0,1964.7758
FDM22,0,1,0,12.79,0,0,1,0.633098165,53.464,0,0,0,0,0,1,0,0,0,0,28,0,1,0,0,0,1,0,0,0,1,1597.92
FDR21,0,1,0,19.7,1,0,0,1.698734094,174.937,1,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,1,1,0,0,0,882.185
FDQ01,0,1,0,19.7,0,0,1,2.450399149,255.2014,0,0,1,0,0,0,0,0,0,0,6,0,1,0,0,1,0,0,1,0,0,3570.0196
FDZ03,0,1,0,13.65,0,0,1,1.196449429,186.724,0,0,0,0,0,0,0,0,0,1,14,0,1,0,1,0,0,0,1,0,0,4474.176
NCK05,0,0,1,20.1,0,1,0,1.179173463,63.0536,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,1,0,0,1,0,980.0576
FDW55,0,1,0,12.6,0,0,1,0.332838328,250.9092,0,1,0,0,0,0,0,0,0,0,26,1,0,0,0,0,1,0,1,0,0,4731.1748
FDF47,0,1,0,20.85,1,0,0,1.482424304,222.8746,0,0,0,0,0,0,0,0,0,1,14,0,1,0,1,0,0,0,1,0,0,3589.9936
DRO59,1,0,0,12.79,1,0,0,1.437651377,77.9012,0,0,0,0,1,0,0,0,0,0,28,0,0,1,1,0,0,1,0,0,0,75.9012
NCM55,0,0,1,15.6,0,1,0,1.011725859,185.8924,0,0,0,0,0,0,0,0,1,0,16,0,0,1,1,0,0,0,1,0,0,3516.7556
FDY31,0,1,0,5.98,1,0,0,0.664251924,146.8418,0,0,1,0,0,0,0,0,0,0,6,0,1,0,0,1,0,0,1,0,0,1765.7016
FDJ57,0,1,0,12.79,0,0,1,1,184.3582,0,0,0,0,1,0,0,0,0,0,28,0,0,1,1,0,0,1,0,0,0,185.7582
FDV51,0,1,0,16.35,1,0,0,0.495376328,165.4842,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,1,0,0,1,0,1492.0578
DRG36,1,0,0,14.15,1,0,0,1.446159222,170.5106,0,0,0,0,0,0,0,0,1,0,16,0,0,1,1,0,0,0,1,0,0,2395.5484
DRF13,1,0,0,12.1,1,0,0,1,145.1444,0,1,0,0,0,0,0,0,0,0,26,1,0,0,0,0,1,0,1,0,0,3338.3212
NCJ54,0,0,1,9.895,0,1,0,0.912606444,233.0642,0,0,0,0,0,0,0,1,0,0,11,0,1,0,0,1,0,0,1,0,0,6041.4692
NCP42,0,0,1,8.51,0,1,0,0.244656313,195.6478,0,0,0,0,0,0,0,0,0,1,14,0,1,0,1,0,0,0,1,0,0,4262.4516
NCF30,0,0,1,17,0,1,0,1.91379631,126.7362,0,0,0,0,0,0,1,0,0,0,9,0,0,1,0,1,0,0,1,0,0,1258.362
FDY44,0,1,0,12.79,0,0,1,0.368238882,194.711,0,0,0,0,0,1,0,0,0,0,28,0,1,0,0,0,1,0,0,0,1,5892.33
FDX09,0,1,0,9,1,0,0,0.990871272,175.437,0,0,0,0,0,0,0,0,0,1,14,0,1,0,1,0,0,0,1,0,0,3175.866
NCU30,0,0,1,5.11,0,1,0,0.531773717,163.221,0,0,1,0,0,0,0,0,0,0,6,0,1,0,0,1,0,0,1,0,0,2773.057
FDU49,0,1,0,19.5,0,0,1,0.466122626,85.554,0,0,0,0,0,0,0,0,0,1,14,0,1,0,1,0,0,0,1,0,0,1211.756
FDC48,0,1,0,9.195,1,0,0,0.241824545,84.1592,0,0,1,0,0,0,0,0,0,0,6,0,1,0,0,1,0,0,1,0,0,1238.388
FDJ21,0,1,0,16.7,0,0,1,0.583692848,147.5102,0,1,0,0,0,0,0,0,0,0,26,1,0,0,0,0,1,0,1,0,0,5540.7876
NCX41,0,0,1,19,0,1,0,0.26908382,210.8244,0,0,0,0,0,0,0,0,0,1,14,0,1,0,1,0,0,0,1,0,0,2540.6928
FDT36,0,1,0,12.3,1,0,0,1.687185756,35.0874,0,0,0,0,0,0,0,0,1,0,16,0,0,1,1,0,0,0,1,0,0,458.7362
FDK28,0,1,0,12.79,1,0,0,0.989682073,256.1646,0,0,0,0,0,1,0,0,0,0,28,0,1,0,0,0,1,0,0,0,1,3349.6398
DRI49,1,0,0,14.15,1,0,0,2.78187811,82.0276,0,0,0,0,0,0,1,0,0,0,9,0,0,1,0,1,0,0,1,0,0,1624.552
NCM54,0,0,1,12.79,0,1,0,1.352296598,128.9678,0,0,0,0,1,0,0,0,0,0,28,0,0,1,1,0,0,1,0,0,0,254.3356
FDD48,0,1,0,10.395,1,0,0,0.459139751,116.3176,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,1,0,0,1,0,1259.6936
NCF30,0,0,1,17,0,1,0,3.203908508,125.1362,1,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,1,1,0,0,0,251.6724
FDX03,0,1,0,15.85,0,0,1,0.927799617,47.1744,0,0,0,0,0,0,0,0,0,1,14,0,1,0,1,0,0,0,1,0,0,996.0368
FDZ33,0,1,0,10.195,1,0,0,1.627037966,149.8076,0,1,0,0,0,0,0,0,0,0,26,1,0,0,0,0,1,0,1,0,0,2217.114
FDB39,0,1,0,12.79,1,0,0,1.02257594,57.4272,0,0,0,0,1,0,0,0,0,0,28,0,0,1,1,0,0,1,0,0,0,111.8544
DRM11,1,0,0,6.57,1,0,0,1.005851717,261.4278,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,1,0,0,1,0,4165.2448
DRE48,1,0,0,8.43,1,0,0,1,195.3768,0,0,1,0,0,0,0,0,0,0,6,0,1,0,0,1,0,0,1,0,0,1576.6144
NCL31,0,0,1,7.39,0,1,0,1.827442634,142.247,0,0,0,0,0,0,0,1,0,0,11,0,1,0,0,1,0,0,1,0,0,2433.499
FDB11,0,1,0,16,1,0,0,0.927818524,224.1404,0,0,1,0,0,0,0,0,0,0,6,0,1,0,0,1,0,0,1,0,0,4725.8484
FDX14,0,1,0,13.1,1,0,0,1.138034545,76.0354,0,0,0,0,0,0,0,0,0,1,14,0,1,0,1,0,0,0,1,0,0,601.8832
NCM29,0,0,1,12.79,0,1,0,0.266202501,129.9626,0,0,0,0,0,1,0,0,0,0,28,0,1,0,0,0,1,0,0,0,1,3410.2276
FDH47,0,1,0,13.5,0,0,1,1.957119245,95.2068,0,0,0,0,0,0,0,1,0,0,11,0,1,0,0,1,0,0,1,0,0,583.2408
FDG09,0,1,0,20.6,0,0,1,0.726222503,185.8556,0,1,0,0,0,0,0,0,0,0,26,1,0,0,0,0,1,0,1,0,0,1689.8004
FDP25,0,1,0,15.2,1,0,0,0.322056038,216.9824,0,0,0,0,0,0,0,0,0,1,14,0,1,0,1,0,0,0,1,0,0,4804.4128
FDY27,0,1,0,12.79,1,0,0,0.481309613,179.1344,0,0,0,0,0,1,0,0,0,0,28,0,1,0,0,0,1,0,0,0,1,1605.9096
DRM59,1,0,0,5.88,1,0,0,0.054772687,154.1998,0,0,1,0,0,0,0,0,0,0,6,0,1,0,0,1,0,0,1,0,0,3537.3954
