Item_Weight,Item_Visibility_avg,Item_MRP,Years.of.Operation,Item_Outlet_Sales
12.5,0.47151838,103.899,14,1960.781
21.25,0.253755475,185.2608,15,183.7608
12.79,2.038105217,99.67,28,2596.62
18.85,2.551318625,195.5136,4,1749.7224
20.1,0.525316249,120.6782,9,1310.9602
11.395,0.328108656,150.1708,14,2708.4744
9.3,1.689785935,64.6826,11,1097.9042
12.79,0.211607699,222.3746,28,5609.365
12.8,2.310405384,108.1938,15,428.7752
6.8,0.568070762,47.5034,26,534.6374
12.79,0.316536847,133.7942,28,1722.4246
15,0.407794789,220.3456,11,1989.4104
19.85,1.242042019,167.6816,6,1845.5976
7.85,2.475008135,144.6444,14,2467.4548
20.2,1.845990025,96.9752,4,1725.7536
11.85,2.015679081,98.0726,11,1761.7068
6.135,1.202790345,152.8366,16,2871.5954
9,0.988509825,177.737,26,2117.244
17.5,0.397990896,255.1356,4,3815.034
12.15,2.000246525,246.346,6,739.038
11,1,155.263,14,625.852
17.5,0.407349152,261.691,9,4207.856
12.79,0.705731949,172.0422,28,4828.3816
12.79,1.398596814,75.867,28,2450.144
17.5,0.799674601,103.799,6,1135.189
12.79,1,119.8124,28,1659.1736
10.6,0.860443775,233.6642,26,3950.1914
7.145,0.270237828,161.3578,11,1123.2046
12.79,0.267753202,175.9686,28,5866.3638
20.7,1.202321873,97.2042,16,1686.4714
12.79,0.106240904,173.5738,28,1216.4166
17.5,0.397180089,252.6356,11,2543.356
17.7,0.645044591,161.921,14,2120.573
8.6,0.825956965,131.031,9,1038.648
9.5,1,228.4668,14,3916.2356
17.7,1.855456343,101.5674,4,1629.8784
12.3,0.563260851,116.8834,6,2649.2182
6.26,0.797448599,111.0228,15,221.0456
17.7,0.19094672,167.6474,4,3874.2902
18.25,0.186877975,162.8894,4,647.1576
5.8,1.993688045,89.7172,4,1605.9096
14.5,0.973799573,262.7594,6,7064.8038
18.25,0.918678849,162.5526,6,986.7156
12.85,0.343425903,179.3318,11,1263.0226
17.1,1.946699942,111.9886,9,1445.4518
7.575,0.841150866,196.8768,14,1182.4608
9.21,0.132784274,120.8414,26,2071.3038
11.3,0.110288467,196.6426,26,5141.3076
12.79,2.191480208,190.6504,28,575.2512
13.6,0.663257697,157.7946,11,1104.5622
20.85,0.947313442,87.2514,4,1505.3738
9.195,1.183583179,106.3596,16,2912.2092
12.79,0.40545322,261.291,28,5522.811
15.75,2.135193043,252.9382,14,2775.7202
16.5,1.037155234,101.999,4,619.194
12.79,1,126.6994,28,256.9988
20.5,0.350613575,154.634,26,2297.01
17.6,0.719451629,118.1782,4,2621.9204
8.775,1.673303294,42.7428,4,790.9704
10.1,0.828175916,197.5084,9,2976.126
18.2,1,44.1086,11,1115.215
8.975,0.137239204,103.099,26,309.597
12.79,2.436938413,65.7168,28,2237.088
9.6,0.549710414,141.0154,26,2694.4926
8.185,0.982892639,116.0808,15,234.3616
14.75,0.500726853,236.6906,4,3089.9778
20.5,2.17692402,37.219,11,476.047
14.65,1.506126307,51.3666,11,1076.5986
19.2,1.891536187,90.9488,6,633.8416
5.945,1.412690079,127.3652,14,1549.9824
17.5,0.114300853,144.2102,9,4082.6856
10.895,0.146715362,122.873,6,3448.844
20.5,2.149914545,89.7172,16,1159.8236
12.79,0.824292168,63.8168,28,958.752
13.65,0.478725021,99.47,4,299.61
15.7,0.848238649,150.6024,26,2428.8384
18.7,1,229.201,9,3215.814
19.35,1.013326231,163.8868,15,327.5736
16,0.988056091,79.3986,14,856.8846
6.965,1,159.4604,26,3169.208
11.395,1.057245745,233.9616,11,1406.1696
7.5,1.464817556,56.9588,11,744.3644
6.115,0.106719959,189.253,26,3605.307
12.79,2.326766256,264.091,28,262.991
14.8,0.666878091,110.657,11,2966.139
8.71,2.110632562,46.1376,9,383.5008
15.5,1.306762914,50.9692,4,394.1536
19.35,1.247117453,48.7034,9,534.6374
12.79,0.519858435,173.1422,28,5000.8238
19.2,1.523547393,111.8886,4,1667.829
16.25,0.743739945,152.4682,14,2439.4912
19.85,0.079311077,265.1884,26,5034.7796
13.65,1.222469015,259.6936,9,2087.9488
7.535,1.240092063,120.844,16,2157.192
12.79,0.160948879,185.1898,28,374.1796
12.79,0.144569463,64.551,28,1201.769
5.59,0.858232481,63.2168,16,1725.7536
11,0.864978792,240.4512,9,7028.1848
19.85,0.820430011,195.0768,14,1970.768
17.6,0.882587193,153.6314,11,5274.4676
6.215,1.259333647,224.4062,15,225.7062
15.1,0.303480627,128.831,4,1817.634
13.35,1.553023193,230.6352,26,5725.88
9.5,0.73933537,186.5898,14,5238.5144
11.8,1,179.2344,9,2141.2128
17.6,0.853357144,40.3454,9,796.9626
19.85,0.132861056,266.6884,15,264.9884
13.35,2.117715493,147.6392,14,1938.8096
18.85,2.091996622,158.4578,6,1444.1202
17.5,1,102.999,16,2992.771
20.2,1.848900062,95.3752,6,1150.5024
5.88,0.377937261,149.9392,14,1491.392
12.79,0.591816251,95.641,28,1737.738
15.85,2.081337587,94.4094,6,1904.188
5.985,1.455429203,127.3678,11,508.6712
18.85,2.159778633,170.4132,6,4396.9432
18.85,2.0834642,161.7578,14,1604.578
7.51,1.58295432,113.5544,6,894.8352
16.2,1,190.8162,9,3271.0754
17.6,0.238821578,182.5976,4,1629.8784
8.97,1.409147818,54.6956,26,764.3384
7.22,0.580556726,64.751,26,126.502
12.79,3.1562302,228.1694,28,228.3694
8.71,1.848841186,94.4778,6,2628.5784
17.7,2.056718413,186.0924,4,3516.7556
15.85,1.04985241,217.5166,11,653.1498
6.055,0.474267954,160.3578,6,2406.867
12.79,1.241312951,46.8034,28,1069.2748
19.25,0.526948007,141.5496,14,1976.0944
16.5,0.431770291,91.0146,11,1368.219
13.5,1.029106006,57.8562,16,355.5372
12.79,0.400598443,250.9408,28,1001.3632
7.865,0.92768649,164.5526,11,1644.526
10.6,0.534437548,84.7224,14,1619.2256
12.79,0.450960066,88.9514,28,3453.5046
16.2,1.946817026,178.337,9,1411.496
14.5,0.893348908,169.7448,14,3238.4512
7.235,1.164343201,116.4492,26,2316.984
16.75,0.321747059,55.1298,9,1240.3854
12.79,3.038937858,88.8514,28,265.6542
12.79,1.191604493,113.286,28,2716.464
14,0.473999474,52.564,9,639.168
19.85,0.079377139,265.8884,16,2649.884
10.895,0.409872093,106.328,6,852.224
5.635,2.620916343,148.205,15,449.415
10.65,1.298163883,229.3668,6,2303.668
15.1,1.930695962,88.283,15,89.883
16.5,0.555573199,178.7318,16,1263.0226
13.35,0.222228146,208.5638,11,2277.7018
12.15,0.574120666,63.0826,26,322.913
13.65,0.546097056,186.3924,14,1295.6468
20.75,1.964112506,240.288,14,2396.88
19.1,0.584231142,210.6586,26,5487.5236
17.25,1,171.5764,11,4637.9628
12.79,1.699994435,123.0388,28,1981.4208
12.79,1,45.9402,28,872.8638
10.195,0.635415429,43.8428,26,175.7712
16.6,0.417817824,176.6344,26,1962.7784
17.6,1.153226354,111.8202,26,2025.3636
8.185,0.587224026,117.1808,16,1874.8928
13.65,1.225179879,261.1936,11,2348.9424
10.6,0.862499276,231.9642,14,3020.7346
10.8,0.758122053,243.9144,6,4655.2736
15.2,0.321556104,219.4824,16,1747.0592
8.895,1,232.9616,11,2812.3392
11.8,1.718013918,187.0924,9,1850.924
7.63,3.418756996,45.1402,15,45.9402
6.55,0.527651435,157.5288,6,1571.288
16.85,2.11214196,144.976,26,2783.044
12.79,0.388343721,168.2474,28,3200.5006
7.235,1.171904429,116.9492,6,2316.984
19.25,1.542840196,55.1956,9,491.3604
13.85,1.429291335,233.93,15,233.03
18.1,0.339348121,93.6094,26,476.047
18.6,0.238906836,153.1366,26,3173.8686
6.615,2.369998399,196.3426,15,790.9704
15.6,2.967104692,77.367,15,153.134
18.85,2.084448753,158.6578,11,3369.6138
7.235,1,197.2452,9,2348.9424
7.825,1.207357901,63.4826,16,2002.0606
12.79,0.470045084,177.0054,28,2101.2648
19.7,0.245669432,188.2556,9,3379.6008
12.6,0.36677993,34.4874,9,494.0236
10.65,1.293480138,230.2668,11,5759.17
16.75,0.129864503,73.2038,9,1404.1722
13.8,1.477685747,55.393,4,1018.674
9.6,0.449097112,43.6086,26,624.5204
13.1,1,189.253,16,1518.024
14.6,2.287589212,47.5692,11,1379.5376
6.67,1.3693817,130.5626,4,1180.4634
15.7,0.287028871,59.4536,16,857.5504
17.75,1.686191287,107.7912,26,982.7208
20.2,1.836970799,97.3752,26,958.752
10.85,2.473896127,107.4622,6,1693.7952
20.25,2.24650976,232.7616,14,1874.8928
12.79,0.428809779,90.2146,28,3648.584
5.86,2.287292636,156.0314,16,2016.7082
6.115,0.173416526,92.4488,6,1358.232
19.7,0.273298093,104.499,16,1031.99
9.8,1.371413517,194.5478,9,774.9912
12.5,1.239565034,89.0488,16,1267.6832
19.35,1.662821461,166.0816,15,671.1264
16.75,1.148330988,34.5532,16,323.5788
19.1,1.39369085,182.7608,16,1837.608
21.35,1.973038362,96.2094,15,190.4188
19.5,1.250645022,179.2002,26,2865.6032
6.575,1.144876046,146.4444,16,1596.5884
6.67,1.882054949,88.9514,6,2125.2336
12.3,0.142907668,74.838,14,1537.998
16.1,0.379054696,97.841,11,1255.033
12.79,0.887689738,155.8314,28,310.2628
17.35,0.313499158,80.6618,6,1208.427
15.35,0.355793797,35.219,15,36.619
8.975,0.799498368,86.4224,16,1022.6688
13.15,0.373460452,178.2686,26,2666.529
19.5,0.216431999,55.6614,16,718.3982
15.1,0.899334387,238.1248,9,4266.4464
5.465,0.735647656,132.9626,9,2360.9268
17.75,1.112152543,34.2216,26,934.7832
12.79,0.843755972,100.3016,28,2833.6448
6.96,1.169462804,92.7146,26,1733.0774
17.85,1.331634042,196.0794,4,1755.7146
5.095,1.971580379,142.4838,4,561.9352
5.73,0.687372056,87.0882,26,1803.6522
7.5,1.460636367,57.8588,26,1145.176
7.855,1.119875811,218.6482,26,3723.8194
5.655,2.654127756,146.9102,9,1895.5326
12.15,2.01587084,37.6506,15,37.9506
9.6,1.306174918,258.362,15,259.662
18.85,0.78861725,190.3846,26,3630.6074
20.2,0.906559132,127.4678,9,3560.6984
12.15,1.083201011,182.295,15,549.285
19.6,0.514825152,56.4614,14,773.6596
16,1.50518612,88.5856,16,878.856
12.79,0.314917385,117.5782,28,2741.0986
6.425,0.957706104,132.2626,9,2098.6016
6.825,0.907421567,262.5226,16,9779.9362
12.79,0.217468604,103.7674,28,203.7348
7.97,0.874370618,172.1422,15,517.3266
17.25,0.563360726,166.4526,26,3782.4098
9.1,1.219322734,48.8718,14,425.4462
19.2,0.625111345,129.831,16,1947.465
12.79,1.549994921,91.312,28,3075.996
12.79,2.702089055,95.7752,28,3930.8832
14.5,1.046847305,41.4454,15,41.9454
12.79,0.800438192,98.5384,28,591.2304
17.75,1.025093241,188.024,14,2796.36
7.145,0.271216376,160.6578,6,1765.0358
8.985,2.79655264,99.67,6,3295.71
16.35,1.380903868,196.811,6,3338.987
5.655,1,147.5102,16,1166.4816
9.5,0.636082952,32.49,14,865.54
5.78,1.123339592,264.9568,26,6855.0768
8.05,1,257.5646,26,5153.292
6.75,1.6478442,95.6752,4,1246.3776
16.6,2.069677442,173.3422,6,4138.6128
6.095,1.233629394,141.9154,11,2694.4926
15.1,1,197.211,15,196.411
19.35,0.281890528,112.9544,14,1342.2528
11.3,1.015165168,192.0478,4,3099.9648
10.8,0.441330964,240.5222,6,4541.4218
19.7,1,194.411,14,5106.686
12.79,0.998789376,113.1886,28,111.1886
10.5,1.776256816,164.121,4,1794.331
7.655,0.485112743,114.3492,14,1853.5872
8.235,1.254892212,146.5076,4,1625.8836
20.6,1.258537972,119.4756,16,1090.5804
19.35,0.325852997,122.1098,14,2892.2352
9.5,0.892091706,170.2448,15,170.4448
5.305,1.19352649,183.5608,15,551.2824
9.8,0.210299081,47.406,11,978.726
9.6,0.337730479,101.699,9,2992.771
13,2.329220482,79.6986,16,1480.0734
17.6,0.747015653,113.0176,4,2862.94
14.3,1.944772457,83.4224,6,681.7792
10.3,0.378256686,172.3422,11,5690.5926
15.1,2.382838343,62.2194,15,185.7582
6.03,0.346188819,176.7028,6,1416.8224
7.68,1.075015822,192.6162,16,5580.0698
20,0.427287356,46.8744,11,905.488
15.85,2.069630924,96.3094,16,2856.282
15.2,2.463308506,117.6492,15,347.5476
12.15,1,164.7184,16,3962.8416
19.35,1.790378465,222.6088,9,6040.1376
12.79,0.264830141,45.4718,28,1323.6104
12.79,0.4711523,157.5604,28,5704.5744
8.85,1.717929449,125.1388,6,1114.5492
19.85,0.39374695,49.5376,16,1006.6896
19.1,0.688371544,38.8138,11,690.4346
17,1.924985528,125.8362,6,2516.724
11.15,1.596712966,102.0648,16,1038.648
12.35,0.583757364,110.757,16,1208.427
20.85,0.324065945,103.3306,11,522.653
12.79,1,255.7988,28,9251.9568
7.035,1,263.291,15,525.982
4.785,1.409657637,122.0098,4,2048.6666
12.79,1.347023567,254.2672,28,10993.6896
17.25,3.178032586,40.348,15,39.948
9.3,0.508027167,153.4314,11,2482.1024
17.25,1.106651941,78.8986,11,1635.8706
17.85,0.378478011,153.1998,6,3383.5956
12.79,1.401510566,101.6674,28,1426.1436
9.8,0.39545819,217.585,9,4327.7
18.85,1.376616422,127.1336,26,3579.3408
9.695,1.7272644,158.2604,9,2693.8268
10,0.696380486,138.118,14,1957.452
16.6,2.056323706,172.9422,26,2931.5174
18.25,1.178265753,259.6962,9,5438.9202
5.82,2.046549486,170.579,15,509.337
9.31,0.575488918,62.151,16,1201.769
18.25,1.154245022,214.0218,11,2564.6616
19.7,1.016477637,178.337,14,1411.496
6.865,0.212600985,127.1652,11,1291.652
11.35,0.354173668,184.4608,14,4042.7376
17.7,0.453859185,169.0816,9,5201.2296
12.79,1.694807967,124.6046,28,2863.6058
20.85,0.491996289,177.866,16,1078.596
17.25,0.716667455,97.0068,16,1846.9292
15.35,0.212897622,38.419,14,476.047
13.65,0.745647719,151.805,26,2696.49
15.2,0.307499942,49.1034,15,194.4136
6.38,0.484632581,178.0344,11,535.3032
12.79,0.824472827,56.293,28,2546.685
6.905,0.968131609,97.2726,15,195.7452
12.79,0.912091469,110.1544,28,111.8544
12.79,2.038454861,183.9924,28,6478.234
15.7,0.465152189,44.777,26,605.878
15.2,1.573226284,177.0054,9,2976.7918
12.79,2.072720483,182.1608,28,5880.3456
12.79,4.67221318,222.0772,28,889.5088
12.79,1.134238708,112.9176,28,3435.528
8.355,0.211157513,93.0462,9,1110.5544
12.15,0.102408375,122.173,26,2586.633
13.35,1,238.7564,4,1906.8512
17,0.791616411,122.373,16,2586.633
17.35,0.629825051,93.1804,14,1378.206
12.79,1.980846145,88.383,28,89.883
9.1,0.839731335,115.0518,26,683.1108
6.13,1,54.1298,16,1348.245
12.79,0.636378603,55.4272,28,111.8544
19.2,0.084665893,226.9062,26,4514.124
8.895,1.148657828,233.8616,4,937.4464
19.75,0.189039006,188.1872,14,2458.1336
10.895,2.082824272,264.3568,4,4745.8224
12.79,1.409086289,91.0146,28,3466.1548
10.3,1.783002521,154.463,6,2503.408
19.1,0.3945019,148.2418,6,3089.9778
4.555,0.521745785,111.3544,14,1342.2528
12.79,0.36791838,114.0492,28,3938.8728
16.2,2.67123542,184.0608,6,2021.3688
8.975,1.338196373,84.1224,15,170.4448
21.1,0.314632181,128.7994,14,1927.491
17.75,1.69101815,110.2912,11,873.5296
12.8,1.733335016,142.2838,4,421.4514
6.905,0.58167683,98.1726,6,587.2356
10.195,3.722112866,141.8838,15,280.9676
5.785,0.817720405,87.3856,14,878.856
12.79,0.287214671,236.0248,28,6636.6944
7.96,0.429695291,162.4894,26,1779.6834
8.3,0.457165733,98.7384,16,492.692
5.46,1.626531907,145.5786,11,3900.9222
13.35,1.556733196,228.6352,14,3435.528
5.46,0.487885499,185.424,16,5219.872
12.79,0.60247471,165.7868,28,4913.604
20.75,1.266618162,180.3318,26,4149.9314
6.59,0.397643481,119.0098,14,2530.7058
7.55,0.414288829,151.934,6,1837.608
20.85,0.568282793,192.7478,11,2131.2258
18.85,2.555340548,192.5136,6,2916.204
15.2,0.322865981,218.4824,4,1528.6768
10.1,0.458961305,152.4656,11,2934.8464
10,0.391527317,262.7226,9,3171.8712
8.985,2.7851466,100.27,14,998.7
11.5,1.904077448,99.7358,9,1105.8938
12.79,1.168702472,61.5536,28,918.804
19.85,0.395350901,48.6376,4,575.2512
21.1,0.160622024,234.2958,26,3739.1328
4.555,0.520935873,112.6544,16,2684.5056
20.85,0.567025393,193.8478,9,2712.4692
7.905,0.970559042,230.2694,26,4567.388
6.78,1.303689973,228.4694,11,5480.8656
12.79,0.611326664,186.224,28,5033.448
15,2.452706846,185.9266,11,2581.9724
17.6,1.590212983,164.8868,16,2456.802
13.8,1.629496422,77.8012,15,227.7036
5.11,0.528682718,163.821,9,2120.573
8.71,0.698675249,43.5744,11,407.4696
7.235,0.880688138,113.6834,26,230.3668
12.3,0.979776379,89.8804,16,1286.3256
6.96,1.170215494,93.1146,9,2189.1504
18,2.166863762,89.6514,14,1859.5794
6.28,0.419725249,85.5198,26,1744.396
10.5,2.160807657,158.7578,9,2246.4092
14.15,1.449092063,171.0106,11,4106.6544
9.8,0.351285116,47.506,15,186.424
15.85,0.925588474,44.7744,26,181.0976
10.3,0.16904314,84.854,11,778.986
17.6,0.880800915,156.2314,16,2947.4966
12.79,0.298285743,86.4198,28,1918.8356
10.3,1.192948591,177.037,26,3705.177
9.195,1.784117243,159.5578,14,1283.6624
12.8,1.059886149,261.3252,4,3410.2276
10,0.572487862,126.7994,9,1284.994
17.25,1.622698816,40.5822,9,785.644
12.79,0.498722146,49.3008,28,1518.024
20.2,1.52347575,187.7898,6,2245.0776
7.5,0.549303107,175.2028,9,4427.57
7.895,1.432668721,100.7332,26,1230.3984
15.75,0.836269464,195.5452,4,1174.4712
12.79,1.620971914,162.8526,28,493.3578
13.65,1.107766814,196.2426,11,2570.6538
20.1,1.174167427,60.6536,9,980.0576
13.65,1.227680971,259.7936,4,2609.936
12.3,1.614678896,176.3396,14,1395.5168
12.79,2.112580501,109.5228,28,3426.2068
21.35,1.043511388,258.3278,16,7028.8506
7.72,1.13216286,76.3986,26,1402.1748
12.1,0.39170643,165.1526,15,164.4526
14.85,0.534135134,159.5578,26,2085.9514
12.79,0.771791788,120.5414,28,365.5242
16,1.106324009,231.3668,4,4607.336
8.395,0.598795183,97.3042,16,1091.2462
7.365,0.645191984,225.172,9,3395.58
20.5,0.312161004,89.583,26,1797.66
18.25,1.972548299,257.2962,15,517.9924
12.79,0.617830151,140.2496,28,4093.3384
7.475,0.199334069,214.5192,11,2804.3496
12.15,0.330047498,164.6184,11,3797.7232
7.97,1,172.0422,4,5690.5926
15.25,1.363952361,217.1192,14,3235.788
16.35,0.95015922,225.6062,4,1579.9434
11.1,2.671340693,158.1604,9,1901.5248
11.8,0.346361457,177.8686,16,4621.9836
14.3,0.521755686,98.6726,16,782.9808
13.65,1,36.6532,6,755.0172
16.75,1.953842719,86.2856,9,1406.1696
16.25,1.187065519,93.1804,14,1194.4452
18,0.129474573,81.2618,9,402.809
20.2,1.517681105,125.2678,15,127.1678
15,0.704251254,121.5414,14,2436.828
12.79,0.466921546,122.9072,28,4532.7664
12.79,2.412055034,193.5478,28,4649.9472
12.79,0.526222049,241.6828,28,4873.656
13,2.342395499,77.2986,6,1246.3776
14.65,1.094399341,262.9594,14,5233.188
12.79,0.935311628,153.9998,28,5229.1932
5.88,0.054575076,152.2998,11,3075.996
12.35,0.406839287,57.3246,6,1332.2658
9,0.297439941,169.6474,6,2526.711
10.395,0.792449841,158.4604,15,158.4604
10.195,1.701269378,111.786,9,1697.79
12.79,2.604303822,115.7518,28,5351.0346
9.695,1.731094671,158.9604,11,1743.0644
19.35,1.247353319,48.8034,16,340.2238
16.7,0.586558686,146.6102,4,2770.3938
5.985,1.452483519,128.4678,16,508.6712
8.85,0.406565485,103.7964,15,210.3928
15.7,0.685397249,180.266,16,1617.894
12.5,0.313826392,198.8742,16,5773.1518
19.35,0.421927142,65.6168,4,383.5008
7.72,1.135403769,79.8986,11,1090.5804
17.2,2.369860042,162.1578,16,1283.6624
12.79,0.294334704,166.5474,28,4379.6324
12.79,1.596964465,125.7046,28,3237.1196
12.79,0.291539128,163.9842,28,331.5684
8.895,0.668568906,208.3954,15,1041.977
20.2,1.783082669,195.311,11,3338.987
20.5,0.547972307,120.0756,16,2302.3364
17.6,1.588889642,165.2868,26,3111.9492
11.15,0.864575474,106.8622,14,2011.3818
12.79,0.395103603,121.9098,28,3374.2744
19.6,1.945266447,167.2816,11,2013.3792
10.895,0.494863446,147.7102,6,1895.5326
13.85,0.527133216,114.2492,6,1853.5872
15.1,1.450982567,159.7604,6,2693.8268
15,1.082159964,125.2362,16,1384.1982
12.85,0.34412698,179.9318,4,2706.477
16.85,4.056931505,194.1478,15,1162.4868
15.5,0.808574908,44.477,26,865.54
15.85,0.10833604,41.048,9,479.376
21.2,1.077680956,174.837,6,5469.547
13.35,2.114028309,148.3392,9,3877.6192
6.11,2.303546128,46.6086,9,624.5204
13,1.508347381,44.906,14,652.484
12.79,0.695959261,118.9124,28,2844.2976
12.79,3.305306312,266.5884,28,1324.942
6.425,0.158514304,115.6808,14,1406.1696
12.79,2.617648763,195.111,28,5303.097
12,1.147813997,124.6388,11,2105.2596
7.535,1.242020079,120.344,14,3835.008
7.68,1.076687184,190.9162,14,5195.2374
14.7,1.098437139,48.6034,11,194.4136
10.3,1.061091117,263.0226,26,6079.4198
13.8,0.979040762,76.2012,6,1669.8264
10.1,0.36631916,114.715,9,815.605
7.785,1.352636826,64.251,6,1328.271
13.8,1.480015171,54.893,6,679.116
11.8,0.894208008,81.7618,4,966.7416
10.5,0.415914174,171.1106,6,3593.3226
12.79,1,58.7588,28,400.8116
19.7,0.588532295,124.2362,11,1887.543
12.79,2.314268072,98.441,28,96.541
12.79,0.327784469,167.1184,28,2476.776
15.1,1.463045288,134.4942,4,1854.9188
16.2,0.508983412,74.9696,6,2162.5184
11.3,0.826461326,96.3094,26,666.4658
12.79,0.956434952,175.7712,28,351.5424
12.79,0.973546923,180.1976,28,181.0976
19.7,0.636432445,108.6912,6,2183.824
20.6,0.730938575,188.0556,6,2065.3116
9.5,0.622652252,223.5088,6,4697.8848
13.5,1.951532809,96.1068,26,1846.9292
13.65,0.545249344,186.3924,16,1665.8316
7.27,0.705363792,97.7384,26,591.2304
12.79,3.19314038,144.747,28,143.147
6.86,0.557125719,231.201,6,6201.927
14.7,1.095301745,47.5034,26,972.068
12.79,0.517661469,211.9218,28,3419.5488
9.195,1.538985529,45.2744,11,679.116
14.15,0.640557911,54.2982,14,1104.5622
12.3,0.88102077,60.4562,9,1777.686
11.8,2.579751559,116.7834,26,2303.668
13.6,0.75174819,110.0912,9,1965.4416
11.6,1,178.2686,14,1955.4546
15,0.890411807,43.6744,6,407.4696
7,1,105.628,14,1384.864
13.1,1.147723447,168.4158,14,1504.0422
11.3,0.111004676,197.7426,6,2570.6538
12.3,0.14349292,73.838,6,1245.046
10,0.324588456,248.175,26,3495.45
12.79,2.208694706,247.2776,28,743.0328
6.98,0.625799792,82.4934,4,982.7208
19,1.942149201,107.0622,16,1376.2086
17,2.057647198,172.5106,9,2053.3272
15.15,0.421119504,152.3708,9,3159.8868
12.79,1.103614283,49.4376,28,191.7504
12.79,0.449421601,40.8138,28,1543.3244
8.355,2.84959941,146.9418,11,1029.9926
12.15,2.197332091,224.4404,26,1800.3232
17.25,1.901650802,40.048,14,399.48
6.46,0.744805177,144.6102,26,2916.204
12.79,1,175.3028,28,3719.1588
5.78,1.124275186,262.2568,16,5273.136
18.7,0.698225609,151.9682,26,3354.3004
19.2,0.536514336,180.3318,6,3428.2042
12.79,0.581326761,240.1564,28,7150.692
12.79,1,81.8618,28,161.1236
12.79,0.744181716,147.7734,28,4602.6754
12.79,1.155124424,245.646,28,3695.19
7.35,0.435332855,39.9454,4,377.5086
20.35,1,81.6276,16,1787.0072
12.79,1.897895889,88.9198,28,3139.9128
17.85,0.573544785,189.7188,16,2285.0256
4.615,1.542725477,231.33,26,4660.6
15,1,47.2744,9,679.116
12.79,1.139331928,145.8444,28,3773.7544
12.1,0.931344183,56.7614,4,1049.9666
11.65,0.615547275,187.324,11,1864.24
12.79,0.630097731,104.4332,28,307.5996
15.5,1.922462723,262.1568,15,527.3136
9.195,1.781347716,158.5578,16,2406.867
15.1,1.608685411,43.2796,4,123.8388
5.095,1.961947548,140.3838,26,1826.2894
15.1,1.520254749,142.5786,4,3323.0078
12.1,0.175239967,165.3526,14,3453.5046
6.235,1.806713652,263.791,4,2103.928
15,1.176942382,121.8414,15,243.6828
12.79,0.624613337,39.1164,28,1235.7248
10.65,1.290862235,232.3668,16,3685.8688
9.8,1.619596915,114.2492,15,463.3968
18.25,0.670380839,173.408,26,1038.648
12.79,0.20842007,62.0168,28,1534.0032
19.6,1.429933022,251.8698,14,3551.3772
17,0.403663909,144.247,11,3149.234
9.6,0.215830098,190.2872,14,4727.18
8.51,1.190643139,173.5422,14,5000.8238
5.88,0.378887744,150.3392,4,447.4176
8.905,2.179016139,60.2878,4,1151.1682
12.79,1.02153512,258.8988,28,3083.9856
8.85,0.816070013,183.8292,26,2554.0088
20.7,0.652152601,177.2028,4,3364.9532
12.79,1.873417027,216.6192,28,215.7192
6.3,1.940300394,209.627,4,3984.813
17.5,0.114788171,144.6102,4,2187.153
12.79,1,92.312,28,372.848
5.765,1.24326503,40.1164,9,540.6296
17.75,1.027671282,186.924,4,3169.208
5.035,1.21848615,229.0036,6,4326.3684
8.355,0.211197451,94.1462,16,2221.1088
6.13,1.17007885,63.0536,6,1225.072
10.5,1,143.3128,16,1438.128
12.5,1.708522689,119.144,4,3235.788
12.79,1.528433221,45.4744,28,1041.3112
20.75,0.380967717,150.4734,9,890.8404
12.79,1.857686226,93.0436,28,2363.59
13.35,2.277557974,179.066,6,2696.49
7.96,0.429971853,163.2894,9,4530.1032
8.92,1.981166268,175.237,6,2117.244
6.635,0.096067853,121.8098,14,2048.6666
15.5,0.498022934,106.7938,26,3215.814
6.13,1.163497627,62.4536,16,1225.072
7.315,0.232012055,154.434,16,1378.206
16,0.445428366,46.1718,15,94.5436
16.85,3.538237069,146.576,15,439.428
15.85,2.078061713,94.4094,4,1047.3034
15,1,43.4744,16,543.2928
19.1,2.687324128,172.3422,9,2586.633
19,1.695611345,105.4622,26,952.7598
13.5,1,84.654,14,1211.756
16.75,0.124399078,99.8674,14,2342.9502
12.79,0.369812311,95.9068,28,3207.8244
9.195,0.972574545,85.9566,11,1691.132
19.35,0.504537246,173.8738,6,2432.8332
11.8,1.632421636,224.1772,6,2890.9036
10.6,0.169089916,40.6454,6,167.7816
13.65,0.198088936,115.5834,11,1382.2008
14.85,0.150929756,158.263,14,2659.871
12.79,0.321659891,48.2034,28,97.2068
13.5,1.028911412,60.1562,9,1599.9174
5.635,1.56902825,150.005,11,1797.66
7.405,0.232866242,92.4146,6,1459.4336
12.79,4.443575131,177.0712,28,351.5424
11.35,0.469751116,51.9008,6,708.4112
12.79,1,153.8024,28,7741.9224
16.1,0.206561331,109.3596,11,1186.4556
17.7,0.623153929,80.9276,4,487.3656
13.1,0.183423049,188.853,9,3225.801
14.3,0.521321497,96.5726,26,2251.0698
12.79,0.536851396,244.317,28,8262.578
8.6,1.370288591,114.3176,11,1946.7992
5.78,1.128855008,264.5568,4,6327.7632
8.195,0.477116021,91.8462,11,2313.655
13.65,1.194592161,184.824,16,3355.632
17.35,0.849581276,102.3016,11,1619.2256
20.25,0.893601786,246.646,16,2463.46
12.79,0.979144958,230.5352,28,687.1056
16.1,0.520174616,252.3356,16,3815.034
12.79,0.812497335,89.7856,28,966.7416
