Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,log_MRP,Establishment_Age,Outlet_Size,Outlet_Location_Type,Outlet_Type,log_sales
12.6,Regular,0.274592283,Breakfast,2.224914618,28,Small,Tier 1,Grocery Store,2.527494308
7.48,LF,0.149125615,Fruits and Vegetables,2.383250416,4,Medium,Tier 3,Supermarket Type2,3.781190425
10.4,LF,0.031219108,Seafood,2.195790097,9,Small,Tier 2,Supermarket Type1,3.662318746
9.5,Regular,0.02210346,Meat,2.289466762,11,Small,Tier 2,Supermarket Type1,3.136789161
18.35,Regular,0.094279004,Fruits and Vegetables,1.936454425,9,Small,Tier 2,Supermarket Type1,3.189206006
8.24,LF,0.0828941,Baking Goods,2.174081915,6,Small,Tier 2,Supermarket Type1,3.283640118
9,LF,0.086440911,Snack Foods,2.222928625,6,Small,Tier 2,Supermarket Type1,3.127834319
12.6,LF,0,Health and Hygiene,2.091572,28,Small,Tier 1,Grocery Store,2.567636774
20.35,LF,0.054277132,Snack Foods,2.069470511,4,Medium,Tier 3,Supermarket Type2,2.916415097
20.85,LF,0.03747983,Frozen Foods,2.28498943,11,Small,Tier 2,Supermarket Type1,3.328629465
12.15,Regular,0.058414678,Fruits and Vegetables,2.213398741,9,Small,Tier 2,Supermarket Type1,2.988884868
19.6,LF,0.034093203,Soft Drinks,1.753287301,6,Small,Tier 2,Supermarket Type1,3.173785647
12.6,LF,0.064933297,Snack Foods,2.242633346,28,Medium,Tier 3,Supermarket Type3,3.677953429
7.73,LF,0.048661041,Household,2.092515025,15,Small,Tier 3,Grocery Store,2.085794881
8.06,LF,0.021420031,Breakfast,2.365549006,11,Small,Tier 2,Supermarket Type1,3.477616618
6.14,LF,0.079132212,Soft Drinks,2.051869963,11,Small,Tier 2,Supermarket Type1,3.46876606
20.35,LF,0.060699725,Baking Goods,2.368029394,16,Small,Tier 1,Supermarket Type1,3.784859802
12.6,Regular,0.085392428,Fruits and Vegetables,2.355584451,28,Medium,Tier 3,Supermarket Type3,3.790001675
12.6,LF,0.026938317,Household,2.240897543,28,Medium,Tier 3,Supermarket Type3,3.603372918
21.1,LF,0,Household,2.36790692,4,Medium,Tier 3,Supermarket Type2,3.322893417
12.6,LF,0.112718928,Baking Goods,1.734764637,28,Medium,Tier 3,Supermarket Type3,3.117368885
20.7,LF,0.021464454,Baking Goods,2.194871621,14,Medium,Tier 1,Supermarket Type1,3.594195802
19.1,Regular,0.025912378,Fruits and Vegetables,2.166849699,14,Medium,Tier 1,Supermarket Type1,3.246917311
7.79,Regular,0.038210084,Fruits and Vegetables,2.0166005,11,Small,Tier 2,Supermarket Type1,2.976243387
12.6,LF,0.065652494,Baking Goods,1.689339054,28,Small,Tier 1,Grocery Store,1.686666651
20.25,LF,0.059268885,Household,2.391721774,6,Small,Tier 2,Supermarket Type1,3.567636774
20.25,LF,0.036319195,Dairy,2.341134075,9,Small,Tier 2,Supermarket Type1,3.702267525
9.2,LF,0.048134591,Household,2.032466449,14,Medium,Tier 1,Supermarket Type1,2.723710919
8.2,LF,0.031467128,Baking Goods,1.963061193,11,Small,Tier 2,Supermarket Type1,3.3642986
12.6,LF,0.306542848,Soft Drinks,2.168232819,28,Small,Tier 1,Grocery Store,2.464817901
5.63,Regular,0.024541277,Meat,2.021729143,16,Small,Tier 1,Supermarket Type1,3.496364698
12.6,LF,0.171383506,Canned,1.703569925,28,Small,Tier 1,Grocery Store,2.317498385
7.98,LF,0.01469075,Baking Goods,1.928011578,4,Medium,Tier 3,Supermarket Type2,3.242473099
12.6,LF,0.171417316,Soft Drinks,2.238231329,28,Small,Tier 1,Grocery Store,2.541014294
12.15,LF,0.028592842,Household,2.179180529,9,Small,Tier 2,Supermarket Type1,3.456205831
12.6,LF,0.053939315,Snack Foods,1.716844392,28,Small,Tier 1,Grocery Store,1.704157383
16,LF,0.09911729,Household,2.323850416,9,Small,Tier 2,Supermarket Type1,3.649353769
16.1,LF,0.023577298,Soft Drinks,2.284847006,16,Small,Tier 1,Supermarket Type1,3.457316947
5.78,Regular,0.124110349,Snack Foods,2.418892325,15,Small,Tier 3,Grocery Store,2.898160231
9.8,LF,0.178622919,Fruits and Vegetables,2.250266264,15,Small,Tier 3,Grocery Store,2.246589665
8.32,Regular,0.035644325,Baking Goods,2.167743738,11,Small,Tier 2,Supermarket Type1,2.939951535
12.6,LF,0.030554947,Hard Drinks,1.621975562,28,Medium,Tier 3,Supermarket Type3,3.051230495
20.6,LF,0.083473583,Baking Goods,2.082338643,6,Small,Tier 2,Supermarket Type1,3.083415179
15.25,LF,0.061308889,Household,2.110242136,11,Small,Tier 2,Supermarket Type1,3.370872367
18.35,LF,0.089345074,Household,2.283189021,4,Medium,Tier 3,Supermarket Type2,3.72989431
14.1,LF,0.06682033,Snack Foods,2.298653124,26,High,Tier 3,Supermarket Type1,3.677771297
12.6,LF,0.008604657,Household,2.090524686,28,Medium,Tier 3,Supermarket Type3,3.083415179
15.1,Regular,0.020015391,Frozen Foods,2.110020378,4,Medium,Tier 3,Supermarket Type2,3.259506438
9.2,Regular,0.051573903,Baking Goods,1.902353233,26,High,Tier 3,Supermarket Type1,2.895225798
5.34,Regular,0.005997615,Snack Foods,2.001888543,6,Small,Tier 2,Supermarket Type1,3.178411997
10.8,LF,0.049709624,Fruits and Vegetables,2.392370494,9,Small,Tier 2,Supermarket Type1,3.389191609
19.25,LF,0.1017546,Dairy,1.741904459,9,Small,Tier 2,Supermarket Type1,2.691400153
6.94,Regular,0.041247932,Snack Foods,2.007889391,26,High,Tier 3,Supermarket Type1,3.353287192
18.35,LF,0.099090261,Fruits and Vegetables,1.973341252,9,Small,Tier 2,Supermarket Type1,2.744509841
10,LF,0.045928229,Frozen Foods,2.140250281,14,Medium,Tier 1,Supermarket Type1,3.291691121
16.75,LF,0.029799965,Snack Foods,1.593088817,11,Small,Tier 2,Supermarket Type1,2.497285789
14.7,LF,0.035016091,Hard Drinks,2.159304853,15,Small,Tier 3,Grocery Store,2.634918797
7.5,LF,0.060649825,Health and Hygiene,2.24896047,15,Small,Tier 3,Grocery Store,2.549255423
13,LF,0.099887103,Household,1.661869452,6,Small,Tier 2,Supermarket Type1,2.923714336
4.61,LF,0.123151947,Hard Drinks,2.243632253,4,Medium,Tier 3,Supermarket Type2,3.320826328
8.63,Regular,0.028320655,Canned,2.236895331,14,Medium,Tier 1,Supermarket Type1,3.350586907
9.6,LF,0.085085743,Baking Goods,2.021718402,14,Medium,Tier 1,Supermarket Type1,3.027463773
11.65,Regular,0.010963269,Meat,2.045144529,4,Medium,Tier 3,Supermarket Type2,2.525774327
16.25,LF,0.025732114,Fruits and Vegetables,2.221277016,9,Small,Tier 2,Supermarket Type1,3.73161429
21.25,LF,0.113833823,Health and Hygiene,2.367038938,11,Small,Tier 2,Supermarket Type1,3.145563086
12.6,LF,0.173574402,Household,2.330596788,28,Small,Tier 1,Grocery Store,3.026104478
15.2,LF,0.033592687,Household,2.034191938,9,Small,Tier 2,Supermarket Type1,3.26863656
16.85,Regular,0.023135131,Snack Foods,1.651692722,26,High,Tier 3,Supermarket Type1,2.847007709
14.85,Regular,0.053837561,Baking Goods,2.082092819,16,Small,Tier 1,Supermarket Type1,3.632229658
20.1,LF,0.074627201,Dairy,2.042665276,16,Small,Tier 1,Supermarket Type1,3.247571862
10.2,Regular,0,Frozen Foods,2.144835017,4,Medium,Tier 3,Supermarket Type2,3.652776224
8.3,Regular,0.030212499,Baking Goods,1.991396215,11,Small,Tier 2,Supermarket Type1,3.456003504
20.35,LF,0,Household,2.097492619,6,Small,Tier 2,Supermarket Type1,3.280468417
8.39,LF,0.120497266,Household,2.210283197,16,Small,Tier 1,Supermarket Type1,3.418398881
15.75,LF,0.054930533,Baking Goods,2.288797227,16,Small,Tier 1,Supermarket Type1,3.706664469
18.6,Regular,0.172446822,Meat,1.673367467,6,Small,Tier 2,Supermarket Type1,2.88479627
10.5,Regular,0,Baking Goods,2.21064218,11,Small,Tier 2,Supermarket Type1,3.115599862
19.35,Regular,0.018667601,Snack Foods,2.052903153,6,Small,Tier 2,Supermarket Type1,3.463626421
10.5,Regular,0.116673795,Baking Goods,2.208766418,16,Small,Tier 1,Supermarket Type1,3.554932556
12.6,Regular,0.010864186,Snack Foods,2.268017895,28,Medium,Tier 3,Supermarket Type3,3.726650871
12.1,LF,0.016812745,Hard Drinks,2.256876429,26,High,Tier 3,Supermarket Type1,3.616435391
17.35,LF,0.167383061,Household,2.244700568,16,Small,Tier 1,Supermarket Type1,3.4490677
15.5,Regular,0.100922503,Fruits and Vegetables,2.299020651,14,Medium,Tier 1,Supermarket Type1,3.440763538
12.6,LF,0.015485016,Fruits and Vegetables,2.26864021,28,Medium,Tier 3,Supermarket Type3,3.697187324
12.6,LF,0.036360386,Household,2.36474043,28,Medium,Tier 3,Supermarket Type3,3.879676826
13,LF,0.0420611,Household,2.405007058,6,Small,Tier 2,Supermarket Type1,3.520485917
15.85,LF,0.081914677,Breads,2.24953343,14,Medium,Tier 1,Supermarket Type1,3.525343266
14.1,LF,0.087920675,Dairy,2.359013148,26,High,Tier 3,Supermarket Type1,3.061389894
10.5,Regular,0.080688663,Dairy,1.669666407,15,Small,Tier 3,Grocery Store,1.680676287
12.6,LF,0.017659068,Canned,2.245435179,28,Medium,Tier 3,Supermarket Type3,3.768368992
16.75,LF,0.128778474,Breads,1.950294738,26,High,Tier 3,Supermarket Type1,3.199190227
20.5,LF,0.143164371,Household,1.543061798,26,High,Tier 3,Supermarket Type1,1.864736476
20.7,LF,0.04307908,Dairy,2.249938596,6,Small,Tier 2,Supermarket Type1,3.093323467
21.25,LF,0.016735879,Meat,2.267783535,15,Small,Tier 3,Grocery Store,2.264252873
12.6,LF,0.009364957,Baking Goods,1.870626263,28,Medium,Tier 3,Supermarket Type3,3.068856459
16,LF,0.099053537,Household,2.32774748,26,High,Tier 3,Supermarket Type1,2.804255729
10.5,Regular,0.044139551,Baking Goods,2.158099423,15,Small,Tier 3,Grocery Store,2.157797542
11.65,Regular,0.075849167,Snack Foods,1.930392697,16,Small,Tier 1,Supermarket Type1,3.338687684
19.5,LF,0.014262413,Household,1.757102857,26,High,Tier 3,Supermarket Type1,2.520573134
5.99,LF,0.095989602,Frozen Foods,2.105059647,11,Small,Tier 2,Supermarket Type1,2.706437149
5.79,Regular,0.038976089,Fruits and Vegetables,2.421974235,6,Small,Tier 2,Supermarket Type1,3.594931272
6.04,Regular,0.066155883,Baking Goods,2.265817437,6,Small,Tier 2,Supermarket Type1,3.668441831
12.6,Regular,0.014497036,Dairy,2.178605193,28,Small,Tier 1,Grocery Store,2.17745223
20.25,LF,0.025953257,Household,2.254300529,16,Small,Tier 1,Supermarket Type1,3.404040731
17.7,Regular,0.122065518,Meat,2.014383593,14,Medium,Tier 1,Supermarket Type1,3.40597523
15.85,LF,0.078489577,Canned,1.601523306,26,High,Tier 3,Supermarket Type1,2.809667568
6.87,LF,0.01405025,Soft Drinks,2.110472536,4,Medium,Tier 3,Supermarket Type2,3.225088873
5.88,Regular,0.030247903,Frozen Foods,2.006033672,16,Small,Tier 1,Supermarket Type1,3.314705485
19.5,Regular,0.027341529,Canned,2.199458966,9,Small,Tier 2,Supermarket Type1,3.601495041
17.7,LF,0.174228338,Fruits and Vegetables,2.068866095,26,High,Tier 3,Supermarket Type1,2.839541144
19,Regular,0.066005186,Fruits and Vegetables,2.275130226,6,Small,Tier 2,Supermarket Type1,3.451221485
15.6,LF,0.172946916,Fruits and Vegetables,2.057482764,11,Small,Tier 2,Supermarket Type1,3.260459884
5.95,LF,0,Household,2.110472536,6,Small,Tier 2,Supermarket Type1,3.257273556
10.65,LF,0.048686689,Others,2.215247766,16,Small,Tier 1,Supermarket Type1,3.257433429
5.98,LF,0.043526599,Fruits and Vegetables,2.171556212,26,High,Tier 3,Supermarket Type1,3.371856047
12.6,Regular,0.01401884,Frozen Foods,2.250747795,28,Medium,Tier 3,Supermarket Type3,3.57369788
19.85,LF,0.025947095,Household,1.67152088,26,High,Tier 3,Supermarket Type1,2.759857533
12.6,LF,0.122896411,Fruits and Vegetables,2.046070417,28,Small,Tier 1,Grocery Store,2.339217635
19.2,Regular,0,Starchy Foods,2.349872113,11,Small,Tier 2,Supermarket Type1,3.751483498
10.6,Regular,0.033052168,Breakfast,1.696363379,16,Small,Tier 1,Supermarket Type1,2.982910984
19.35,Regular,0.076914745,Snack Foods,2.060137806,11,Small,Tier 2,Supermarket Type1,3.23243116
16.7,LF,0.036933417,Dairy,2.038177298,15,Small,Tier 3,Grocery Store,2.347090258
14.85,Regular,0.03525037,Fruits and Vegetables,2.206712027,9,Small,Tier 2,Supermarket Type1,3.351488869
5.92,Regular,0.019308607,Soft Drinks,1.690808978,6,Small,Tier 2,Supermarket Type1,3.169696765
15,LF,0.154860353,Starchy Foods,2.026099162,6,Small,Tier 2,Supermarket Type1,3.609953263
6.58,Regular,0.07566089,Breads,2.162697004,11,Small,Tier 2,Supermarket Type1,3.41707279
12.6,Regular,0.038341654,Snack Foods,2.164977671,28,Medium,Tier 3,Supermarket Type3,3.626185904
11.65,LF,0.040081193,Snack Foods,2.356158612,4,Medium,Tier 3,Supermarket Type2,3.057607915
9.1,LF,0.055382616,Household,2.060893418,26,High,Tier 3,Supermarket Type1,2.834491152
17.7,Regular,0.042649476,Frozen Foods,2.211443605,4,Medium,Tier 3,Supermarket Type2,2.990661126
6.64,Regular,0.046090204,Frozen Foods,1.569965832,16,Small,Tier 1,Supermarket Type1,2.921641327
16.2,LF,0.033373748,Soft Drinks,1.869639999,9,Small,Tier 2,Supermarket Type1,2.95174306
4.92,LF,0.045955031,Baking Goods,2.299089582,16,Small,Tier 1,Supermarket Type1,3.33895274
16.7,LF,0.10203648,Canned,2.257508663,9,Small,Tier 2,Supermarket Type1,3.437185613
15.2,LF,0.092282353,Snack Foods,2.356475607,6,Small,Tier 2,Supermarket Type1,3.615174738
13.5,Regular,0,Snack Foods,1.894293904,9,Small,Tier 2,Supermarket Type1,3.157797542
14.6,LF,0.025742955,Household,2.294705133,14,Medium,Tier 1,Supermarket Type1,3.677771297
12.5,LF,0.031023835,Fruits and Vegetables,2.017446558,26,High,Tier 3,Supermarket Type1,2.490796744
19.1,LF,0.178272728,Household,2.236643555,6,Small,Tier 2,Supermarket Type1,3.190886064
12.6,LF,0.19875618,Household,2.399279736,28,Small,Tier 1,Grocery Store,2.400835591
12.3,Regular,0.064750025,Starchy Foods,1.966987899,11,Small,Tier 2,Supermarket Type1,3.004615562
5.16,LF,0.083198341,Frozen Foods,2.391072082,16,Small,Tier 1,Supermarket Type1,2.995946722
6.71,Regular,0.02960641,Baking Goods,1.815672034,14,Medium,Tier 1,Supermarket Type1,3.180706821
8.18,LF,0.013183517,Household,2.155686369,4,Medium,Tier 3,Supermarket Type2,3.265666747
5.03,LF,0.014472516,Household,2.086628868,15,Small,Tier 3,Grocery Store,2.083415179
6.44,LF,0.132590283,Breads,1.991978791,15,Small,Tier 3,Grocery Store,2.300465046
17.35,Regular,0.02758789,Canned,1.935434709,26,High,Tier 3,Supermarket Type1,2.847007709
12.8,LF,0.02299122,Fruits and Vegetables,2.060505953,11,Small,Tier 2,Supermarket Type1,3.239984298
16.7,Regular,0.069903773,Baking Goods,2.275590964,9,Small,Tier 2,Supermarket Type1,2.752251481
7.68,LF,0.070900282,Fruits and Vegetables,2.284692811,16,Small,Tier 1,Supermarket Type1,3.746639631
14.3,Regular,0,Fruits and Vegetables,1.953690122,4,Medium,Tier 3,Supermarket Type2,3.148037705
9.2,Regular,0.064143995,Frozen Foods,1.934279229,11,Small,Tier 2,Supermarket Type1,3.228177507
15.25,Regular,0.065896556,Snack Foods,2.253497928,16,Small,Tier 1,Supermarket Type1,3.157797542
13.15,LF,0.036746479,Frozen Foods,2.258392055,11,Small,Tier 2,Supermarket Type1,3.5131852
10.2,LF,0,Frozen Foods,2.155686369,6,Small,Tier 2,Supermarket Type1,3.382172316
12.6,Regular,0.182128363,Baking Goods,2.21919144,28,Small,Tier 1,Grocery Store,2.823343791
12.6,Regular,0.07278643,Frozen Foods,1.694057379,28,Small,Tier 1,Grocery Store,2.282736279
15.2,LF,0.097258937,Health and Hygiene,2.060127974,11,Small,Tier 2,Supermarket Type1,3.177836391
20.7,Regular,0.047684831,Dairy,2.327537929,4,Medium,Tier 3,Supermarket Type2,3.109350913
12.35,Regular,0.311090379,Baking Goods,1.898905004,15,Small,Tier 3,Grocery Store,2.188831776
16,LF,0.060971431,Starchy Foods,2.35457016,11,Small,Tier 2,Supermarket Type1,3.674479786
9.8,LF,0.013920032,Soft Drinks,1.653270416,6,Small,Tier 2,Supermarket Type1,2.898890752
7.63,Regular,0.225476528,Snack Foods,1.654563479,15,Small,Tier 3,Grocery Store,1.662192882
16.7,LF,0.070551723,Dairy,2.337828504,6,Small,Tier 2,Supermarket Type1,3.335227152
20.5,LF,0.023274107,Others,2.187898449,6,Small,Tier 2,Supermarket Type1,3.463825228
5.99,LF,0.095715608,Frozen Foods,2.099914641,26,High,Tier 3,Supermarket Type1,3.551535189
7.15,LF,0.017887474,Frozen Foods,2.205901816,6,Small,Tier 2,Supermarket Type1,3.246753519
14.85,LF,0.09344495,Baking Goods,2.149469145,9,Small,Tier 2,Supermarket Type1,3.056847551
6.64,LF,0.045308629,Household,2.23839641,15,Small,Tier 3,Grocery Store,2.542675078
10.65,LF,0.048785427,Others,2.214718308,11,Small,Tier 2,Supermarket Type1,3.216040744
12.6,LF,0,Dairy,1.880624976,28,Small,Tier 1,Grocery Store,2.185071627
6.65,LF,0.087652908,Fruits and Vegetables,2.110144414,9,Small,Tier 2,Supermarket Type1,3.145769843
7.67,LF,0.184843579,Household,1.520111308,16,Small,Tier 1,Supermarket Type1,2.861566429
7.27,LF,0.046631836,Health and Hygiene,1.993164546,14,Medium,Tier 1,Supermarket Type1,3.197725489
19.6,LF,0.023988387,Household,2.019516737,14,Medium,Tier 1,Supermarket Type1,3.101182124
12.6,LF,0.048980156,Fruits and Vegetables,2.172325571,28,Medium,Tier 3,Supermarket Type3,3.476556305
14.7,LF,0.121012632,Fruits and Vegetables,1.693756839,15,Small,Tier 3,Grocery Store,2.288726642
9.04,Regular,0.17417636,Meat,2.17310115,4,Medium,Tier 3,Supermarket Type2,3.353543489
7.59,Regular,0.145631695,Fruits and Vegetables,2.237563844,4,Medium,Tier 3,Supermarket Type2,3.352260491
13.1,LF,0.037734334,Fruits and Vegetables,2.240313068,4,Medium,Tier 3,Supermarket Type2,3.565518834
20.5,Regular,0.113045883,Fruits and Vegetables,2.288132474,6,Small,Tier 2,Supermarket Type1,3.463328039
12.6,LF,0.173206192,Dairy,1.726969955,28,Medium,Tier 3,Supermarket Type3,3.032858805
7.37,LF,0.159937597,Snack Foods,1.97272109,9,Small,Tier 2,Supermarket Type1,3.115599862
8.58,LF,0.023885957,Soft Drinks,2.027871263,16,Small,Tier 1,Supermarket Type1,2.981706283
17.2,Regular,0.012012071,Canned,2.212502953,16,Small,Tier 1,Supermarket Type1,3.664953503
18.1,LF,0.048940428,Household,2.105624619,16,Small,Tier 1,Supermarket Type1,3.252773055
12.8,LF,0.06961884,Starchy Foods,2.415516211,16,Small,Tier 1,Supermarket Type1,3.910201706
15.85,LF,0,Snack Foods,1.741904459,26,High,Tier 3,Supermarket Type1,3.098885479
8.9,Regular,0.039120291,Baking Goods,2.315612692,11,Small,Tier 2,Supermarket Type1,3.618528381
8.3,LF,0.03555434,Fruits and Vegetables,1.57345878,6,Small,Tier 2,Supermarket Type1,2.901437941
16,LF,0.040945898,Snack Foods,2.155790139,16,Small,Tier 1,Supermarket Type1,3.353799634
17.7,LF,0.011636708,Frozen Foods,1.975620192,11,Small,Tier 2,Supermarket Type1,3.026104478
14.15,LF,0,Household,2.294710861,14,Medium,Tier 1,Supermarket Type1,3.571919408
15,LF,0,Snack Foods,1.674626026,9,Small,Tier 2,Supermarket Type1,2.831943963
19.1,LF,0.038531668,Fruits and Vegetables,2.323579194,26,High,Tier 3,Supermarket Type1,3.739376401
16,Regular,0.115570552,Fruits and Vegetables,1.759853607,9,Small,Tier 2,Supermarket Type1,2.239984298
13.8,Regular,0.056861638,Snack Foods,2.364735555,9,Small,Tier 2,Supermarket Type1,3.856284729
15.25,Regular,0.065841719,Snack Foods,2.254949077,26,High,Tier 3,Supermarket Type1,3.430798814
18.2,Regular,0.012254429,Fruits and Vegetables,1.778081758,4,Medium,Tier 3,Supermarket Type2,2.809219148
19.7,LF,0.038729457,Hard Drinks,2.104951885,9,Small,Tier 2,Supermarket Type1,2.877956845
6.41,LF,0.136512858,Snack Foods,2.109807276,14,Medium,Tier 1,Supermarket Type1,3.4845884
9.6,LF,0,Household,2.214627706,9,Small,Tier 2,Supermarket Type1,3.63276882
18.5,LF,0.034082974,Others,2.117033861,4,Medium,Tier 3,Supermarket Type2,3.29610024
12.6,LF,0.044767801,Dairy,2.383609656,28,Medium,Tier 3,Supermarket Type3,3.662004017
7.55,Regular,0.030992735,Fruits and Vegetables,2.094496284,14,Medium,Tier 1,Supermarket Type1,3.430584295
17.6,Regular,0.047449835,Snack Foods,2.072537371,4,Medium,Tier 3,Supermarket Type2,3.418619503
7.24,LF,0.076841095,Household,2.070219678,9,Small,Tier 2,Supermarket Type1,3.29434196
12.6,LF,0.056394771,Seafood,1.71094791,6,Small,Tier 2,Supermarket Type1,2.675213392
14.65,LF,0.011180713,Others,1.731277638,26,High,Tier 3,Supermarket Type1,2.344481875
9.8,LF,0.047178116,Baking Goods,1.997393375,9,Small,Tier 2,Supermarket Type1,3.38539862
10.3,Regular,0.011148865,Snack Foods,1.92867232,11,Small,Tier 2,Supermarket Type1,2.891529653
20,LF,0.136124989,Others,1.583414167,15,Small,Tier 3,Grocery Store,2.165766472
10.4,LF,0.030281543,Baking Goods,2.065645433,4,Medium,Tier 3,Supermarket Type2,3.100264923
15.7,Regular,0.008734284,Meat,2.317850311,9,Small,Tier 2,Supermarket Type1,3.490796744
16.5,Regular,0.079713576,Fruits and Vegetables,2.005751757,16,Small,Tier 1,Supermarket Type1,3.186955771
16.7,LF,0,Fruits and Vegetables,2.038187639,4,Medium,Tier 3,Supermarket Type2,2.737157643
11.5,LF,0.072994847,Fruits and Vegetables,2.277042773,14,Medium,Tier 1,Supermarket Type1,3.123286691
15.85,Regular,0.061045133,Meat,1.651029775,26,High,Tier 3,Supermarket Type1,2.257912695
5.26,Regular,0.041764487,Baking Goods,2.209211438,9,Small,Tier 2,Supermarket Type1,3.515308894
16.75,LF,0.029785889,Snack Foods,1.590866345,14,Medium,Tier 1,Supermarket Type1,2.798315785
10.4,LF,0.031273559,Seafood,2.204283898,14,Medium,Tier 1,Supermarket Type1,3.103010735
7.21,Regular,0.145220646,Snack Foods,2.013398493,4,Medium,Tier 3,Supermarket Type2,3.266137017
7.49,LF,0.069231189,Snack Foods,2.049693935,14,Medium,Tier 1,Supermarket Type1,3.084844564
20.25,LF,0.14781046,Household,2.370812015,26,High,Tier 3,Supermarket Type1,3.4490677
20.35,LF,0.021326471,Household,1.881571803,16,Small,Tier 1,Supermarket Type1,2.88780178
20.85,LF,0.037556341,Frozen Foods,2.290808525,4,Medium,Tier 3,Supermarket Type2,3.28723678
12.6,LF,0.115978122,Snack Foods,2.263462316,28,Medium,Tier 3,Supermarket Type3,3.856888167
12.3,LF,0.05271592,Household,2.277959717,4,Medium,Tier 3,Supermarket Type2,2.755309906
11.8,Regular,0.094185483,Snack Foods,2.101301556,6,Small,Tier 2,Supermarket Type1,3.301621623
19.5,LF,0.014332439,Household,1.757102857,4,Medium,Tier 3,Supermarket Type2,3.140361892
15.85,Regular,0.061190964,Meat,1.673706385,14,Medium,Tier 1,Supermarket Type1,2.998275384
4.61,LF,0.123346085,Hard Drinks,2.236888787,6,Small,Tier 2,Supermarket Type1,3.563864377
18.25,LF,0.078041216,Snack Foods,2.412454163,4,Medium,Tier 3,Supermarket Type2,3.454686077
8.31,Regular,0,Snack Foods,2.24896047,16,Small,Tier 1,Supermarket Type1,3.590648108
16.25,LF,0.087668236,Dairy,1.977453802,6,Small,Tier 2,Supermarket Type1,3.239984298
10.3,LF,0.070149088,Dairy,2.422462783,14,Medium,Tier 1,Supermarket Type1,3.53607765
13.85,Regular,0.056547986,Breakfast,2.36685237,4,Medium,Tier 3,Supermarket Type2,3.798775599
12.6,Regular,0.04586701,Frozen Foods,1.579218646,28,Medium,Tier 3,Supermarket Type3,2.959429888
18.7,LF,0.104890428,Frozen Foods,2.084244443,11,Small,Tier 2,Supermarket Type1,3.503134962
12.85,LF,0.098993139,Frozen Foods,1.594573745,16,Small,Tier 1,Supermarket Type1,2.73289982
12.6,LF,0.015944801,Dairy,2.397086564,28,Medium,Tier 3,Supermarket Type3,3.811188741
12.35,LF,0.274405193,Household,2.068602881,15,Small,Tier 3,Grocery Store,2.550885048
5.74,LF,0.05696122,Fruits and Vegetables,2.246343448,16,Small,Tier 1,Supermarket Type1,3.246589665
20,LF,0.08131178,Others,1.577710041,9,Small,Tier 2,Supermarket Type1,2.642887726
15.1,LF,0.056155909,Household,2.147829614,6,Small,Tier 2,Supermarket Type1,3.428433253
11.35,Regular,0.063354531,Dairy,1.949319733,11,Small,Tier 2,Supermarket Type1,3.090045758
8.6,Regular,0.054706408,Breads,2.110357351,4,Medium,Tier 3,Supermarket Type2,3.154771087
12.5,Regular,0.062597392,Baking Goods,2.294339667,4,Medium,Tier 3,Supermarket Type2,3.727464004
11.5,LF,0.0463847,Snack Foods,2.075227145,6,Small,Tier 2,Supermarket Type1,3.187707145
16.85,LF,0.044377096,Fruits and Vegetables,2.269107881,26,High,Tier 3,Supermarket Type1,3.220066069
12.6,LF,0.088551694,Household,2.282283063,28,Medium,Tier 3,Supermarket Type3,3.774097972
12.6,Regular,0.019672774,Canned,1.936613257,28,Medium,Tier 3,Supermarket Type3,3.283037767
20.35,LF,0.021413346,Household,1.882141872,4,Medium,Tier 3,Supermarket Type2,2.66595303
16.7,LF,0.022065676,Dairy,2.04371036,16,Small,Tier 1,Supermarket Type1,3.192188298
12.6,LF,0.182493512,Health and Hygiene,2.413010921,28,Small,Tier 1,Grocery Store,3.01758054
13.65,Regular,0,Dairy,2.269568979,4,Medium,Tier 3,Supermarket Type2,3.632229658
12.6,LF,0,Fruits and Vegetables,2.389191609,28,Medium,Tier 3,Supermarket Type3,3.503134962
12.6,LF,0.010467749,Household,2.212061294,28,Small,Tier 1,Grocery Store,2.915010748
13.35,Regular,0.014649641,Canned,2.316732943,14,Medium,Tier 1,Supermarket Type1,3.763262211
8.9,LF,0.026384672,Frozen Foods,2.320136727,14,Medium,Tier 1,Supermarket Type1,3.661310809
15.1,LF,0.025988508,Frozen Foods,2.166156484,9,Small,Tier 2,Supermarket Type1,3.373816748
16,LF,0.061192211,Starchy Foods,2.350520143,6,Small,Tier 2,Supermarket Type1,3.674479786
8.62,LF,0.116226984,Fruits and Vegetables,1.98201601,9,Small,Tier 2,Supermarket Type1,3.438030133
8.51,LF,0,Household,2.152737698,14,Medium,Tier 1,Supermarket Type1,3.234963497
19.35,Regular,0.062625641,Baking Goods,2.218321193,14,Medium,Tier 1,Supermarket Type1,3.217795472
12.6,Regular,0.04368089,Breads,2.0420121,28,Medium,Tier 3,Supermarket Type3,3.36304703
9.8,LF,0.024432767,Health and Hygiene,2.066136509,11,Small,Tier 2,Supermarket Type1,3.444104281
6.14,Regular,0.079776075,Baking Goods,2.184227368,6,Small,Tier 2,Supermarket Type1,3.293313
18,LF,0.008539208,Baking Goods,1.909886438,9,Small,Tier 2,Supermarket Type1,2.605099165
12.6,Regular,0.014342659,Canned,2.016060935,28,Small,Tier 1,Grocery Store,2.309065217
