"Item_Weight","Item_Fat_Content","Item_Visibility","Item_Type","log_MRP","Establishment_Age","Outlet_Size","Outlet_Location_Type","Outlet_Type","predict"
12.6,"Regular",0.102226474,"Canned",1.960527855,28,"Medium","Tier 3","Supermarket Type3",3.35960233279116
14.5,"Regular",0.06904249,"Canned",1.617476335,15,"Small","Tier 3","Grocery Store",1.92575276910333
12.6,"Regular",0.052791124,"Baking Goods",1.993605506,28,"Small","Tier 1","Grocery Store",2.30819360483862
8.99,"LF",0.184440421,"Fruits and Vegetables",1.998564458,6,"Small","Tier 2","Supermarket Type1",3.1771903629147
16.35,"LF",0.091074449,"Household",2.294049368,6,"Small","Tier 2","Supermarket Type1",3.47384729837913
5.66,"LF",0,"Soft Drinks",2.168822052,16,"Small","Tier 1","Supermarket Type1",3.33879007971636
5.78,"Regular",0.074087369,"Snack Foods",2.42317507,26,"High","Tier 3","Supermarket Type1",3.57878668812669
10.8,"LF",0.029107004,"Snack Foods",2.381155168,6,"Small","Tier 2","Supermarket Type1",3.55772826075157
14.3,"LF",0.12826315,"Frozen Foods",1.92128268,6,"Small","Tier 2","Supermarket Type1",3.08273291807194
19.1,"LF",0.045400017,"Dairy",1.588986164,11,"Small","Tier 2","Supermarket Type1",2.71621861166083
20.85,"LF",0.02137305,"Fruits and Vegetables",2.014228951,11,"Small","Tier 2","Supermarket Type1",3.16604293354552
4.79,"LF",0.09297084,"Breads",2.086394715,4,"Medium","Tier 3","Supermarket Type2",3.19061214879387
18.25,"LF",0.077709902,"Snack Foods",2.414465595,9,"Small","Tier 2","Supermarket Type1",3.57488637100147
6.87,"LF",0.014021626,"Soft Drinks",2.104368279,11,"Small","Tier 2","Supermarket Type1",3.26873967772919
11.35,"Regular",0.023358738,"Dairy",2.265904088,14,"Medium","Tier 1","Supermarket Type1",3.43919357775314
12.6,"LF",0.111777297,"Household",2.095534075,28,"Medium","Tier 3","Supermarket Type3",3.4831394434798
6.38,"LF",0.031962866,"Dairy",2.250503925,11,"Small","Tier 2","Supermarket Type1",3.3993845824248
12.6,"Regular",0.074806196,"Dairy",2.052761639,28,"Medium","Tier 3","Supermarket Type3",3.43456043616782
12.15,"LF",0.006754117,"Others",2.086975238,26,"High","Tier 3","Supermarket Type1",3.24342088653522
13.35,"LF",0,"Snack Foods",2.377955022,4,"Medium","Tier 3","Supermarket Type2",3.46189815717774
17,"LF",0.052209303,"Health and Hygiene",2.087685607,16,"Small","Tier 1","Supermarket Type1",3.24946374766999
17.35,"Regular",0.041538713,"Frozen Foods",1.96932457,14,"Medium","Tier 1","Supermarket Type1",3.13453224455034
12.6,"LF",0.02426524,"Health and Hygiene",2.057092243,28,"Medium","Tier 3","Supermarket Type3",3.45028935105185
12.8,"Regular",0.114318263,"Breads",2.153155455,4,"Medium","Tier 3","Supermarket Type2",3.26239464037394
5.79,"Regular",0.053930934,"Fruits and Vegetables",1.941439872,14,"Medium","Tier 1","Supermarket Type1",3.12416258728333
20.75,"Regular",0.083536989,"Frozen Foods",2.256072318,26,"High","Tier 3","Supermarket Type1",3.39893423033408
18.85,"LF",0.168531813,"Household",2.284461415,6,"Small","Tier 2","Supermarket Type1",3.46266805993519
10.1,"LF",0.030269774,"Health and Hygiene",2.183171867,11,"Small","Tier 2","Supermarket Type1",3.3469047826059
21.1,"LF",0.010593469,"Household",2.369764503,26,"High","Tier 3","Supermarket Type1",3.51857660682643
13.8,"Regular",0.107469819,"Fruits and Vegetables",1.890986296,15,"Small","Tier 3","Grocery Store",2.20142497713427
7.24,"LF",0.058083831,"Snack Foods",2.055697054,26,"High","Tier 3","Supermarket Type1",3.19483266452378
17.25,"LF",0.107021498,"Frozen Foods",1.608335587,9,"Small","Tier 2","Supermarket Type1",2.74745299331273
12.6,"LF",0.106907604,"Breakfast",2.211794697,28,"Small","Tier 1","Grocery Store",2.47345032224958
13.65,"Regular",0.080968973,"Frozen Foods",2.414628448,4,"Medium","Tier 3","Supermarket Type2",3.50393085262486
7.72,"Regular",0.074669288,"Breads",1.8830854,26,"High","Tier 3","Supermarket Type1",3.04866275240925
12.15,"LF",0.02176755,"Breads",2.216478376,11,"Small","Tier 2","Supermarket Type1",3.38984967843827
7.97,"LF",0,"Soft Drinks",2.235634987,4,"Medium","Tier 3","Supermarket Type2",3.33376804544712
13.65,"Regular",0,"Meat",1.564111897,6,"Small","Tier 2","Supermarket Type1",2.73909507900534
12.6,"Regular",0.159081735,"Frozen Foods",2.286788239,28,"Medium","Tier 3","Supermarket Type3",3.67576623819084
9,"LF",0.019616991,"Household",2.229547208,6,"Small","Tier 2","Supermarket Type1",3.41124596565514
19.35,"Regular",0.082266419,"Baking Goods",1.688450079,16,"Small","Tier 1","Supermarket Type1",2.83905349265707
12.6,"Regular",0.019227816,"Snack Foods",2.214802005,28,"Small","Tier 1","Grocery Store",2.52801600688799
11.15,"LF",0.057021156,"Baking Goods",2.028824111,14,"Medium","Tier 1","Supermarket Type1",3.20010792159198
13.85,"LF",0.034765901,"Hard Drinks",2.057853168,6,"Small","Tier 2","Supermarket Type1",3.23138977110291
21.2,"LF",0.071076055,"Snack Foods",2.242633346,6,"Small","Tier 2","Supermarket Type1",3.41115012960876
6.11,"Regular",0.151925271,"Soft Drinks",1.668466058,9,"Small","Tier 2","Supermarket Type1",2.83814559166833
12.6,"LF",0.045900448,"Snack Foods",2.075227145,28,"Medium","Tier 3","Supermarket Type3",3.45458641411679
12.6,"LF",0.172641213,"Snack Foods",2.290281755,28,"Medium","Tier 3","Supermarket Type3",3.67442070381294
7.68,"LF",0.071010513,"Fruits and Vegetables",2.280842782,14,"Medium","Tier 1","Supermarket Type1",3.46391650637935
14.7,"LF",0.072444983,"Fruits and Vegetables",1.686666651,11,"Small","Tier 2","Supermarket Type1",2.83306475324659
11.8,"LF",0.058975504,"Health and Hygiene",1.912550444,4,"Medium","Tier 3","Supermarket Type2",2.99989885469529
12.6,"Regular",0,"Snack Foods",1.769072918,28,"Small","Tier 1","Grocery Store",2.07155215381525
16.2,"LF",0.033568871,"Soft Drinks",1.874885194,6,"Small","Tier 2","Supermarket Type1",3.0520907852231
12.6,"Regular",0.063079544,"Frozen Foods",2.244947718,28,"Small","Tier 1","Grocery Store",2.5566339695683
12.6,"LF",0.064208126,"Frozen Foods",2.255749002,28,"Small","Tier 1","Grocery Store",2.56070655468653
19.7,"LF",0.041974489,"Frozen Foods",2.036194384,6,"Small","Tier 2","Supermarket Type1",3.19835634458691
11.8,"Regular",0.170141787,"Canned",2.067381115,26,"High","Tier 3","Supermarket Type1",3.22710653773024
12.3,"LF",0.009463757,"Baking Goods",1.868279925,6,"Small","Tier 2","Supermarket Type1",3.03868336719677
19,"LF",0.128090139,"Snack Foods",2.029636163,16,"Small","Tier 1","Supermarket Type1",3.17466958179657
12.6,"LF",0.038340116,"Snack Foods",2.380494165,28,"Medium","Tier 3","Supermarket Type3",3.7672758861565
12.6,"LF",0.049080853,"Fruits and Vegetables",2.169596266,28,"Medium","Tier 3","Supermarket Type3",3.56228977367869
7.35,"LF",0.028711412,"Fruits and Vegetables",1.601466774,4,"Medium","Tier 3","Supermarket Type2",2.68018519173424
20.35,"Regular",0,"Meat",1.911837028,16,"Small","Tier 1","Supermarket Type1",3.07321749199131
17.85,"LF",0.037826873,"Soft Drinks",2.278110369,16,"Small","Tier 1","Supermarket Type1",3.44525636345956
11.65,"LF",0.040597054,"Fruits and Vegetables",2.272593423,11,"Small","Tier 2","Supermarket Type1",3.43463354838132
12.6,"LF",0.041556697,"Baking Goods",2.018838586,28,"Small","Tier 1","Grocery Store",2.32708973264324
15.5,"Regular",0.126791761,"Baking Goods",2.418561127,15,"Small","Tier 3","Grocery Store",2.73676198817838
15.1,"Regular",0.106097275,"Fruits and Vegetables",1.636283238,4,"Medium","Tier 3","Supermarket Type2",2.71917267031614
5.1,"Regular",0.129395895,"Snack Foods",2.147316994,26,"High","Tier 3","Supermarket Type1",3.29635427409075
12.1,"LF",0.011557563,"Dairy",2.218411028,14,"Medium","Tier 1","Supermarket Type1",3.38327467589001
15,"LF",0.077622622,"Breads",2.085794881,15,"Small","Tier 3","Grocery Store",2.40638888685329
10.65,"Regular",0.085135953,"Snack Foods",2.366174077,16,"Small","Tier 1","Supermarket Type1",3.53015346366843
9.6,"Regular",0.014234595,"Snack Foods",2.279409576,14,"Medium","Tier 1","Supermarket Type1",3.45772853364903
8.91,"LF",0.143712172,"Frozen Foods",1.780229436,4,"Medium","Tier 3","Supermarket Type2",2.84903707312319
8.85,"LF",0.053822086,"Fruits and Vegetables",2.264414497,26,"High","Tier 3","Supermarket Type1",3.41897489255513
17.5,"Regular",0.007570599,"Dairy",2.160198927,4,"Medium","Tier 3","Supermarket Type2",3.24010375338841
5.77,"LF",0.081996785,"Baking Goods",1.603321953,9,"Small","Tier 2","Supermarket Type1",2.75639030391631
5.04,"Regular",0.080362549,"Breads",2.35984231,6,"Small","Tier 2","Supermarket Type1",3.56913947971232
7.96,"LF",0.028357839,"Canned",2.212957993,9,"Small","Tier 2","Supermarket Type1",3.38887241478963
16.85,"LF",0.233356571,"Snack Foods",2.166062866,15,"Small","Tier 3","Grocery Store",2.4633569918519
11.8,"Regular",0.107662745,"Dairy",2.35059144,6,"Small","Tier 2","Supermarket Type1",3.52880074625344
5.64,"LF",0.103481775,"Baking Goods",2.176105735,11,"Small","Tier 2","Supermarket Type1",3.33401696168338
11.35,"LF",0.030981392,"Snack Foods",1.715174052,6,"Small","Tier 2","Supermarket Type1",2.87536280129458
17.7,"Regular",0.041098734,"Fruits and Vegetables",1.908096661,4,"Medium","Tier 3","Supermarket Type2",2.99665408337636
5.78,"Regular",0.074451126,"Snack Foods",2.422518929,4,"Medium","Tier 3","Supermarket Type2",3.51759219956929
20.25,"LF",0.058935522,"Household",2.392074077,16,"Small","Tier 1","Supermarket Type1",3.55355520373192
9.3,"LF",0.066727717,"Frozen Foods",2.25918567,26,"High","Tier 3","Supermarket Type1",3.40021081389822
10.5,"LF",0.071548187,"Frozen Foods",2.079939875,4,"Medium","Tier 3","Supermarket Type2",3.15555839807434
17.75,"LF",0.014609738,"Fruits and Vegetables",2.205275297,11,"Small","Tier 2","Supermarket Type1",3.36309977643342
16.7,"Regular",0.062297249,"Snack Foods",1.782875199,4,"Medium","Tier 3","Supermarket Type2",2.85770606444452
13.85,"LF",0.031402114,"Others",1.604744304,11,"Small","Tier 2","Supermarket Type1",2.75714002812163
16.35,"LF",0.013363902,"Others",2.02582998,9,"Small","Tier 2","Supermarket Type1",3.19641443160108
20.25,"Regular",0.022976493,"Baking Goods",2.380850993,14,"Medium","Tier 1","Supermarket Type1",3.56377948362684
12.6,"Regular",0.045068892,"Snack Foods",2.280776808,28,"Small","Tier 1","Grocery Store",2.5955014921552
11.1,"LF",0.033176087,"Household",2.079587845,11,"Small","Tier 2","Supermarket Type1",3.23413732914775
9.8,"Regular",0.056375879,"Breads",1.927836235,9,"Small","Tier 2","Supermarket Type1",3.11113195879177
14.3,"Regular",0.034605882,"Baking Goods",1.98214726,6,"Small","Tier 2","Supermarket Type1",3.16133442982956
19.75,"LF",0.033942546,"Snack Foods",2.329581322,14,"Medium","Tier 1","Supermarket Type1",3.49761478417927
12.6,"LF",0.015375557,"Health and Hygiene",2.195790097,28,"Medium","Tier 3","Supermarket Type3",3.59237814760586
10.85,"LF",0.162571649,"Snack Foods",2.031255727,11,"Small","Tier 2","Supermarket Type1",3.17632527966944
18.35,"LF",0,"Dairy",2.181654972,26,"High","Tier 3","Supermarket Type1",3.31526761947124
15.2,"LF",0.09698132,"Health and Hygiene",2.065763401,26,"High","Tier 3","Supermarket Type1",3.21572631366441
12.6,"LF",0.079419801,"Household",2.236311995,28,"Medium","Tier 3","Supermarket Type3",3.62743854433958
8.71,"Regular",0.072301795,"Canned",2.268794129,11,"Small","Tier 2","Supermarket Type1",3.44355016828311
11.8,"LF",0,"Fruits and Vegetables",1.655524516,4,"Medium","Tier 3","Supermarket Type2",2.73370053771407
7.24,"LF",0,"Snack Foods",2.061389894,11,"Small","Tier 2","Supermarket Type1",3.20932451571153
10.8,"LF",0.098814721,"Meat",2.002184211,4,"Medium","Tier 3","Supermarket Type2",3.09017404477734
12.85,"LF",0.022639195,"Fruits and Vegetables",2.254624924,14,"Medium","Tier 1","Supermarket Type1",3.43496253693714
12.6,"LF",0.016531033,"Frozen Foods",2.087816188,28,"Medium","Tier 3","Supermarket Type3",3.46547140071546
12.6,"LF",0.035863436,"Meat",1.766087004,28,"Medium","Tier 3","Supermarket Type3",3.15036040622804
16,"Regular",0.193477995,"Fruits and Vegetables",1.747602886,15,"Small","Tier 3","Grocery Store",2.05331073353973
6.87,"LF",0.056945936,"Snack Foods",2.331673833,11,"Small","Tier 2","Supermarket Type1",3.48612593087942
12.6,"LF",0.124448295,"Soft Drinks",2.049418837,28,"Small","Tier 1","Grocery Store",2.36656197447909
8.21,"LF",0.010808272,"Hard Drinks",2.177649604,4,"Medium","Tier 3","Supermarket Type2",3.26510769657705
18.5,"LF",0,"Snack Foods",2.078501768,6,"Small","Tier 2","Supermarket Type1",3.2444664763809
6.85,"LF",0.022878953,"Frozen Foods",2.418896629,9,"Small","Tier 2","Supermarket Type1",3.58249757536705
9.3,"LF",0.026818196,"Dairy",2.396040949,15,"Small","Tier 3","Grocery Store",2.69901408272817
12.1,"LF",0.030102335,"Canned",1.873709955,26,"High","Tier 3","Supermarket Type1",3.02210103582175
5.66,"LF",0.175793413,"Soft Drinks",2.16705195,4,"Medium","Tier 3","Supermarket Type2",3.26393736789542
7.39,"LF",0.120180894,"Others",2.150593741,26,"High","Tier 3","Supermarket Type1",3.31028075877894
20.6,"LF",0.039255412,"Fruits and Vegetables",1.975329772,15,"Small","Tier 3","Grocery Store",2.27807797391273
5.11,"LF",0,"Household",2.21674897,4,"Medium","Tier 3","Supermarket Type2",3.30837481371231
12.6,"Regular",0.029023048,"Canned",2.250022123,28,"Medium","Tier 3","Supermarket Type3",3.65636019119915
19.5,"LF",0.128405328,"Breads",2.194323932,14,"Medium","Tier 1","Supermarket Type1",3.38277259932434
12.6,"LF",0.126760908,"Breakfast",2.247818659,28,"Small","Tier 1","Grocery Store",2.51027961707396
9.2,"LF",0.015856295,"Baking Goods",1.912005121,9,"Small","Tier 2","Supermarket Type1",3.07127502302111
8.93,"LF",0.028411899,"Dairy",2.182796846,9,"Small","Tier 2","Supermarket Type1",3.33795140855698
20.75,"LF",0.02128304,"Soft Drinks",2.18611517,14,"Medium","Tier 1","Supermarket Type1",3.3655582492545
16.2,"LF",0.074019393,"Frozen Foods",1.620608627,15,"Small","Tier 3","Grocery Store",1.90340407226846
12.15,"LF",0.018407033,"Frozen Foods",2.406147946,9,"Small","Tier 2","Supermarket Type1",3.56713283443857
6.75,"Regular",0,"Dairy",1.985764078,14,"Medium","Tier 1","Supermarket Type1",3.15436077765241
9.2,"Regular",0.0471117,"Frozen Foods",1.716559219,9,"Small","Tier 2","Supermarket Type1",2.86901668279033
9.6,"Regular",0.027454997,"Snack Foods",2.411839154,4,"Medium","Tier 3","Supermarket Type2",3.50513967427146
13.65,"Regular",0.031418984,"Canned",1.996818022,26,"High","Tier 3","Supermarket Type1",3.15449497312346
19.25,"LF",0.102188428,"Dairy",1.735563772,4,"Medium","Tier 3","Supermarket Type2",2.79710424539473
9.9,"LF",0.16817143,"Soft Drinks",2.376132216,11,"Small","Tier 2","Supermarket Type1",3.5452364442556
12.6,"Regular",0.191500528,"Baking Goods",2.083537735,28,"Small","Tier 1","Grocery Store",2.39983303505287
8.42,"LF",0.11227101,"Health and Hygiene",1.800832508,16,"Small","Tier 1","Supermarket Type1",2.95921536697259
15.1,"Regular",0.067212845,"Snack Foods",2.415358029,11,"Small","Tier 2","Supermarket Type1",3.57518323582624
9.6,"LF",0.036490369,"Fruits and Vegetables",2.148650153,6,"Small","Tier 2","Supermarket Type1",3.33114872447022
11,"Regular",0.088025298,"Frozen Foods",2.19883022,11,"Small","Tier 2","Supermarket Type1",3.35302561371594
16.6,"LF",0.084176826,"Canned",2.071927643,15,"Small","Tier 3","Grocery Store",2.38325735048757
5.19,"LF",0.042707323,"Frozen Foods",2.296250438,11,"Small","Tier 2","Supermarket Type1",3.44851979174206
18.6,"LF",0.19780911,"Others",1.745533839,15,"Small","Tier 3","Grocery Store",2.05052151333997
19,"LF",0.026963909,"Household",2.113387099,26,"High","Tier 3","Supermarket Type1",3.25685157490958
8.9,"Regular",0.039261947,"Baking Goods",2.31687073,6,"Small","Tier 2","Supermarket Type1",3.5065187166194
20.6,"LF",0.023548476,"Fruits and Vegetables",1.970243638,4,"Medium","Tier 3","Supermarket Type2",3.05210930325675
17.6,"Regular",0.127412338,"Meat",2.046573978,15,"Small","Tier 3","Grocery Store",2.36036177467319
12.6,"LF",0.075192072,"Hard Drinks",1.748663939,28,"Medium","Tier 3","Supermarket Type3",3.12616375565994
9.6,"LF",0.035651291,"Snack Foods",2.389018931,11,"Small","Tier 2","Supermarket Type1",3.54373672838672
12.85,"LF",0.169405699,"Frozen Foods",1.663757446,6,"Small","Tier 2","Supermarket Type1",2.81946315056206
16.1,"LF",0.039463564,"Soft Drinks",2.278718399,15,"Small","Tier 3","Grocery Store",2.59501143994831
7.65,"Regular",0,"Snack Foods",1.621292632,16,"Small","Tier 1","Supermarket Type1",2.76882744780365
8.97,"LF",0.093159233,"Household",1.746599952,14,"Medium","Tier 1","Supermarket Type1",2.91300787991699
10.2,"Regular",0.017658634,"Starchy Foods",2.380489463,14,"Medium","Tier 1","Supermarket Type1",3.58029371529358
12.6,"Regular",0.037516862,"Dairy",2.094717031,28,"Medium","Tier 3","Supermarket Type3",3.47765928107759
16.85,"Regular",0.023154399,"Snack Foods",1.642887726,16,"Small","Tier 1","Supermarket Type1",2.78683575045091
7.94,"LF",0.031866022,"Household",2.417124451,4,"Medium","Tier 3","Supermarket Type2",3.51225700190188
18.7,"LF",0.104591027,"Frozen Foods",2.084244443,26,"High","Tier 3","Supermarket Type1",3.21678297225503
6.7,"LF",0.03408026,"Frozen Foods",2.344088751,4,"Medium","Tier 3","Supermarket Type2",3.42790025681914
5.59,"Regular",0.056555715,"Snack Foods",1.796690869,26,"High","Tier 3","Supermarket Type1",2.93726544268354
12.6,"Regular",0.044764726,"Snack Foods",2.010306742,28,"Medium","Tier 3","Supermarket Type3",3.39508340820065
12.6,"LF",0.110735739,"Baking Goods",1.54761966,28,"Medium","Tier 3","Supermarket Type3",2.92082218823069
12.35,"Regular",0.038657256,"Fruits and Vegetables",2.042406172,4,"Medium","Tier 3","Supermarket Type2",3.13657054422739
12.6,"Regular",0.007503372,"Dairy",2.166460309,28,"Medium","Tier 3","Supermarket Type3",3.55124303094744
12.6,"LF",0.064607378,"Canned",1.941609809,28,"Medium","Tier 3","Supermarket Type3",3.33336729732514
13.5,"LF",0.055075504,"Health and Hygiene",1.5235826,14,"Medium","Tier 1","Supermarket Type1",2.68895681394406
9.6,"Regular",0.014209811,"Snack Foods",2.274590081,9,"Small","Tier 2","Supermarket Type1",3.44261450480111
11.6,"Regular",0.132111921,"Frozen Foods",1.915017615,15,"Small","Tier 3","Grocery Store",2.21375128411596
18.25,"LF",0.054223942,"Snack Foods",2.152335441,9,"Small","Tier 2","Supermarket Type1",3.30648460657887
12.6,"Regular",0.145591438,"Seafood",2.172325571,28,"Medium","Tier 3","Supermarket Type3",3.58288993746312
10.2,"Regular",0.146635206,"Frozen Foods",2.143276548,9,"Small","Tier 2","Supermarket Type1",3.30529676761761
19.1,"LF",0.177545624,"Household",2.236643555,14,"Medium","Tier 1","Supermarket Type1",3.41019954974106
8.95,"Regular",0.146701312,"Dairy",2.418783389,15,"Small","Tier 3","Grocery Store",2.72903968011294
6.39,"Regular",0.124410284,"Snack Foods",1.53639934,6,"Small","Tier 2","Supermarket Type1",2.70109842991565
20.1,"Regular",0.054763518,"Frozen Foods",2.178794563,6,"Small","Tier 2","Supermarket Type1",3.35117957548357
5.18,"LF",0.030330202,"Health and Hygiene",1.550074182,26,"High","Tier 3","Supermarket Type1",2.69215908968104
16.75,"Regular",0.008601441,"Meat",1.86748988,4,"Medium","Tier 3","Supermarket Type2",2.95690232039724
5.88,"LF",0.08644044,"Frozen Foods",2.191450456,9,"Small","Tier 2","Supermarket Type1",3.34974909875964
6.37,"LF",0,"Frozen Foods",1.776364076,6,"Small","Tier 2","Supermarket Type1",2.93821402023795
5.92,"Regular",0.019184026,"Soft Drinks",1.702165053,26,"High","Tier 3","Supermarket Type1",2.85571273906576
17.6,"LF",0.008001018,"Dairy",2.231577131,16,"Small","Tier 1","Supermarket Type1",3.3786212864796
16.1,"LF",0.034376537,"Fruits and Vegetables",2.408469945,11,"Small","Tier 2","Supermarket Type1",3.57187365932005
19.2,"LF",0.041291929,"Household",2.114380767,14,"Medium","Tier 1","Supermarket Type1",3.28539400667713
16.2,"LF",0.019362306,"Soft Drinks",2.189482453,26,"High","Tier 3","Supermarket Type1",3.34334631928746
20.6,"Regular",0.030504756,"Dairy",2.327613101,9,"Small","Tier 2","Supermarket Type1",3.48814248575458
9.5,"LF",0,"Hard Drinks",2.276432391,6,"Small","Tier 2","Supermarket Type1",3.4572896154171
12.6,"LF",0.162248011,"Household",2.20536787,28,"Small","Tier 1","Grocery Store",2.5188583140231
8.76,"LF",0.050011058,"Health and Hygiene",2.102891772,26,"High","Tier 3","Supermarket Type1",3.25673600558168
19.75,"LF",0.012437935,"Fruits and Vegetables",2.278724342,26,"High","Tier 3","Supermarket Type1",3.42899607232199
6.96,"LF",0.077350112,"Soft Drinks",1.961015563,11,"Small","Tier 2","Supermarket Type1",3.1216585928458
12.65,"LF",0,"Meat",2.032996489,16,"Small","Tier 1","Supermarket Type1",3.19370011627089
15.35,"LF",0.096943078,"Soft Drinks",2.293532261,6,"Small","Tier 2","Supermarket Type1",3.48103867986802
14.5,"Regular",0.128235818,"Baking Goods",2.017589214,9,"Small","Tier 2","Supermarket Type1",3.18369935430795
13,"LF",0.099242622,"Household",1.665637267,26,"High","Tier 3","Supermarket Type1",2.8006358018117
10.9,"Regular",0.032454046,"Frozen Foods",2.160799153,16,"Small","Tier 1","Supermarket Type1",3.3177629000311
14.65,"LF",0.171355643,"Fruits and Vegetables",1.678237864,9,"Small","Tier 2","Supermarket Type1",2.83313690542972
12.15,"LF",0.006770252,"Others",2.095075157,14,"Medium","Tier 1","Supermarket Type1",3.2793780818872
16.1,"Regular",0.159698192,"Frozen Foods",1.50590662,9,"Small","Tier 2","Supermarket Type1",2.64985341683853
13.6,"LF",0.117613212,"Snack Foods",2.288279639,9,"Small","Tier 2","Supermarket Type1",3.44754467956141
12.6,"LF",0.00994477,"Household",2.250022123,28,"Medium","Tier 3","Supermarket Type3",3.64171722795275
12.6,"LF",0.198316649,"Baking Goods",1.735563772,28,"Small","Tier 1","Grocery Store",2.03641776842557
14,"LF",0.023783007,"Baking Goods",2.017171957,11,"Small","Tier 2","Supermarket Type1",3.16784009139165
10.2,"LF",0.211539389,"Canned",2.045278373,15,"Small","Tier 3","Grocery Store",2.3583334378965
19,"Regular",0.065621523,"Fruits and Vegetables",2.270728667,9,"Small","Tier 2","Supermarket Type1",3.44542417095627
17.6,"LF",0.018943666,"Health and Hygiene",2.375405704,11,"Small","Tier 2","Supermarket Type1",3.54054868018206
21.25,"LF",0.01001904,"Meat",2.266374713,11,"Small","Tier 2","Supermarket Type1",3.42547373939515
9.8,"Regular",0.063764099,"Fruits and Vegetables",2.056329983,26,"High","Tier 3","Supermarket Type1",3.21238489710658
7.93,"LF",0,"Frozen Foods",2.085794881,16,"Small","Tier 1","Supermarket Type1",3.2353664786505
6.55,"Regular",0.034575546,"Breads",2.194594256,26,"High","Tier 3","Supermarket Type1",3.36836865442684
12.6,"Regular",0.015016891,"Meat",2.395572394,28,"Medium","Tier 3","Supermarket Type3",3.80215595643539
19.5,"LF",0.082536604,"Canned",2.248464208,9,"Small","Tier 2","Supermarket Type1",3.41999801848223
12.6,"LF",0.120663214,"Canned",1.980811181,28,"Medium","Tier 3","Supermarket Type3",3.37332783087598
15.2,"LF",0,"Meat",2.408295945,15,"Small","Tier 3","Grocery Store",2.72534691350779
17.6,"Regular",0.039381633,"Snack Foods",1.991407732,4,"Medium","Tier 3","Supermarket Type2",3.0709750120532
12.6,"Regular",0.056338482,"Canned",2.266288156,28,"Small","Tier 1","Grocery Store",2.59632289288267
7.86,"Regular",0.161516894,"Baking Goods",1.569195941,9,"Small","Tier 2","Supermarket Type1",2.72723765610051
12.6,"Regular",0.184359831,"Snack Foods",2.237232986,28,"Small","Tier 1","Grocery Store",2.55042871935115
18.2,"LF",0.058707159,"Household",2.343498398,4,"Medium","Tier 3","Supermarket Type2",3.43225989873937
8.66,"Regular",0.088693595,"Snack Foods",2.088404028,6,"Small","Tier 2","Supermarket Type1",3.26560522825824
15.5,"Regular",0.156797787,"Snack Foods",2.172140956,26,"High","Tier 3","Supermarket Type1",3.3171294126635
17.7,"LF",0.116520447,"Snack Foods",2.269575049,9,"Small","Tier 2","Supermarket Type1",3.42659404068208
7.6,"Regular",0.142292265,"Starchy Foods",2.233870929,26,"High","Tier 3","Supermarket Type1",3.40317676335187
13.65,"Regular",0.080573371,"Frozen Foods",2.41529661,26,"High","Tier 3","Supermarket Type1",3.56513776179225
12.85,"LF",0.121972274,"Snack Foods",1.634908328,11,"Small","Tier 2","Supermarket Type1",2.76963599249578
14.1,"LF",0.067011609,"Snack Foods",2.294705133,11,"Small","Tier 2","Supermarket Type1",3.44505916431998
8.27,"LF",0.031490111,"Health and Hygiene",2.378557779,15,"Small","Tier 3","Grocery Store",2.69965073985613
18.2,"Regular",0.012229464,"Fruits and Vegetables",1.755038987,11,"Small","Tier 2","Supermarket Type1",2.90875156980804
17.85,"LF",0.052176861,"Snack Foods",2.08922383,16,"Small","Tier 1","Supermarket Type1",3.23646324655818
7.95,"LF",0.01596609,"Snack Foods",2.213573534,6,"Small","Tier 2","Supermarket Type1",3.38737958728685
20.7,"LF",0.170500183,"Canned",2.265116534,4,"Medium","Tier 3","Supermarket Type2",3.35822432670898
10.6,"LF",0.011134397,"Breads",1.631904202,4,"Medium","Tier 3","Supermarket Type2",2.72284173270944
19.85,"LF",0.175849067,"Fruits and Vegetables",2.346503973,26,"High","Tier 3","Supermarket Type1",3.4978182854131
8.37,"LF",0.071992202,"Hard Drinks",1.583772163,11,"Small","Tier 2","Supermarket Type1",2.72554681231493
8.38,"Regular",0.046848322,"Baking Goods",2.043586245,26,"High","Tier 3","Supermarket Type1",3.19580163173478
18.7,"LF",0.046348967,"Health and Hygiene",2.186584004,6,"Small","Tier 2","Supermarket Type1",3.36912592007831
12.6,"LF",0.077849833,"Snack Foods",2.10449394,28,"Small","Tier 1","Grocery Store",2.40784912631832
7.73,"LF",0.029236727,"Household",2.092865853,6,"Small","Tier 2","Supermarket Type1",3.27177653648002
19.6,"Regular",0.127929521,"Snack Foods",2.223967101,26,"High","Tier 3","Supermarket Type1",3.36851298664992
18.7,"Regular",0.091560606,"Meat",2.260856226,9,"Small","Tier 2","Supermarket Type1",3.4366678331481
8.42,"Regular",0.030816999,"Canned",2.363302035,26,"High","Tier 3","Supermarket Type1",3.53215276941696
17.75,"Regular",0.029821648,"Fruits and Vegetables",2.146077779,6,"Small","Tier 2","Supermarket Type1",3.33195210074129
8.27,"Regular",0.089735804,"Snack Foods",2.172517698,11,"Small","Tier 2","Supermarket Type1",3.32937495650914
20.7,"Regular",0.04745185,"Dairy",2.331806961,26,"High","Tier 3","Supermarket Type1",3.47485326504005
20.25,"Regular",0.018789455,"Fruits and Vegetables",2.346503973,26,"High","Tier 3","Supermarket Type1",3.50516390810723
