"Item_Identifier","Item_Weight","Item_Fat_Content","Item_Visibility","Item_Type","MRP","Outlet_Identifier","Establishment_Age","Outlet_Size","Outlet_Location_Type","Outlet_Type","Sales"
"FDR12",12.6,"Regular",0.031663212,"Baking Goods",173,"OUT018",4,"Medium","Tier 3","Supermarket Type2",1031
"FDR23",15.85,"LF",0.081914677,"Breads",178,"OUT049",14,"Medium","Tier 1","Supermarket Type1",3352
"FDW35",12.6,"LF",0.0194158,"Breads",42,"OUT019",28,"Small","Tier 1","Grocery Store",84
"NCN06",8.39,"LF",0.120474481,"Household",166,"OUT035",9,"Small","Tier 2","Supermarket Type1",1965
"FDY49",17.2,"Regular",0.012030747,"Canned",167,"OUT049",14,"Medium","Tier 1","Supermarket Type1",1156
"FDD32",17.7,"Regular",0.041163522,"Fruits and Vegetables",81,"OUT017",6,"Small","Tier 2","Supermarket Type1",1868
"NCQ50",18.75,"LF",0.034501405,"Household",212,"OUT017",6,"Small","Tier 2","Supermarket Type1",5770
"FDW45",18,"LF",0.039231652,"Snack Foods",145,"OUT017",6,"Small","Tier 2","Supermarket Type1",2649
"FDJ60",19.35,"Regular",0.062882112,"Baking Goods",164,"OUT017",6,"Small","Tier 2","Supermarket Type1",2807
"FDW26",11.8,"Regular",0.107662745,"Dairy",224,"OUT017",6,"Small","Tier 2","Supermarket Type1",2891
"FDY16",12.6,"Regular",0.16147714,"Frozen Foods",186,"OUT019",28,"Small","Tier 1","Grocery Store",1107
"FDD59",12.6,"Regular",0.065860323,"Starchy Foods",82,"OUT027",28,"Medium","Tier 3","Supermarket Type3",1678
"FDN12",15.6,"LF",0.081103929,"Baking Goods",112,"OUT046",16,"Small","Tier 1","Supermarket Type1",1007
"FDF20",12.85,"LF",0.033271818,"Fruits and Vegetables",197,"OUT049",14,"Medium","Tier 1","Supermarket Type1",5715
"FDL48",19.35,"Regular",0.137697119,"Baking Goods",47,"OUT010",15,"Small","Tier 3","Grocery Store",146
"DRH13",8.58,"LF",0.023866079,"Soft Drinks",107,"OUT013",26,"High","Tier 3","Supermarket Type1",959
"FDE09",8.78,"LF",0.036159635,"Fruits and Vegetables",111,"OUT010",15,"Small","Tier 3","Grocery Store",332
"FDX35",5.04,"Regular",0.080362549,"Breads",229,"OUT017",6,"Small","Tier 2","Supermarket Type1",4326
"FDQ21",21.25,"LF",0.019502354,"Snack Foods",121,"OUT018",4,"Medium","Tier 3","Supermarket Type2",3151
"FDA35",14.85,"Regular",0.053921264,"Baking Goods",123,"OUT049",14,"Medium","Tier 1","Supermarket Type1",1960
"FDL43",10.1,"LF",0.027217468,"Meat",76,"OUT017",6,"Small","Tier 2","Supermarket Type1",1455
"FDP26",7.79,"LF",0.139436695,"Dairy",103,"OUT013",26,"High","Tier 3","Supermarket Type1",2404
"FDU23",12.15,"LF",0.021719387,"Breads",163,"OUT035",9,"Small","Tier 2","Supermarket Type1",3467
"FDH41",9,"LF",0.082011521,"Frozen Foods",213,"OUT046",16,"Small","Tier 1","Supermarket Type1",1935
"DRE48",8.43,"LF",0,"Soft Drinks",195,"OUT017",6,"Small","Tier 2","Supermarket Type1",1577
"FDR35",12.5,"LF",0.020729902,"Breads",197,"OUT049",14,"Medium","Tier 1","Supermarket Type1",3782
"DRL37",15.5,"LF",0.053480419,"Soft Drinks",42,"OUT045",11,"Small","Tier 2","Supermarket Type1",1212
"FDU03",18.7,"Regular",0.092095924,"Meat",183,"OUT017",6,"Small","Tier 2","Supermarket Type1",2007
"FDS51",13.35,"LF",0.032230526,"Meat",61,"OUT049",14,"Medium","Tier 1","Supermarket Type1",743
"FDV40",17.35,"LF",0.014721579,"Frozen Foods",73,"OUT045",11,"Small","Tier 2","Supermarket Type1",887
"NCZ54",14.65,"LF",0.083698962,"Household",163,"OUT018",4,"Medium","Tier 3","Supermarket Type2",2599
"DRE12",4.59,"LF",0.070780558,"Soft Drinks",115,"OUT046",16,"Small","Tier 1","Supermarket Type1",1245
"FDE59",12.15,"LF",0.062384659,"Starchy Foods",35,"OUT049",14,"Medium","Tier 1","Supermarket Type1",719
"DRE37",13.5,"LF",0,"Soft Drinks",189,"OUT035",9,"Small","Tier 2","Supermarket Type1",1891
"FDT56",16,"Regular",0.115570552,"Fruits and Vegetables",58,"OUT035",9,"Small","Tier 2","Supermarket Type1",174
"FDM36",11.65,"Regular",0.058822142,"Baking Goods",174,"OUT049",14,"Medium","Tier 1","Supermarket Type1",3449
"FDA56",9.21,"LF",0.008757492,"Fruits and Vegetables",121,"OUT013",26,"High","Tier 3","Supermarket Type1",2071
"DRE13",6.28,"LF",0.027682047,"Soft Drinks",86,"OUT013",26,"High","Tier 3","Supermarket Type1",1744
"FDP24",20.6,"LF",0.083133128,"Baking Goods",120,"OUT049",14,"Medium","Tier 1","Supermarket Type1",1333
"FDX24",8.36,"LF",0.013929059,"Baking Goods",94,"OUT046",16,"Small","Tier 1","Supermarket Type1",2221
"NCB18",19.6,"LF",0.041459372,"Household",90,"OUT018",4,"Medium","Tier 3","Supermarket Type2",1240
"FDQ39",14.8,"LF",0.081372267,"Meat",191,"OUT018",4,"Medium","Tier 3","Supermarket Type2",3057
"FDN31",11.5,"LF",0.072994847,"Fruits and Vegetables",189,"OUT049",14,"Medium","Tier 1","Supermarket Type1",1328
"FDJ38",8.6,"Regular",0.040268044,"Canned",191,"OUT049",14,"Medium","Tier 1","Supermarket Type1",1708
"FDA01",15,"Regular",0.054685839,"Canned",60,"OUT017",6,"Small","Tier 2","Supermarket Type1",1582
"DRJ37",10.8,"LF",0.061101383,"Soft Drinks",152,"OUT046",16,"Small","Tier 1","Supermarket Type1",2581
"FDS43",11.65,"LF",0.040597054,"Fruits and Vegetables",187,"OUT045",11,"Small","Tier 2","Supermarket Type1",1864
"FDU35",6.44,"LF",0,"Breads",98,"OUT046",16,"Small","Tier 1","Supermarket Type1",2397
"FDC35",7.44,"LF",0.123338082,"Starchy Foods",206,"OUT018",4,"Medium","Tier 3","Supermarket Type2",1657
"NCI17",12.6,"LF",0.142728113,"Health and Hygiene",95,"OUT027",28,"Medium","Tier 3","Supermarket Type3",2510
"FDO36",19.7,"LF",0.077899109,"Baking Goods",178,"OUT035",9,"Small","Tier 2","Supermarket Type1",2696
"FDR02",16.7,"LF",0.036933417,"Dairy",109,"OUT010",15,"Small","Tier 3","Grocery Store",222
"DRG11",6.39,"LF",0,"Hard Drinks",109,"OUT046",16,"Small","Tier 1","Supermarket Type1",1186
"DRD01",12.1,"Regular",0.061424738,"Soft Drinks",57,"OUT018",4,"Medium","Tier 3","Supermarket Type2",1050
"FDW48",18,"LF",0.008554102,"Baking Goods",79,"OUT049",14,"Medium","Tier 1","Supermarket Type1",806
"FDX56",12.6,"Regular",0.129668578,"Fruits and Vegetables",207,"OUT019",28,"Small","Tier 1","Grocery Store",207
"FDW12",12.6,"Regular",0.035399923,"Baking Goods",145,"OUT027",28,"Medium","Tier 3","Supermarket Type3",4064
"FDI56",7.33,"LF",0.093913607,"Fruits and Vegetables",93,"OUT017",6,"Small","Tier 2","Supermarket Type1",1733
"NCS06",12.6,"LF",0.031583053,"Household",261,"OUT027",28,"Medium","Tier 3","Supermarket Type3",7101
"FDI26",5.94,"LF",0.03495749,"Canned",177,"OUT045",11,"Small","Tier 2","Supermarket Type1",2855
"FDF17",5.19,"LF",0.042861968,"Frozen Foods",197,"OUT017",6,"Small","Tier 2","Supermarket Type1",3732
"FDF45",18.2,"Regular",0.012229464,"Fruits and Vegetables",57,"OUT045",11,"Small","Tier 2","Supermarket Type1",1406
"FDF56",16.7,"Regular",0.119439636,"Fruits and Vegetables",182,"OUT035",9,"Small","Tier 2","Supermarket Type1",724
"NCX18",14.15,"LF",0.008829806,"Household",197,"OUT018",4,"Medium","Tier 3","Supermarket Type2",4517
"FDD16",20.5,"LF",0.036346224,"Frozen Foods",73,"OUT035",9,"Small","Tier 2","Supermarket Type1",597
"FDL10",8.4,"LF",0.039484739,"Snack Foods",98,"OUT035",9,"Small","Tier 2","Supermarket Type1",1686
"NCW54",7.5,"LF",0.09660879,"Household",57,"OUT045",11,"Small","Tier 2","Supermarket Type1",744
"FDW01",14.5,"LF",0,"Canned",154,"OUT013",26,"High","Tier 3","Supermarket Type1",1525
"FDN12",12.6,"LF",0.08071118,"Baking Goods",113,"OUT027",28,"Medium","Tier 3","Supermarket Type3",3356
"NCX54",9.2,"LF",0.048134591,"Household",108,"OUT049",14,"Medium","Tier 1","Supermarket Type1",529
"FDE23",17.6,"Regular",0.053288857,"Starchy Foods",47,"OUT045",11,"Small","Tier 2","Supermarket Type1",606
"FDZ48",17.75,"LF",0.076113671,"Baking Goods",111,"OUT045",11,"Small","Tier 2","Supermarket Type1",1007
"FDX13",7.73,"LF",0.047782959,"Canned",249,"OUT046",16,"Small","Tier 1","Supermarket Type1",2490
"FDR43",18.2,"LF",0.161458973,"Fruits and Vegetables",38,"OUT035",9,"Small","Tier 2","Supermarket Type1",256
"FDW09",13.65,"Regular",0.025920816,"Snack Foods",81,"OUT046",16,"Small","Tier 1","Supermarket Type1",2060
"FDJ56",8.99,"LF",0.183688161,"Fruits and Vegetables",100,"OUT049",14,"Medium","Tier 1","Supermarket Type1",999
"NCB19",6.53,"LF",0.090436094,"Household",85,"OUT049",14,"Medium","Tier 1","Supermarket Type1",2233
"DRI39",13.8,"LF",0.097611115,"Dairy",55,"OUT017",6,"Small","Tier 2","Supermarket Type1",679
"FDN01",8.9,"LF",0.072545601,"Breakfast",176,"OUT045",11,"Small","Tier 2","Supermarket Type1",1764
"NCD55",14,"LF",0.024468806,"Household",41,"OUT017",6,"Small","Tier 2","Supermarket Type1",503
"FDS16",15.15,"Regular",0.066446521,"Frozen Foods",148,"OUT018",4,"Medium","Tier 3","Supermarket Type2",732
"FDF11",10.2,"Regular",0.017730951,"Starchy Foods",240,"OUT017",6,"Small","Tier 2","Supermarket Type1",4086
"FDB50",13,"LF",0.154244343,"Canned",78,"OUT018",4,"Medium","Tier 3","Supermarket Type2",1168
"FDT45",15.85,"LF",0.057313443,"Snack Foods",53,"OUT046",16,"Small","Tier 1","Supermarket Type1",1365
"FDM20",10,"LF",0,"Fruits and Vegetables",247,"OUT018",4,"Medium","Tier 3","Supermarket Type2",3185
"NCD42",12.6,"LF",0,"Health and Hygiene",37,"OUT027",28,"Medium","Tier 3","Supermarket Type3",1025
"NCB07",12.6,"LF",0.077132215,"Household",197,"OUT027",28,"Medium","Tier 3","Supermarket Type3",5892
"FDS07",12.35,"LF",0.099757833,"Fruits and Vegetables",114,"OUT046",16,"Small","Tier 1","Supermarket Type1",911
"FDR44",6.11,"Regular",0.103129612,"Fruits and Vegetables",130,"OUT045",11,"Small","Tier 2","Supermarket Type1",2349
"FDA55",17.2,"Regular",0.057221177,"Fruits and Vegetables",225,"OUT018",4,"Medium","Tier 3","Supermarket Type2",2461
"FDZ37",8.1,"Regular",0.019768503,"Canned",89,"OUT046",16,"Small","Tier 1","Supermarket Type1",1570
"FDL09",19.6,"Regular",0.127929521,"Snack Foods",167,"OUT013",26,"High","Tier 3","Supermarket Type1",3691
"DRB48",16.75,"Regular",0.041599644,"Soft Drinks",41,"OUT010",15,"Small","Tier 3","Grocery Store",157
"NCN19",13.1,"LF",0.01209726,"Others",189,"OUT035",9,"Small","Tier 2","Supermarket Type1",3226
"NCS41",12.6,"LF",0.053185208,"Health and Hygiene",183,"OUT027",28,"Medium","Tier 3","Supermarket Type3",1654
"FDV38",19.25,"LF",0.170348551,"Dairy",56,"OUT010",15,"Small","Tier 3","Grocery Store",164
"DRI47",14.7,"LF",0.020920179,"Hard Drinks",144,"OUT046",16,"Small","Tier 1","Supermarket Type1",3020
"FDX03",15.85,"Regular",0.061190964,"Meat",47,"OUT049",14,"Medium","Tier 1","Supermarket Type1",996
"FDM46",12.6,"LF",0.159193194,"Snack Foods",93,"OUT027",28,"Medium","Tier 3","Supermarket Type3",3635
"FDW52",12.6,"Regular",0.037340835,"Frozen Foods",163,"OUT027",28,"Medium","Tier 3","Supermarket Type3",3947
"FDI36",12.5,"Regular",0.062597392,"Baking Goods",197,"OUT018",4,"Medium","Tier 3","Supermarket Type2",5339
"FDN46",7.21,"Regular",0,"Snack Foods",103,"OUT017",6,"Small","Tier 2","Supermarket Type1",3281
"FDR39",20.35,"LF",0.083799283,"Meat",184,"OUT046",16,"Small","Tier 1","Supermarket Type1",2189
"FDT55",12.6,"Regular",0.043443753,"Fruits and Vegetables",158,"OUT027",28,"Medium","Tier 3","Supermarket Type3",6943
"FDH57",10.9,"LF",0.035747522,"Fruits and Vegetables",134,"OUT046",16,"Small","Tier 1","Supermarket Type1",1582
"FDQ31",12.6,"Regular",0.053586458,"Fruits and Vegetables",90,"OUT027",28,"Medium","Tier 3","Supermarket Type3",967
"DRH49",19.7,"LF",0.024635077,"Soft Drinks",84,"OUT013",26,"High","Tier 3","Supermarket Type1",1073
"DRE49",20.75,"LF",0.035568147,"Soft Drinks",152,"OUT010",15,"Small","Tier 3","Grocery Store",152
"NCQ18",15.75,"LF",0.134960397,"Household",101,"OUT013",26,"High","Tier 3","Supermarket Type1",2097
"FDO52",11.6,"Regular",0.077100381,"Frozen Foods",172,"OUT013",26,"High","Tier 3","Supermarket Type1",1540
"FDZ33",10.2,"LF",0.107376743,"Snack Foods",148,"OUT035",9,"Small","Tier 2","Supermarket Type1",3547
"DRP47",15.75,"LF",0.140821917,"Hard Drinks",253,"OUT049",14,"Medium","Tier 1","Supermarket Type1",2776
"FDC10",9.8,"Regular",0.072990979,"Snack Foods",122,"OUT049",14,"Medium","Tier 1","Supermarket Type1",1567
"FDJ04",18,"LF",0.12470444,"Frozen Foods",120,"OUT045",11,"Small","Tier 2","Supermarket Type1",2726
"FDQ36",7.86,"Regular",0.162205516,"Baking Goods",36,"OUT018",4,"Medium","Tier 3","Supermarket Type2",1156
"DRE13",6.28,"LF",0.027748176,"Soft Drinks",87,"OUT049",14,"Medium","Tier 1","Supermarket Type1",1396
"FDR27",15.1,"Regular",0.096644015,"Meat",132,"OUT017",6,"Small","Tier 2","Supermarket Type1",3047
"FDQ52",17,"LF",0.119871307,"Frozen Foods",248,"OUT018",4,"Medium","Tier 3","Supermarket Type2",6209
"FDU22",12.35,"LF",0.093824276,"Snack Foods",120,"OUT017",6,"Small","Tier 2","Supermarket Type1",2015
"FDG52",12.6,"LF",0.065313024,"Frozen Foods",47,"OUT027",28,"Medium","Tier 3","Supermarket Type3",1516
"NCO26",7.24,"LF",0.076855628,"Household",116,"OUT046",16,"Small","Tier 1","Supermarket Type1",1969
"FDH19",19.35,"LF",0.033088472,"Meat",175,"OUT046",16,"Small","Tier 1","Supermarket Type1",521
"DRM59",5.88,"LF",0.003597678,"Hard Drinks",154,"OUT049",14,"Medium","Tier 1","Supermarket Type1",2922
"DRB01",7.39,"LF",0.082367244,"Soft Drinks",188,"OUT049",14,"Medium","Tier 1","Supermarket Type1",1518
"FDX40",12.85,"LF",0,"Frozen Foods",38,"OUT035",9,"Small","Tier 2","Supermarket Type1",502
"FDF14",7.55,"LF",0.027224917,"Canned",153,"OUT045",11,"Small","Tier 2","Supermarket Type1",2450
"NCW30",5.21,"LF",0.011072173,"Household",258,"OUT017",6,"Small","Tier 2","Supermarket Type1",4403
"FDM50",13,"Regular",0.030064132,"Canned",58,"OUT013",26,"High","Tier 3","Supermarket Type1",899
"FDC52",11.15,"Regular",0.008326735,"Dairy",150,"OUT017",6,"Small","Tier 2","Supermarket Type1",1956
"DRL35",15.7,"LF",0.030765898,"Hard Drinks",43,"OUT045",11,"Small","Tier 2","Supermarket Type1",649
"DRK59",8.9,"LF",0,"Hard Drinks",233,"OUT045",11,"Small","Tier 2","Supermarket Type1",2812
"FDO15",16.75,"Regular",0.008564925,"Meat",73,"OUT035",9,"Small","Tier 2","Supermarket Type1",1404
"DRL59",12.6,"LF",0.037160705,"Hard Drinks",54,"OUT019",28,"Small","Tier 1","Grocery Store",162
"FDS34",19.35,"Regular",0.077193256,"Snack Foods",113,"OUT017",6,"Small","Tier 2","Supermarket Type1",683
"FDH60",19.7,"Regular",0.081193712,"Baking Goods",198,"OUT017",6,"Small","Tier 2","Supermarket Type1",2553
"FDC15",18.1,"LF",0.297883712,"Dairy",157,"OUT010",15,"Small","Tier 3","Grocery Store",314
"FDT04",17.25,"LF",0.107021498,"Frozen Foods",41,"OUT035",9,"Small","Tier 2","Supermarket Type1",786
"FDH46",6.94,"Regular",0.041346469,"Snack Foods",103,"OUT049",14,"Medium","Tier 1","Supermarket Type1",820
"FDT49",7,"LF",0.15202235,"Canned",107,"OUT018",4,"Medium","Tier 3","Supermarket Type2",639
"FDW59",13.15,"LF",0.020698674,"Breads",86,"OUT013",26,"High","Tier 3","Supermarket Type1",1099
"NCW18",15.1,"LF",0.059275452,"Household",239,"OUT013",26,"High","Tier 3","Supermarket Type1",6637
"NCU54",8.88,"LF",0.099024124,"Household",209,"OUT018",4,"Medium","Tier 3","Supermarket Type2",3146
"FDA22",7.44,"LF",0.084436394,"Starchy Foods",169,"OUT035",9,"Small","Tier 2","Supermarket Type1",4512
"FDV51",16.35,"LF",0.03272295,"Meat",166,"OUT017",6,"Small","Tier 2","Supermarket Type1",1824
"FDV37",13,"Regular",0.083643716,"Canned",196,"OUT049",14,"Medium","Tier 1","Supermarket Type1",2571
"FDB05",12.6,"LF",0.08279545,"Frozen Foods",246,"OUT027",28,"Medium","Tier 3","Supermarket Type3",4706
"FDW27",5.86,"Regular",0.151159243,"Meat",157,"OUT045",11,"Small","Tier 2","Supermarket Type1",3258
"DRI25",19.6,"LF",0.033970195,"Soft Drinks",55,"OUT045",11,"Small","Tier 2","Supermarket Type1",1382
"FDR01",5.41,"Regular",0.053576661,"Canned",201,"OUT013",26,"High","Tier 3","Supermarket Type1",2389
"FDZ02",6.91,"Regular",0.03822479,"Dairy",100,"OUT045",11,"Small","Tier 2","Supermarket Type1",587
"FDK24",9.2,"LF",0.101294945,"Baking Goods",46,"OUT046",16,"Small","Tier 1","Supermarket Type1",1087
"FDE59",12.15,"LF",0.062541552,"Starchy Foods",34,"OUT018",4,"Medium","Tier 3","Supermarket Type2",252
"FDH10",21,"LF",0.049295686,"Snack Foods",194,"OUT035",9,"Small","Tier 2","Supermarket Type1",969
"DRI23",18.85,"LF",0.13747519,"Hard Drinks",159,"OUT045",11,"Small","Tier 2","Supermarket Type1",3370
"FDF40",12.6,"Regular",0.022403117,"Dairy",251,"OUT027",28,"Medium","Tier 3","Supermarket Type3",8217
"NCQ05",11.4,"LF",0,"Health and Hygiene",152,"OUT013",26,"High","Tier 3","Supermarket Type1",3461
"FDP11",15.85,"LF",0.069240685,"Breads",218,"OUT045",11,"Small","Tier 2","Supermarket Type1",653
"FDU21",11.8,"Regular",0.076839735,"Snack Foods",35,"OUT049",14,"Medium","Tier 1","Supermarket Type1",374
"FDR07",12.6,"LF",0.077367431,"Fruits and Vegetables",97,"OUT027",28,"Medium","Tier 3","Supermarket Type3",1809
"FDW23",5.77,"LF",0.082178616,"Baking Goods",37,"OUT045",11,"Small","Tier 2","Supermarket Type1",541
"DRE12",4.59,"LF",0.070721656,"Soft Drinks",113,"OUT013",26,"High","Tier 3","Supermarket Type1",1471
"NCC43",7.39,"LF",0.092782895,"Household",253,"OUT046",16,"Small","Tier 1","Supermarket Type1",2259
"DRH01",17.5,"LF",0.097904029,"Soft Drinks",175,"OUT046",16,"Small","Tier 1","Supermarket Type1",2085
"NCE31",7.67,"LF",0.309390255,"Household",33,"OUT010",15,"Small","Tier 3","Grocery Store",138
"FDX39",12.6,"Regular",0.049435598,"Meat",210,"OUT027",28,"Medium","Tier 3","Supermarket Type3",5488
"NCO53",16.2,"LF",0.176175402,"Health and Hygiene",184,"OUT017",6,"Small","Tier 2","Supermarket Type1",2021
"FDB17",13.15,"LF",0.036729122,"Frozen Foods",180,"OUT049",14,"Medium","Tier 1","Supermarket Type1",2535
"FDA52",16.2,"Regular",0.128621941,"Frozen Foods",176,"OUT049",14,"Medium","Tier 1","Supermarket Type1",3529
"NCG18",15.3,"LF",0.038460297,"Household",104,"OUT010",15,"Small","Tier 3","Grocery Store",205
"NCS05",12.6,"LF",0.020876485,"Health and Hygiene",134,"OUT027",28,"Medium","Tier 3","Supermarket Type3",1722
"FDZ35",9.6,"Regular",0.02236923,"Breads",105,"OUT018",4,"Medium","Tier 3","Supermarket Type2",1342
"FDD59",10.5,"Regular",0.066555152,"Starchy Foods",81,"OUT017",6,"Small","Tier 2","Supermarket Type1",959
"FDB56",8.75,"Regular",0.074743226,"Fruits and Vegetables",188,"OUT049",14,"Medium","Tier 1","Supermarket Type1",5257
"FDW44",9.5,"Regular",0.035151215,"Fruits and Vegetables",172,"OUT046",16,"Small","Tier 1","Supermarket Type1",2557
"FDM28",12.6,"LF",0.079146113,"Frozen Foods",181,"OUT019",28,"Small","Tier 1","Grocery Store",180
"FDR32",6.78,"Regular",0,"Fruits and Vegetables",227,"OUT046",16,"Small","Tier 1","Supermarket Type1",3197
"FDG09",12.6,"Regular",0.047704151,"Fruits and Vegetables",187,"OUT027",28,"Medium","Tier 3","Supermarket Type3",4506
"FDH28",12.6,"Regular",0.192650072,"Frozen Foods",37,"OUT019",28,"Small","Tier 1","Grocery Store",38
"FDN16",12.6,"Regular",0.062700289,"Frozen Foods",102,"OUT046",16,"Small","Tier 1","Supermarket Type1",1961
"FDX44",12.6,"LF",0.042758477,"Fruits and Vegetables",88,"OUT027",28,"Medium","Tier 3","Supermarket Type3",2052
"FDS47",16.75,"LF",0.12961476,"Breads",86,"OUT017",6,"Small","Tier 2","Supermarket Type1",1406
"FDD56",15.2,"Regular",0.173703549,"Fruits and Vegetables",176,"OUT010",15,"Small","Tier 3","Grocery Store",1051
"FDW43",20.1,"Regular",0.022552083,"Fruits and Vegetables",227,"OUT017",6,"Small","Tier 2","Supermarket Type1",6831
"FDL48",19.35,"Regular",0.082731751,"Baking Goods",49,"OUT017",6,"Small","Tier 2","Supermarket Type1",778
"NCT29",12.6,"LF",0.064110725,"Health and Hygiene",122,"OUT046",16,"Small","Tier 1","Supermarket Type1",244
"FDJ46",11.1,"LF",0.04500603,"Snack Foods",174,"OUT018",4,"Medium","Tier 3","Supermarket Type2",2101
"NCL05",19.6,"LF",0.047897663,"Health and Hygiene",45,"OUT046",16,"Small","Tier 1","Supermarket Type1",173
"FDV47",17.1,"LF",0,"Breads",86,"OUT049",14,"Medium","Tier 1","Supermarket Type1",1860
"FDF04",17.5,"LF",0.013664703,"Frozen Foods",258,"OUT045",11,"Small","Tier 2","Supermarket Type1",5683
"FDR22",19.35,"Regular",0.031069993,"Snack Foods",112,"OUT010",15,"Small","Tier 3","Grocery Store",224
"FDI08",18.2,"Regular",0.066400129,"Fruits and Vegetables",250,"OUT049",14,"Medium","Tier 1","Supermarket Type1",5727
"FDH40",11.6,"Regular",0.079251097,"Frozen Foods",79,"OUT018",4,"Medium","Tier 3","Supermarket Type2",650
"FDV57",15.25,"Regular",0.065999008,"Snack Foods",178,"OUT049",14,"Medium","Tier 1","Supermarket Type1",2337
"FDA56",12.6,"LF",0.008722342,"Fruits and Vegetables",124,"OUT027",28,"Medium","Tier 3","Supermarket Type3",4508
"FDN13",18.6,"LF",0.152918384,"Breakfast",100,"OUT017",6,"Small","Tier 2","Supermarket Type1",1910
"FDU25",12.35,"LF",0.026722744,"Canned",59,"OUT049",14,"Medium","Tier 1","Supermarket Type1",985
"FDA47",10.5,"Regular",0.117149075,"Baking Goods",164,"OUT018",4,"Medium","Tier 3","Supermarket Type2",1794
"FDK43",9.8,"LF",0.026882496,"Meat",126,"OUT049",14,"Medium","Tier 1","Supermarket Type1",3036
"FDD39",16.7,"LF",0.07044068,"Dairy",217,"OUT018",4,"Medium","Tier 3","Supermarket Type2",6275
"FDK25",11.6,"Regular",0.157149885,"Breakfast",168,"OUT045",11,"Small","Tier 2","Supermarket Type1",2864
"FDC09",15.5,"Regular",0.044024163,"Fruits and Vegetables",102,"OUT010",15,"Small","Tier 3","Grocery Store",103
"FDX50",20.1,"LF",0.075049323,"Dairy",110,"OUT017",6,"Small","Tier 2","Supermarket Type1",1105
"FDF29",15.1,"Regular",0.019917598,"Frozen Foods",129,"OUT013",26,"High","Tier 3","Supermarket Type1",3505
"FDN33",6.31,"Regular",0.123307177,"Snack Foods",94,"OUT049",14,"Medium","Tier 1","Supermarket Type1",284
"DRJ11",9.5,"LF",0.085075063,"Hard Drinks",189,"OUT035",9,"Small","Tier 2","Supermarket Type1",3971
"NCC30",16.6,"LF",0.027579198,"Household",179,"OUT046",16,"Small","Tier 1","Supermarket Type1",1606
"FDE46",18.6,"LF",0.015858893,"Snack Foods",153,"OUT017",6,"Small","Tier 2","Supermarket Type1",453
"FDH52",12.6,"Regular",0.076868664,"Frozen Foods",62,"OUT019",28,"Small","Tier 1","Grocery Store",124
"FDL16",12.85,"LF",0.16871476,"Frozen Foods",47,"OUT049",14,"Medium","Tier 1","Supermarket Type1",1072
"NCM26",20.5,"LF",0.02312394,"Others",155,"OUT013",26,"High","Tier 3","Supermarket Type1",2297
"FDP60",17.35,"LF",0,"Baking Goods",102,"OUT013",26,"High","Tier 3","Supermarket Type1",1822
"FDX43",5.66,"LF",0.085447928,"Fruits and Vegetables",166,"OUT045",11,"Small","Tier 2","Supermarket Type1",1831
"NCN54",20.35,"LF",0.021322439,"Household",79,"OUT035",9,"Small","Tier 2","Supermarket Type1",1236
"NCR29",7.57,"LF",0.054751689,"Health and Hygiene",55,"OUT045",11,"Small","Tier 2","Supermarket Type1",623
"DRG48",5.78,"LF",0.014577695,"Soft Drinks",147,"OUT049",14,"Medium","Tier 1","Supermarket Type1",1896
"FDM60",10.8,"Regular",0,"Baking Goods",41,"OUT017",6,"Small","Tier 2","Supermarket Type1",406
"FDL34",12.6,"LF",0.040747616,"Snack Foods",140,"OUT027",28,"Medium","Tier 3","Supermarket Type3",4093
"DRJ47",18.25,"LF",0.044430561,"Hard Drinks",174,"OUT018",4,"Medium","Tier 3","Supermarket Type2",2597
"FDI50",8.42,"Regular",0.030816999,"Canned",231,"OUT013",26,"High","Tier 3","Supermarket Type1",3436
"FDL26",18,"LF",0.073490977,"Canned",157,"OUT018",4,"Medium","Tier 3","Supermarket Type2",779
"FDQ07",15.1,"Regular",0.087584126,"Fruits and Vegetables",222,"OUT045",11,"Small","Tier 2","Supermarket Type1",6410
"FDF57",14.5,"Regular",0.059160135,"Fruits and Vegetables",171,"OUT017",6,"Small","Tier 2","Supermarket Type1",2045
"FDM12",16.7,"Regular",0.070312473,"Baking Goods",190,"OUT017",6,"Small","Tier 2","Supermarket Type1",2826
"FDI20",12.6,"LF",0.038377013,"Fruits and Vegetables",212,"OUT027",28,"Medium","Tier 3","Supermarket Type3",4432
"FDQ55",13.65,"Regular",0.013035609,"Fruits and Vegetables",115,"OUT035",9,"Small","Tier 2","Supermarket Type1",3456
"DRM47",9.3,"LF",0.043964058,"Hard Drinks",192,"OUT018",4,"Medium","Tier 3","Supermarket Type2",4586
"FDX46",12.6,"Regular",0.057835325,"Snack Foods",58,"OUT027",28,"Medium","Tier 3","Supermarket Type3",2548
"FDF04",12.6,"LF",0.023876708,"Frozen Foods",259,"OUT019",28,"Small","Tier 1","Grocery Store",517
"FDM04",9.2,"Regular",0.04712061,"Frozen Foods",53,"OUT046",16,"Small","Tier 1","Supermarket Type1",769
"FDZ28",20,"Regular",0.051702257,"Frozen Foods",126,"OUT018",4,"Medium","Tier 3","Supermarket Type2",763
"FDK09",12.6,"LF",0.091318935,"Snack Foods",231,"OUT027",28,"Medium","Tier 3","Supermarket Type3",8474
"FDR01",12.6,"Regular",0.093883945,"Canned",200,"OUT019",28,"Small","Tier 1","Grocery Store",398
