Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,MRP,Outlet_Identifier,Establishment_Age,Outlet_Size,Outlet_Location_Type,Outlet_Type,Sales
FDI09,20.75,Regular,0.129864461,Seafood,240,OUT018,4,Medium,Tier 3,Supermarket Type2,5992
DRD12,12.6,LF,0,Soft Drinks,89,OUT027,28,Medium,Tier 3,Supermarket Type3,2645
FDD02,16.6,LF,0.084176826,Canned,118,OUT010,15,Small,Tier 3,Grocery Store,593
FDI36,12.5,Regular,0.062343432,Baking Goods,200,OUT046,16,Small,Tier 1,Supermarket Type1,593
DRK39,7.02,LF,0.049942926,Dairy,82,OUT049,14,Medium,Tier 1,Supermarket Type1,1415
FDH44,19.1,Regular,0.025867261,Fruits and Vegetables,148,OUT035,9,Small,Tier 2,Supermarket Type1,1471
FDS56,5.79,Regular,0.038817121,Fruits and Vegetables,263,OUT049,14,Medium,Tier 1,Supermarket Type1,525
DRJ59,11.65,LF,0.01941154,Hard Drinks,40,OUT045,11,Small,Tier 2,Supermarket Type1,502
NCA30,19,LF,0.216478153,Household,190,OUT010,15,Small,Tier 3,Grocery Store,567
FDF17,5.19,LF,0.042707323,Frozen Foods,198,OUT045,11,Small,Tier 2,Supermarket Type1,2946
NCX18,14.15,LF,0,Household,196,OUT046,16,Small,Tier 1,Supermarket Type1,3339
NCO53,16.2,LF,0.175898114,Health and Hygiene,184,OUT018,4,Medium,Tier 3,Supermarket Type2,2940
FDT23,7.72,Regular,0.074847665,Breads,79,OUT049,14,Medium,Tier 1,Supermarket Type1,623
NCJ19,18.6,LF,0.118180011,Others,56,OUT046,16,Small,Tier 1,Supermarket Type1,1031
FDI05,8.35,Regular,0.127587344,Frozen Foods,77,OUT017,6,Small,Tier 2,Supermarket Type1,1806
NCJ19,18.6,LF,0.19780911,Others,56,OUT010,15,Small,Tier 3,Grocery Store,115
NCS29,12.6,LF,0.069208684,Health and Hygiene,264,OUT027,28,Medium,Tier 3,Supermarket Type3,4505
NCC06,19,LF,0.026963909,Household,130,OUT013,26,High,Tier 3,Supermarket Type1,3452
FDJ12,8.9,Regular,0.039261947,Baking Goods,207,OUT017,6,Small,Tier 2,Supermarket Type1,2493
FDW48,18,LF,0.008533716,Baking Goods,79,OUT013,26,High,Tier 3,Supermarket Type1,403
FDX32,15.1,Regular,0.100423086,Fruits and Vegetables,145,OUT017,6,Small,Tier 2,Supermarket Type1,2601
FDH02,12.6,Regular,0,Canned,92,OUT027,28,Medium,Tier 3,Supermarket Type3,2716
FDD16,20.5,LF,0.036353098,Frozen Foods,76,OUT046,16,Small,Tier 1,Supermarket Type1,2386
FDR09,12.6,LF,0.077348214,Snack Foods,260,OUT027,28,Medium,Tier 3,Supermarket Type3,8029
FDB32,20.6,LF,0.023548476,Fruits and Vegetables,93,OUT018,4,Medium,Tier 3,Supermarket Type2,1314
FDP11,15.85,LF,0.069043044,Breads,219,OUT013,26,High,Tier 3,Supermarket Type1,4137
FDG09,20.6,Regular,0.048010812,Fruits and Vegetables,188,OUT049,14,Medium,Tier 1,Supermarket Type1,3004
FDF21,10.3,Regular,0.058778429,Fruits and Vegetables,188,OUT013,26,High,Tier 3,Supermarket Type1,2657
NCJ19,12.6,LF,0.117607719,Others,55,OUT027,28,Medium,Tier 3,Supermarket Type3,2748
FDY03,17.6,Regular,0.127412338,Meat,111,OUT010,15,Small,Tier 3,Grocery Store,338
FDK58,11.35,Regular,0.044945123,Snack Foods,101,OUT013,26,High,Tier 3,Supermarket Type1,2631
FDC26,10.2,LF,0.126579586,Canned,112,OUT049,14,Medium,Tier 1,Supermarket Type1,2557
FDN15,17.5,LF,0.016802225,Meat,139,OUT018,4,Medium,Tier 3,Supermarket Type2,2377
DRH11,12.6,LF,0.075192072,Hard Drinks,56,OUT027,28,Medium,Tier 3,Supermarket Type3,2597
NCK17,11,LF,0.03786331,Health and Hygiene,41,OUT013,26,High,Tier 3,Supermarket Type1,320
DRC01,5.92,Regular,0.019200003,Soft Drinks,48,OUT046,16,Small,Tier 1,Supermarket Type1,493
FDD03,13.3,LF,0.079791176,Dairy,233,OUT035,9,Small,Tier 2,Supermarket Type1,2796
NCY17,18.2,LF,0.16334971,Health and Hygiene,45,OUT049,14,Medium,Tier 1,Supermarket Type1,669
DRY23,9.4,Regular,0.109265987,Soft Drinks,42,OUT049,14,Medium,Tier 1,Supermarket Type1,980
FDT50,6.75,Regular,0.10821852,Dairy,96,OUT035,9,Small,Tier 2,Supermarket Type1,1342
FDC38,15.7,LF,0.122392031,Canned,133,OUT013,26,High,Tier 3,Supermarket Type1,2782
NCN06,8.39,LF,0.20168772,Household,163,OUT010,15,Small,Tier 3,Grocery Store,328
FDP56,12.6,LF,0.046259036,Fruits and Vegetables,47,OUT027,28,Medium,Tier 3,Supermarket Type3,1577
FDW34,9.6,LF,0.035651291,Snack Foods,245,OUT045,11,Small,Tier 2,Supermarket Type1,2916
FDU07,11.1,LF,0.059835659,Fruits and Vegetables,151,OUT035,9,Small,Tier 2,Supermarket Type1,3023
NCO55,12.8,LF,0.091408076,Others,109,OUT018,4,Medium,Tier 3,Supermarket Type2,1072
FDL16,12.85,LF,0.169405699,Frozen Foods,46,OUT017,6,Small,Tier 2,Supermarket Type1,792
FDT59,13.65,LF,0.015943701,Breads,232,OUT045,11,Small,Tier 2,Supermarket Type1,3225
DRF01,12.6,LF,0.174232377,Soft Drinks,147,OUT027,28,Medium,Tier 3,Supermarket Type3,1896
NCS06,7.94,LF,0.031801103,Household,262,OUT045,11,Small,Tier 2,Supermarket Type1,3156
FDY13,12.6,LF,0.052749199,Canned,75,OUT019,28,Small,Tier 1,Grocery Store,230
DRF36,16.1,LF,0.039463564,Soft Drinks,190,OUT010,15,Small,Tier 3,Grocery Store,191
FDV10,7.65,Regular,0,Snack Foods,42,OUT046,16,Small,Tier 1,Supermarket Type1,895
FDE09,8.78,LF,0.036159635,Fruits and Vegetables,111,OUT010,15,Small,Tier 3,Grocery Store,332
FDC20,10.65,LF,0.024020078,Fruits and Vegetables,57,OUT045,11,Small,Tier 2,Supermarket Type1,1174
FDI58,7.64,Regular,0.071104408,Snack Foods,95,OUT017,6,Small,Tier 2,Supermarket Type1,1864
FDI56,7.33,LF,0.093913607,Fruits and Vegetables,93,OUT017,6,Small,Tier 2,Supermarket Type1,1733
NCI17,8.65,LF,0.144006886,Health and Hygiene,95,OUT018,4,Medium,Tier 3,Supermarket Type2,1062
NCE19,8.97,LF,0.093159233,Household,56,OUT049,14,Medium,Tier 1,Supermarket Type1,1037
FDA26,12.6,Regular,0.129425145,Dairy,219,OUT019,28,Small,Tier 1,Grocery Store,219
FDR01,5.41,Regular,0.053839714,Canned,199,OUT018,4,Medium,Tier 3,Supermarket Type2,2389
FDC32,12.6,LF,0.098629062,Fruits and Vegetables,91,OUT027,28,Medium,Tier 3,Supermarket Type3,2406
FDF11,10.2,Regular,0.017658634,Starchy Foods,240,OUT049,14,Medium,Tier 1,Supermarket Type1,1442
FDH46,6.94,Regular,0.041282286,Snack Foods,104,OUT046,16,Small,Tier 1,Supermarket Type1,1230
FDY33,12.6,Regular,0.170186628,Snack Foods,159,OUT019,28,Small,Tier 1,Grocery Store,159
DRG23,8.88,LF,0.086781204,Hard Drinks,152,OUT046,16,Small,Tier 1,Supermarket Type1,1830
FDY04,12.6,Regular,0.042270751,Frozen Foods,163,OUT027,28,Medium,Tier 3,Supermarket Type3,4567
FDE26,9.3,LF,0.089186275,Canned,145,OUT045,11,Small,Tier 2,Supermarket Type1,2745
NCU42,9,LF,0.019502965,Household,169,OUT035,9,Small,Tier 2,Supermarket Type1,4211
NCO42,21.25,LF,0.024650932,Household,146,OUT035,9,Small,Tier 2,Supermarket Type1,2916
FDU25,12.35,LF,0.026722744,Canned,59,OUT049,14,Medium,Tier 1,Supermarket Type1,985
FDW02,12.6,Regular,0.037516862,Dairy,124,OUT027,28,Medium,Tier 3,Supermarket Type3,3004
FDS22,16.85,Regular,0.023154399,Snack Foods,44,OUT046,16,Small,Tier 1,Supermarket Type1,352
FDG57,14.7,LF,0.072284689,Fruits and Vegetables,50,OUT035,9,Small,Tier 2,Supermarket Type1,632
FDQ25,8.63,Regular,0.028391879,Canned,174,OUT018,4,Medium,Tier 3,Supermarket Type2,4139
NCS06,7.94,LF,0.031866022,Household,261,OUT018,4,Medium,Tier 3,Supermarket Type2,2893
FDC29,12.6,Regular,0.024088444,Frozen Foods,113,OUT027,28,Medium,Tier 3,Supermarket Type3,1832
NCZ41,19.85,LF,0.064409056,Health and Hygiene,127,OUT035,9,Small,Tier 2,Supermarket Type1,1752
FDW23,5.77,LF,0.082012293,Baking Goods,38,OUT046,16,Small,Tier 1,Supermarket Type1,656
FDB03,17.75,Regular,0.157075658,Dairy,241,OUT049,14,Medium,Tier 1,Supermarket Type1,3846
FDN25,12.6,Regular,0.107110465,Breakfast,56,OUT019,28,Small,Tier 1,Grocery Store,229
NCN05,8.24,LF,0.014459672,Health and Hygiene,182,OUT046,16,Small,Tier 1,Supermarket Type1,732
FDV43,12.6,LF,0.076483451,Fruits and Vegetables,43,OUT027,28,Medium,Tier 3,Supermarket Type3,848
FDG44,6.13,LF,0.10234983,Fruits and Vegetables,55,OUT049,14,Medium,Tier 1,Supermarket Type1,539
FDS12,9.1,LF,0.174827835,Baking Goods,127,OUT018,4,Medium,Tier 3,Supermarket Type2,1636
FDI52,18.7,LF,0.104591027,Frozen Foods,121,OUT013,26,High,Tier 3,Supermarket Type1,2450
FDU12,15.5,Regular,0.075868843,Baking Goods,262,OUT049,14,Medium,Tier 1,Supermarket Type1,1846
FDG58,10.7,Regular,0.086764795,Snack Foods,157,OUT035,9,Small,Tier 2,Supermarket Type1,3428
FDA16,6.7,LF,0.03408026,Frozen Foods,221,OUT018,4,Medium,Tier 3,Supermarket Type2,5084
NCD18,16,LF,0.072655379,Household,230,OUT035,9,Small,Tier 2,Supermarket Type1,4838
FDI21,5.59,Regular,0.056555715,Snack Foods,63,OUT013,26,High,Tier 3,Supermarket Type1,639
FDW31,11.35,Regular,0.043402224,Fruits and Vegetables,197,OUT017,6,Small,Tier 2,Supermarket Type1,2588
FDB35,12.3,Regular,0.064882207,Starchy Foods,94,OUT018,4,Medium,Tier 3,Supermarket Type2,1470
FDK58,12.6,Regular,0.044764726,Snack Foods,102,OUT027,28,Medium,Tier 3,Supermarket Type3,2429
FDU14,17.75,LF,0.034752647,Dairy,249,OUT046,16,Small,Tier 1,Supermarket Type1,3745
NCP43,17.75,LF,0.030631323,Others,179,OUT018,4,Medium,Tier 3,Supermarket Type2,2517
FDM20,12.6,LF,0,Fruits and Vegetables,245,OUT027,28,Medium,Tier 3,Supermarket Type3,3185
FDT36,12.6,LF,0.110735739,Baking Goods,35,OUT027,28,Medium,Tier 3,Supermarket Type3,988
FDW19,12.35,Regular,0.038657256,Fruits and Vegetables,110,OUT018,4,Medium,Tier 3,Supermarket Type2,1758
FDB29,16.7,Regular,0.052493162,Frozen Foods,114,OUT049,14,Medium,Tier 1,Supermarket Type1,2519
FDN39,19.35,Regular,0.065890998,Meat,167,OUT017,6,Small,Tier 2,Supermarket Type1,1510
FDI02,15.7,Regular,0.114565093,Canned,112,OUT046,16,Small,Tier 1,Supermarket Type1,338
FDA46,12.6,LF,0.117065801,Snack Foods,196,OUT027,28,Medium,Tier 3,Supermarket Type3,6027
FDV36,18.7,LF,0.026450779,Baking Goods,125,OUT017,6,Small,Tier 2,Supermarket Type1,2910
FDE35,7.06,Regular,0.043863865,Starchy Foods,60,OUT013,26,High,Tier 3,Supermarket Type1,762
FDT46,11.35,LF,0,Snack Foods,52,OUT035,9,Small,Tier 2,Supermarket Type1,810
FDS21,12.6,Regular,0.036551446,Snack Foods,63,OUT019,28,Small,Tier 1,Grocery Store,124
DRD12,6.96,LF,0.077630199,Soft Drinks,91,OUT017,6,Small,Tier 2,Supermarket Type1,1459
FDR14,12.6,LF,0.304737387,Dairy,55,OUT019,28,Small,Tier 1,Grocery Store,108
FDG22,12.6,Regular,0.041180766,Snack Foods,38,OUT027,28,Medium,Tier 3,Supermarket Type3,769
FDX58,13.15,LF,0.043831721,Snack Foods,184,OUT049,14,Medium,Tier 1,Supermarket Type1,2746
FDB40,12.6,Regular,0.007503372,Dairy,147,OUT027,28,Medium,Tier 3,Supermarket Type3,4374
FDJ36,14.5,Regular,0.214681063,Baking Goods,103,OUT010,15,Small,Tier 3,Grocery Store,205
NCL53,7.5,LF,0.060649825,Health and Hygiene,177,OUT010,15,Small,Tier 3,Grocery Store,354
NCX05,15.2,LF,0.097258937,Health and Hygiene,115,OUT045,11,Small,Tier 2,Supermarket Type1,1506
FDO21,11.6,Regular,0.009763021,Snack Foods,226,OUT046,16,Small,Tier 1,Supermarket Type1,1800
NCF07,9,LF,0.032152981,Household,102,OUT018,4,Medium,Tier 3,Supermarket Type2,1518
FDU20,19.35,Regular,0.021439694,Fruits and Vegetables,120,OUT013,26,High,Tier 3,Supermarket Type1,1326
FDK09,15.2,LF,0.153592956,Snack Foods,228,OUT010,15,Small,Tier 3,Grocery Store,458
FDY57,20.2,Regular,0.121231308,Snack Foods,98,OUT035,9,Small,Tier 2,Supermarket Type1,1534
FDD51,12.6,LF,0.119371835,Dairy,45,OUT027,28,Medium,Tier 3,Supermarket Type3,905
FDA49,12.6,LF,0.064607378,Canned,87,OUT027,28,Medium,Tier 3,Supermarket Type3,2268
FDG33,5.37,Regular,0.14024028,Seafood,171,OUT046,16,Small,Tier 1,Supermarket Type1,3264
FDG35,21.2,Regular,0,Starchy Foods,174,OUT049,14,Medium,Tier 1,Supermarket Type1,2954
FDC52,11.15,Regular,0.008296692,Dairy,151,OUT045,11,Small,Tier 2,Supermarket Type1,2107
FDS34,19.35,Regular,0.077193256,Snack Foods,113,OUT017,6,Small,Tier 2,Supermarket Type1,683
NCY05,13.5,LF,0.055075504,Health and Hygiene,33,OUT049,14,Medium,Tier 1,Supermarket Type1,282
FDO46,9.6,Regular,0.014209811,Snack Foods,188,OUT035,9,Small,Tier 2,Supermarket Type1,1702
FDY20,12.5,Regular,0.081879864,Fruits and Vegetables,92,OUT049,14,Medium,Tier 1,Supermarket Type1,1358
FDA13,15.85,LF,0.078540095,Canned,36,OUT035,9,Small,Tier 2,Supermarket Type1,607
FDS04,10.2,Regular,0.146540889,Frozen Foods,142,OUT013,26,High,Tier 3,Supermarket Type1,1686
FDU51,20.2,Regular,0.097059596,Meat,179,OUT017,6,Small,Tier 2,Supermarket Type1,2302
FDK50,7.96,LF,0.028478742,Canned,162,OUT018,4,Medium,Tier 3,Supermarket Type2,2750
FDO60,20,LF,0.034340926,Baking Goods,45,OUT013,26,High,Tier 3,Supermarket Type1,981
FDM13,6.43,LF,0.063532672,Breakfast,133,OUT017,6,Small,Tier 2,Supermarket Type1,1443
FDU12,12.6,Regular,0.075384242,Baking Goods,263,OUT027,28,Medium,Tier 3,Supermarket Type3,7646
NCG54,12.1,LF,0.080131363,Household,171,OUT018,4,Medium,Tier 3,Supermarket Type2,1540
FDH40,11.6,Regular,0.132111921,Frozen Foods,82,OUT010,15,Small,Tier 3,Grocery Store,244
NCI06,12.6,LF,0.083547515,Household,179,OUT019,28,Small,Tier 1,Grocery Store,360
FDA58,9.4,LF,0.103731617,Snack Foods,237,OUT035,9,Small,Tier 2,Supermarket Type1,4242
FDJ02,17.2,Regular,0.025309134,Canned,147,OUT017,6,Small,Tier 2,Supermarket Type1,2354
FDP21,7.42,Regular,0.0258457,Snack Foods,189,OUT018,4,Medium,Tier 3,Supermarket Type2,2458
FDN57,18.25,LF,0.054223942,Snack Foods,142,OUT035,9,Small,Tier 2,Supermarket Type1,2127
FDV26,12.6,Regular,0.075791641,Dairy,193,OUT027,28,Medium,Tier 3,Supermarket Type3,8388
FDZ21,17.6,Regular,0.03928284,Snack Foods,95,OUT049,14,Medium,Tier 1,Supermarket Type1,2800
FDG21,12.6,Regular,0.145591438,Seafood,149,OUT027,28,Medium,Tier 3,Supermarket Type3,1798
FDF26,6.83,Regular,0.046824729,Canned,155,OUT018,4,Medium,Tier 3,Supermarket Type2,2461
FDC39,7.41,LF,0.159062948,Dairy,209,OUT013,26,High,Tier 3,Supermarket Type1,2700
FDQ24,15.7,LF,0.073966786,Baking Goods,251,OUT018,4,Medium,Tier 3,Supermarket Type2,4027
FDC41,15.6,LF,0.117574554,Frozen Foods,76,OUT017,6,Small,Tier 2,Supermarket Type1,1302
NCO14,9.6,LF,0.049617765,Household,44,OUT010,15,Small,Tier 3,Grocery Store,45
FDE05,12.6,Regular,0.032296886,Frozen Foods,144,OUT027,28,Medium,Tier 3,Supermarket Type3,5395
FDW52,12.6,Regular,0.037340835,Frozen Foods,163,OUT027,28,Medium,Tier 3,Supermarket Type3,3947
FDL36,12.6,LF,0.075707087,Baking Goods,88,OUT027,28,Medium,Tier 3,Supermarket Type3,1438
FDS04,10.2,Regular,0.146635206,Frozen Foods,139,OUT035,9,Small,Tier 2,Supermarket Type1,3653
NCC18,19.1,LF,0.177545624,Household,172,OUT049,14,Medium,Tier 1,Supermarket Type1,3621
FDN01,8.9,LF,0.072693696,Breakfast,176,OUT018,4,Medium,Tier 3,Supermarket Type2,529
FDY02,8.95,Regular,0.146701312,Dairy,262,OUT010,15,Small,Tier 3,Grocery Store,1315
FDV15,10.3,LF,0.146999264,Meat,104,OUT017,6,Small,Tier 2,Supermarket Type1,2804
FDC34,16,Regular,0.173109453,Snack Foods,155,OUT045,11,Small,Tier 2,Supermarket Type1,3895
FDX10,6.39,Regular,0.124410284,Snack Foods,34,OUT017,6,Small,Tier 2,Supermarket Type1,388
NCF19,13,LF,0.035079516,Household,48,OUT013,26,High,Tier 3,Supermarket Type1,583
FDE17,20.1,Regular,0.054763518,Frozen Foods,151,OUT017,6,Small,Tier 2,Supermarket Type1,3476
FDJ08,11.1,LF,0.111122936,Fruits and Vegetables,189,OUT018,4,Medium,Tier 3,Supermarket Type2,3631
NCN53,5.18,LF,0.030330202,Health and Hygiene,35,OUT013,26,High,Tier 3,Supermarket Type1,388
FDC16,11.5,Regular,0,Dairy,88,OUT046,16,Small,Tier 1,Supermarket Type1,1298
FDO15,16.75,Regular,0.008601441,Meat,74,OUT018,4,Medium,Tier 3,Supermarket Type2,1404
FDQ23,12.6,LF,0.024407061,Breads,102,OUT027,28,Medium,Tier 3,Supermarket Type3,1948
DRF37,17.25,LF,0.084262458,Soft Drinks,262,OUT013,26,High,Tier 3,Supermarket Type1,3419
FDN40,5.88,LF,0.08644044,Frozen Foods,155,OUT035,9,Small,Tier 2,Supermarket Type1,2153
FDN24,12.6,LF,0.112718928,Baking Goods,54,OUT027,28,Medium,Tier 3,Supermarket Type3,1310
FDF16,7.3,LF,0.086619573,Frozen Foods,148,OUT017,6,Small,Tier 2,Supermarket Type1,3252
FDH27,7.08,LF,0.058437653,Dairy,143,OUT049,14,Medium,Tier 1,Supermarket Type1,1151
FDY52,6.37,LF,0,Frozen Foods,60,OUT017,6,Small,Tier 2,Supermarket Type1,980
NCH55,12.6,LF,0.034504414,Household,125,OUT027,28,Medium,Tier 3,Supermarket Type3,2783
NCH18,9.3,LF,0.044652785,Household,247,OUT035,9,Small,Tier 2,Supermarket Type1,1228
DRC01,5.92,Regular,0.019184026,Soft Drinks,50,OUT013,26,High,Tier 3,Supermarket Type1,591
NCO14,9.6,LF,0.029638267,Household,43,OUT035,9,Small,Tier 2,Supermarket Type1,134
DRG39,14.15,LF,0.042180995,Dairy,52,OUT046,16,Small,Tier 1,Supermarket Type1,579
DRK13,11.8,LF,0.11507174,Soft Drinks,198,OUT013,26,High,Tier 3,Supermarket Type1,3770
FDD41,6.77,Regular,0.087437069,Frozen Foods,106,OUT045,11,Small,Tier 2,Supermarket Type1,1672
FDQ19,12.6,Regular,0.014295564,Fruits and Vegetables,243,OUT027,28,Medium,Tier 3,Supermarket Type3,12118
FDX58,13.15,LF,0.073251428,Snack Foods,182,OUT010,15,Small,Tier 3,Grocery Store,549
FDK40,12.6,LF,0.021743592,Frozen Foods,263,OUT027,28,Medium,Tier 3,Supermarket Type3,6575
FDI52,18.7,LF,0.10527024,Frozen Foods,123,OUT017,6,Small,Tier 2,Supermarket Type1,490
FDT28,13.3,LF,0.063513272,Frozen Foods,150,OUT013,26,High,Tier 3,Supermarket Type1,2107
FDH52,9.42,Regular,0.044151435,Frozen Foods,62,OUT017,6,Small,Tier 2,Supermarket Type1,867
FDZ38,17.6,LF,0.008001018,Dairy,170,OUT046,16,Small,Tier 1,Supermarket Type1,2759
FDF12,8.24,LF,0.0828941,Baking Goods,149,OUT017,6,Small,Tier 2,Supermarket Type1,1921
NCE06,12.6,LF,0.091042211,Household,163,OUT027,28,Medium,Tier 3,Supermarket Type3,2589
FDO45,13.15,Regular,0.038011783,Snack Foods,90,OUT049,14,Medium,Tier 1,Supermarket Type1,703
NCS18,12.65,LF,0.042296724,Household,106,OUT045,11,Small,Tier 2,Supermarket Type1,3752
NCE54,20.7,LF,0.02695441,Household,73,OUT045,11,Small,Tier 2,Supermarket Type1,1505
FDB50,13,LF,0.153930108,Canned,77,OUT045,11,Small,Tier 2,Supermarket Type1,2649
FDZ20,16.1,LF,0.034376537,Fruits and Vegetables,256,OUT045,11,Small,Tier 2,Supermarket Type1,6358
FDB11,16,LF,0.060971431,Starchy Foods,226,OUT045,11,Small,Tier 2,Supermarket Type1,4726
FDU22,12.35,LF,0,Snack Foods,119,OUT013,26,High,Tier 3,Supermarket Type1,3200
FDY48,14,LF,0.023831558,Baking Goods,103,OUT018,4,Medium,Tier 3,Supermarket Type2,1948
NCP30,20.5,LF,0.032762495,Household,40,OUT035,9,Small,Tier 2,Supermarket Type1,1257
FDD08,8.3,LF,0.035347676,Fruits and Vegetables,38,OUT035,9,Small,Tier 2,Supermarket Type1,531
NCG42,19.2,LF,0.041291929,Household,130,OUT049,14,Medium,Tier 1,Supermarket Type1,1039
NCT30,9.1,LF,0.080747059,Household,47,OUT017,6,Small,Tier 2,Supermarket Type1,851
FDT37,14.15,LF,0.035240817,Canned,256,OUT013,26,High,Tier 3,Supermarket Type1,5355
FDU04,7.93,LF,0.005557062,Frozen Foods,122,OUT049,14,Medium,Tier 1,Supermarket Type1,2924
NCH30,17.1,LF,0.067154053,Household,114,OUT046,16,Small,Tier 1,Supermarket Type1,1245
DRG37,16.2,LF,0.019362306,Soft Drinks,155,OUT013,26,High,Tier 3,Supermarket Type1,1714
FDS13,6.47,LF,0.124506117,Canned,265,OUT046,16,Small,Tier 1,Supermarket Type1,3710
FDQ47,7.16,Regular,0.168871496,Breads,34,OUT018,4,Medium,Tier 3,Supermarket Type2,670
FDY26,20.6,Regular,0.030504756,Dairy,213,OUT035,9,Small,Tier 2,Supermarket Type1,3599
FDB14,20.25,Regular,0.103142373,Canned,95,OUT018,4,Medium,Tier 3,Supermarket Type2,652
FDV45,12.6,LF,0.078872251,Snack Foods,190,OUT019,28,Small,Tier 1,Grocery Store,1127
FDR23,15.85,LF,0.082120687,Breads,177,OUT018,4,Medium,Tier 3,Supermarket Type2,5646
NCS29,9,LF,0.069487587,Health and Hygiene,267,OUT013,26,High,Tier 3,Supermarket Type1,3975
FDK33,12.6,LF,0.011180843,Snack Foods,213,OUT027,28,Medium,Tier 3,Supermarket Type3,4261
FDW24,12.6,LF,0.037315469,Baking Goods,50,OUT027,28,Medium,Tier 3,Supermarket Type3,1993
FDR08,18.7,LF,0.037835765,Fruits and Vegetables,111,OUT017,6,Small,Tier 2,Supermarket Type1,2335
FDB45,20.85,LF,0.021312043,Fruits and Vegetables,105,OUT013,26,High,Tier 3,Supermarket Type1,2300
FDW32,18.35,Regular,0.094218363,Fruits and Vegetables,84,OUT013,26,High,Tier 3,Supermarket Type1,1202
FDN21,18.6,LF,0.076841095,Snack Foods,162,OUT035,9,Small,Tier 2,Supermarket Type1,2900
FDH56,9.8,Regular,0.063805139,Fruits and Vegetables,117,OUT035,9,Small,Tier 2,Supermarket Type1,811
FDQ07,15.1,Regular,0.087542757,Fruits and Vegetables,220,OUT049,14,Medium,Tier 1,Supermarket Type1,6189
FDU58,12.6,Regular,0.028871235,Snack Foods,189,OUT027,28,Medium,Tier 3,Supermarket Type3,2058
FDK36,7.09,LF,0.00720931,Baking Goods,48,OUT013,26,High,Tier 3,Supermarket Type1,1069
NCG18,12.6,LF,0.02286663,Household,103,OUT027,28,Medium,Tier 3,Supermarket Type3,2768
FDQ26,12.6,Regular,0.067543727,Dairy,57,OUT027,28,Medium,Tier 3,Supermarket Type3,2074
DRL47,12.6,LF,0.038549197,Hard Drinks,128,OUT027,28,Medium,Tier 3,Supermarket Type3,1007
DRJ11,9.5,LF,0,Hard Drinks,189,OUT017,6,Small,Tier 2,Supermarket Type1,1324
FDB41,19,Regular,0.097709541,Frozen Foods,49,OUT018,4,Medium,Tier 3,Supermarket Type2,615
NCA06,20.5,LF,0.143283608,Household,38,OUT046,16,Small,Tier 1,Supermarket Type1,183
NCZ41,19.85,LF,0.064551885,Health and Hygiene,125,OUT045,11,Small,Tier 2,Supermarket Type1,2128
NCD54,21.1,LF,0.029173031,Household,146,OUT017,6,Small,Tier 2,Supermarket Type1,1445
FDM34,12.6,LF,0.067120954,Snack Foods,133,OUT027,28,Medium,Tier 3,Supermarket Type3,3279
FDL57,15.1,Regular,0.067020992,Snack Foods,260,OUT013,26,High,Tier 3,Supermarket Type1,5425
NCD30,19.7,LF,0.026826919,Household,99,OUT013,26,High,Tier 3,Supermarket Type1,1860
FDH17,16.2,Regular,0.01665334,Frozen Foods,97,OUT046,16,Small,Tier 1,Supermarket Type1,2055
FDD57,18.1,LF,0.022395357,Fruits and Vegetables,97,OUT035,9,Small,Tier 2,Supermarket Type1,1333
FDC58,10.2,LF,0.042113173,Snack Foods,43,OUT018,4,Medium,Tier 3,Supermarket Type2,879
FDX47,6.55,Regular,0.034604343,Breads,158,OUT046,16,Small,Tier 1,Supermarket Type1,2514
FDC50,15.85,LF,0.136774734,Canned,94,OUT045,11,Small,Tier 2,Supermarket Type1,1428
NCS53,12.6,LF,0.089343433,Health and Hygiene,157,OUT027,28,Medium,Tier 3,Supermarket Type3,6021
FDY13,12.1,LF,0.030250132,Canned,75,OUT018,4,Medium,Tier 3,Supermarket Type2,613
FDP44,16.5,Regular,0.079698503,Fruits and Vegetables,101,OUT035,9,Small,Tier 2,Supermarket Type1,1538
FDH60,12.6,Regular,0.141360118,Baking Goods,197,OUT019,28,Small,Tier 1,Grocery Store,393
FDR02,16.7,LF,0.036933417,Dairy,109,OUT010,15,Small,Tier 3,Grocery Store,222
FDK48,12.6,LF,0.037449987,Baking Goods,77,OUT027,28,Medium,Tier 3,Supermarket Type3,2784
FDO24,11.1,LF,0.294948897,Baking Goods,159,OUT010,15,Small,Tier 3,Grocery Store,792
FDE20,11.35,Regular,0.005525913,Fruits and Vegetables,168,OUT013,26,High,Tier 3,Supermarket Type1,2377
FDM04,9.2,Regular,0.04712061,Frozen Foods,53,OUT046,16,Small,Tier 1,Supermarket Type1,769
NCH07,12.6,LF,0.162248011,Household,160,OUT019,28,Small,Tier 1,Grocery Store,317
DRP35,18.85,LF,0.090867297,Hard Drinks,127,OUT046,16,Small,Tier 1,Supermarket Type1,3963
FDO11,8,Regular,0.030264897,Breads,250,OUT046,16,Small,Tier 1,Supermarket Type1,6723
NCM30,19.1,LF,0.067295406,Household,42,OUT046,16,Small,Tier 1,Supermarket Type1,702
DRF27,12.6,LF,0.02827966,Dairy,152,OUT027,28,Medium,Tier 3,Supermarket Type3,1072
NCR18,12.6,LF,0.020388413,Household,44,OUT027,28,Medium,Tier 3,Supermarket Type3,767
FDS48,12.6,LF,0.027644732,Baking Goods,149,OUT027,28,Medium,Tier 3,Supermarket Type3,3160
