"Item_Weight","Item_Fat_Content","Item_Visibility","Item_Type","MRP","Outlet_Identifier","Establishment_Age","Outlet_Size","Outlet_Location_Type","Outlet_Type","Sales"
14,"Regular",0.04192285,"Snack Foods",55,"OUT013",26,"High","Tier 3","Supermarket Type1",1332
20.7,"LF",0.021552357,"Baking Goods",157,"OUT017",6,"Small","Tier 2","Supermarket Type1",2985
19.1,"LF",0.067400032,"Household",42,"OUT049",14,"Medium","Tier 1","Supermarket Type1",784
11.8,"LF",0.098312421,"Health and Hygiene",81,"OUT010",15,"Small","Tier 3","Grocery Store",161
19.5,"LF",0.014274292,"Household",56,"OUT046",16,"Small","Tier 1","Supermarket Type1",718
10.7,"Regular",0.086764795,"Snack Foods",157,"OUT035",9,"Small","Tier 2","Supermarket Type1",3428
5.46,"Regular",0.107223632,"Fruits and Vegetables",145,"OUT049",14,"Medium","Tier 1","Supermarket Type1",3323
12.85,"LF",0.030678825,"Starchy Foods",252,"OUT045",11,"Small","Tier 2","Supermarket Type1",3542
12.6,"Regular",0.041641933,"Fruits and Vegetables",121,"OUT045",11,"Small","Tier 2","Supermarket Type1",980
7.81,"Regular",0.034043503,"Snack Foods",169,"OUT049",14,"Medium","Tier 1","Supermarket Type1",2674
12.6,"LF",0,"Hard Drinks",188,"OUT027",28,"Medium","Tier 3","Supermarket Type3",3214
15.85,"Regular",0.007146415,"Snack Foods",41,"OUT046",16,"Small","Tier 1","Supermarket Type1",799
13.65,"Regular",0.072898645,"Frozen Foods",198,"OUT035",9,"Small","Tier 2","Supermarket Type1",1977
19.85,"LF",0.005243282,"Dairy",266,"OUT049",14,"Medium","Tier 1","Supermarket Type1",3180
20.7,"LF",0.042923652,"Dairy",178,"OUT045",11,"Small","Tier 2","Supermarket Type1",1063
20.7,"Regular",0.100330684,"Fruits and Vegetables",123,"OUT049",14,"Medium","Tier 1","Supermarket Type1",1238
12.6,"LF",0.04506213,"Fruits and Vegetables",168,"OUT019",28,"Small","Tier 1","Grocery Store",1011
12.6,"LF",0.046958533,"Baking Goods",101,"OUT027",28,"Medium","Tier 3","Supermarket Type3",2328
15.1,"LF",0,"Fruits and Vegetables",216,"OUT045",11,"Small","Tier 2","Supermarket Type1",2830
12.65,"LF",0.035410748,"Baking Goods",231,"OUT046",16,"Small","Tier 1","Supermarket Type1",2067
9.2,"LF",0.048331717,"Household",105,"OUT017",6,"Small","Tier 2","Supermarket Type1",1694
12.6,"LF",0.064208126,"Frozen Foods",180,"OUT019",28,"Small","Tier 1","Grocery Store",181
9,"LF",0.019536981,"Household",170,"OUT049",14,"Medium","Tier 1","Supermarket Type1",4211
10.8,"LF",0.049819857,"Fruits and Vegetables",243,"OUT045",11,"Small","Tier 2","Supermarket Type1",1225
9.8,"LF",0.013869809,"Soft Drinks",47,"OUT045",11,"Small","Tier 2","Supermarket Type1",979
19.5,"Regular",0.030688557,"Canned",86,"OUT035",9,"Small","Tier 2","Supermarket Type1",2164
20.85,"Regular",0.062212713,"Baking Goods",88,"OUT035",9,"Small","Tier 2","Supermarket Type1",1151
19.35,"Regular",0.018600249,"Snack Foods",110,"OUT045",11,"Small","Tier 2","Supermarket Type1",2908
8.35,"Regular",0.127587344,"Frozen Foods",77,"OUT017",6,"Small","Tier 2","Supermarket Type1",1806
9.5,"Regular",0.022093019,"Meat",196,"OUT049",14,"Medium","Tier 1","Supermarket Type1",2349
18.25,"LF",0.076125668,"Snack Foods",214,"OUT045",11,"Small","Tier 2","Supermarket Type1",2565
5.82,"Regular",0.077254736,"Fruits and Vegetables",258,"OUT013",26,"High","Tier 3","Supermarket Type1",1538
17.85,"LF",0.146399663,"Breads",94,"OUT035",9,"Small","Tier 2","Supermarket Type1",1418
19,"Regular",0.103363904,"Fruits and Vegetables",226,"OUT013",26,"High","Tier 3","Supermarket Type1",3169
12.6,"LF",0.018632082,"Canned",83,"OUT019",28,"Small","Tier 1","Grocery Store",503
9.13,"LF",0.051952573,"Household",152,"OUT045",11,"Small","Tier 2","Supermarket Type1",1822
10,"LF",0.021425341,"Household",250,"OUT046",16,"Small","Tier 1","Supermarket Type1",2996
12.6,"Regular",0.005935001,"Snack Foods",99,"OUT027",28,"Medium","Tier 3","Supermarket Type3",2011
10.5,"Regular",0.080688663,"Dairy",47,"OUT010",15,"Small","Tier 3","Grocery Store",48
12.6,"LF",0.130321652,"Dairy",89,"OUT027",28,"Medium","Tier 3","Supermarket Type3",3301
16.75,"LF",0.060668416,"Dairy",172,"OUT045",11,"Small","Tier 2","Supermarket Type1",2909
6.76,"Regular",0.02914662,"Fruits and Vegetables",79,"OUT017",6,"Small","Tier 2","Supermarket Type1",1119
6.78,"LF",0.066565644,"Fruits and Vegetables",185,"OUT013",26,"High","Tier 3","Supermarket Type1",3915
12.6,"Regular",0.289522833,"Fruits and Vegetables",172,"OUT019",28,"Small","Tier 1","Grocery Store",172
12.35,"LF",0.041973712,"Health and Hygiene",36,"OUT017",6,"Small","Tier 2","Supermarket Type1",519
12.6,"LF",0.092145264,"Breads",121,"OUT027",28,"Medium","Tier 3","Supermarket Type3",3736
10,"Regular",0.037757166,"Snack Foods",127,"OUT035",9,"Small","Tier 2","Supermarket Type1",1285
7.83,"LF",0.186825823,"Household",254,"OUT018",4,"Medium","Tier 3","Supermarket Type2",3805
19.75,"LF",0.012499004,"Fruits and Vegetables",188,"OUT018",4,"Medium","Tier 3","Supermarket Type2",2458
13.65,"Regular",0.13187274,"Dairy",188,"OUT010",15,"Small","Tier 3","Grocery Store",746
18.85,"Regular",0.068091318,"Dairy",121,"OUT045",11,"Small","Tier 2","Supermarket Type1",3475
17.6,"Regular",0,"Starchy Foods",46,"OUT046",16,"Small","Tier 1","Supermarket Type1",326
9.8,"Regular",0.056386541,"Breads",85,"OUT046",16,"Small","Tier 1","Supermarket Type1",503
11.1,"Regular",0.036083537,"Frozen Foods",175,"OUT049",14,"Medium","Tier 1","Supermarket Type1",2988
12.6,"LF",0.010590075,"Canned",85,"OUT027",28,"Medium","Tier 3","Supermarket Type3",3691
14.15,"LF",0.095360186,"Soft Drinks",172,"OUT035",9,"Small","Tier 2","Supermarket Type1",3251
15.35,"LF",0.014007727,"Frozen Foods",38,"OUT013",26,"High","Tier 3","Supermarket Type1",293
12.6,"LF",0.193772568,"Fruits and Vegetables",190,"OUT019",28,"Small","Tier 1","Grocery Store",573
12.6,"Regular",0,"Dairy",184,"OUT027",28,"Medium","Tier 3","Supermarket Type3",6064
10.4,"Regular",0.091688111,"Baking Goods",49,"OUT017",6,"Small","Tier 2","Supermarket Type1",860
12.6,"LF",0.087854925,"Soft Drinks",96,"OUT019",28,"Small","Tier 1","Grocery Store",96
19,"Regular",0.065735977,"Fruits and Vegetables",190,"OUT049",14,"Medium","Tier 1","Supermarket Type1",2826
12.65,"LF",0.063017847,"Soft Drinks",159,"OUT045",11,"Small","Tier 2","Supermarket Type1",2086
5.82,"LF",0.080804019,"Household",171,"OUT045",11,"Small","Tier 2","Supermarket Type1",4075
17.2,"LF",0.156935553,"Meat",161,"OUT018",4,"Medium","Tier 3","Supermarket Type2",1925
16.35,"LF",0.020579897,"Fruits and Vegetables",52,"OUT049",14,"Medium","Tier 1","Supermarket Type1",935
7.36,"LF",0.052312034,"Frozen Foods",59,"OUT046",16,"Small","Tier 1","Supermarket Type1",802
12.65,"Regular",0.156679617,"Fruits and Vegetables",239,"OUT018",4,"Medium","Tier 3","Supermarket Type2",4567
6.61,"Regular",0.029006239,"Snack Foods",186,"OUT035",9,"Small","Tier 2","Supermarket Type1",2619
16.6,"LF",0.026645307,"Frozen Foods",54,"OUT018",4,"Medium","Tier 3","Supermarket Type2",939
18.6,"LF",0.076791671,"Snack Foods",161,"OUT013",26,"High","Tier 3","Supermarket Type1",3706
10.8,"LF",0.052174319,"Soft Drinks",240,"OUT045",11,"Small","Tier 2","Supermarket Type1",4290
12.6,"Regular",0.014295564,"Fruits and Vegetables",243,"OUT027",28,"Medium","Tier 3","Supermarket Type3",12118
6.31,"Regular",0.12301331,"Snack Foods",93,"OUT013",26,"High","Tier 3","Supermarket Type1",2080
12.6,"Regular",0.072221801,"Canned",44,"OUT019",28,"Small","Tier 1","Grocery Store",126
6.92,"LF",0.038671588,"Dairy",64,"OUT017",6,"Small","Tier 2","Supermarket Type1",438
10.1,"LF",0.046848053,"Hard Drinks",61,"OUT017",6,"Small","Tier 2","Supermarket Type1",364
17.6,"LF",0.010037996,"Snack Foods",164,"OUT035",9,"Small","Tier 2","Supermarket Type1",3087
15.35,"LF",0,"Snack Foods",88,"OUT046",16,"Small","Tier 1","Supermarket Type1",1798
18.5,"LF",0.025907416,"Meat",88,"OUT017",6,"Small","Tier 2","Supermarket Type1",803
12.6,"LF",0.177354373,"Baking Goods",47,"OUT019",28,"Small","Tier 1","Grocery Store",136
18,"LF",0.047473135,"Household",171,"OUT045",11,"Small","Tier 2","Supermarket Type1",3104
6.87,"LF",0.057062186,"Snack Foods",212,"OUT018",4,"Medium","Tier 3","Supermarket Type2",2351
12.5,"LF",0.00676387,"Household",41,"OUT035",9,"Small","Tier 2","Supermarket Type1",554
12.35,"Regular",0.072541731,"Dairy",49,"OUT045",11,"Small","Tier 2","Supermarket Type1",887
12.6,"LF",0.049934854,"Soft Drinks",95,"OUT027",28,"Medium","Tier 3","Supermarket Type3",2589
12.6,"LF",0,"Fruits and Vegetables",115,"OUT027",28,"Medium","Tier 3","Supermarket Type3",3823
12.6,"LF",0.044829295,"Snack Foods",187,"OUT027",28,"Medium","Tier 3","Supermarket Type3",7510
12.6,"LF",0.067128641,"Soft Drinks",243,"OUT027",28,"Medium","Tier 3","Supermarket Type3",3421
12.6,"LF",0.052247806,"Household",191,"OUT027",28,"Medium","Tier 3","Supermarket Type3",4554
11.65,"LF",0.040507228,"Fruits and Vegetables",187,"OUT035",9,"Small","Tier 2","Supermarket Type1",2237
17.85,"LF",0.046824729,"Meat",154,"OUT018",4,"Medium","Tier 3","Supermarket Type2",1830
12.6,"LF",0.079046992,"Health and Hygiene",40,"OUT027",28,"Medium","Tier 3","Supermarket Type3",1480
19.2,"LF",0,"Household",128,"OUT045",11,"Small","Tier 2","Supermarket Type1",1298
13.8,"Regular",0.064195136,"Fruits and Vegetables",76,"OUT035",9,"Small","Tier 2","Supermarket Type1",1139
15.6,"LF",0.088215871,"Snack Foods",220,"OUT017",6,"Small","Tier 2","Supermarket Type1",5069
18.6,"LF",0.080956792,"Health and Hygiene",95,"OUT017",6,"Small","Tier 2","Supermarket Type1",1796
12.85,"Regular",0.152099033,"Fruits and Vegetables",253,"OUT035",9,"Small","Tier 2","Supermarket Type1",3533
12.6,"LF",0.117607719,"Others",55,"OUT027",28,"Medium","Tier 3","Supermarket Type3",2748
13.5,"Regular",0.160624116,"Fruits and Vegetables",147,"OUT017",6,"Small","Tier 2","Supermarket Type1",2770
13.1,"LF",0.075563757,"Dairy",168,"OUT035",9,"Small","Tier 2","Supermarket Type1",2005
12.6,"LF",0.210021713,"Dairy",44,"OUT019",28,"Small","Tier 1","Grocery Store",91
6.33,"LF",0.125688044,"Frozen Foods",101,"OUT018",4,"Medium","Tier 3","Supermarket Type2",2083
12.6,"LF",0.037829469,"Health and Hygiene",151,"OUT019",28,"Small","Tier 1","Grocery Store",451
12.6,"LF",0.066459891,"Frozen Foods",184,"OUT027",28,"Medium","Tier 3","Supermarket Type3",4561
15.7,"LF",0.055990291,"Health and Hygiene",153,"OUT046",16,"Small","Tier 1","Supermarket Type1",3795
12.6,"Regular",0.065577449,"Snack Foods",182,"OUT027",28,"Medium","Tier 3","Supermarket Type3",7370
12.6,"LF",0.025527994,"Fruits and Vegetables",158,"OUT019",28,"Small","Tier 1","Grocery Store",477
12.35,"LF",0.163941937,"Household",117,"OUT046",16,"Small","Tier 1","Supermarket Type1",1541
12.6,"LF",0.013199737,"Canned",109,"OUT027",28,"Medium","Tier 3","Supermarket Type3",2713
12.6,"LF",0.32111501,"Fruits and Vegetables",101,"OUT019",28,"Small","Tier 1","Grocery Store",200
5.98,"LF",0.043554614,"Fruits and Vegetables",148,"OUT035",9,"Small","Tier 2","Supermarket Type1",2354
13.5,"LF",0.055075504,"Health and Hygiene",33,"OUT049",14,"Medium","Tier 1","Supermarket Type1",282
17.7,"LF",0,"Dairy",183,"OUT013",26,"High","Tier 3","Supermarket Type1",2736
9.4,"LF",0.099101845,"Snack Foods",106,"OUT035",9,"Small","Tier 2","Supermarket Type1",1704
16.2,"Regular",0.01665334,"Frozen Foods",97,"OUT046",16,"Small","Tier 1","Supermarket Type1",2055
16,"LF",0.089971292,"Dairy",143,"OUT046",16,"Small","Tier 1","Supermarket Type1",1702
12.3,"LF",0.076987408,"Household",248,"OUT017",6,"Small","Tier 2","Supermarket Type1",3202
20.35,"Regular",0.151044881,"Meat",79,"OUT035",9,"Small","Tier 2","Supermarket Type1",650
16,"Regular",0.115826834,"Fruits and Vegetables",56,"OUT045",11,"Small","Tier 2","Supermarket Type1",695
19.35,"Regular",0.062625641,"Baking Goods",165,"OUT049",14,"Medium","Tier 1","Supermarket Type1",1651
9.3,"LF",0.14897741,"Canned",143,"OUT010",15,"Small","Tier 3","Grocery Store",289
16.75,"LF",0.075721301,"Health and Hygiene",34,"OUT035",9,"Small","Tier 2","Supermarket Type1",1043
12.6,"LF",0,"Hard Drinks",39,"OUT027",28,"Medium","Tier 3","Supermarket Type3",1043
9.2,"LF",0.015949001,"Baking Goods",84,"OUT017",6,"Small","Tier 2","Supermarket Type1",1238
16.2,"Regular",0.016679232,"Frozen Foods",96,"OUT049",14,"Medium","Tier 1","Supermarket Type1",2740
19.25,"LF",0.108010006,"Household",33,"OUT035",9,"Small","Tier 2","Supermarket Type1",713
15.7,"LF",0.030877303,"Hard Drinks",42,"OUT017",6,"Small","Tier 2","Supermarket Type1",736
15.5,"Regular",0.026409147,"Fruits and Vegetables",102,"OUT018",4,"Medium","Tier 3","Supermarket Type2",615
8.27,"Regular",0.127927931,"Soft Drinks",185,"OUT046",16,"Small","Tier 1","Supermarket Type1",4442
17.25,"Regular",0.159165324,"Fruits and Vegetables",63,"OUT035",9,"Small","Tier 2","Supermarket Type1",1548
7.5,"LF",0.03269312,"Frozen Foods",239,"OUT045",11,"Small","Tier 2","Supermarket Type1",4041
12.15,"Regular",0.132083542,"Fruits and Vegetables",190,"OUT046",16,"Small","Tier 1","Supermarket Type1",3404
13.8,"Regular",0.107469819,"Fruits and Vegetables",78,"OUT010",15,"Small","Tier 3","Grocery Store",228
12.6,"LF",0.106907604,"Breakfast",163,"OUT019",28,"Small","Tier 1","Grocery Store",493
7.51,"LF",0.103726639,"Snack Foods",111,"OUT013",26,"High","Tier 3","Supermarket Type1",1902
21.1,"LF",0,"Household",233,"OUT018",4,"Medium","Tier 3","Supermarket Type2",2103
15.1,"LF",0.052295514,"Meat",243,"OUT013",26,"High","Tier 3","Supermarket Type1",4847
12.6,"Regular",0.182236555,"Canned",107,"OUT019",28,"Small","Tier 1","Grocery Store",212
6.7,"LF",0,"Frozen Foods",219,"OUT046",16,"Small","Tier 1","Supermarket Type1",3095
12.6,"Regular",0.030362777,"Dairy",211,"OUT027",28,"Medium","Tier 3","Supermarket Type3",6775
7.07,"LF",0.093861144,"Snack Foods",116,"OUT045",11,"Small","Tier 2","Supermarket Type1",1267
12.6,"Regular",0.087692636,"Fruits and Vegetables",163,"OUT019",28,"Small","Tier 1","Grocery Store",329
19.75,"LF",0.041330512,"Fruits and Vegetables",116,"OUT013",26,"High","Tier 3","Supermarket Type1",2475
10.65,"Regular",0.085482761,"Snack Foods",231,"OUT018",4,"Medium","Tier 3","Supermarket Type2",3225
17.7,"LF",0.146973462,"Dairy",184,"OUT010",15,"Small","Tier 3","Grocery Store",547
12.6,"LF",0.121554149,"Meat",54,"OUT019",28,"Small","Tier 1","Grocery Store",312
6.87,"LF",0.056945936,"Snack Foods",215,"OUT045",11,"Small","Tier 2","Supermarket Type1",1923
16,"Regular",0,"Meat",48,"OUT017",6,"Small","Tier 2","Supermarket Type1",756
16,"Regular",0.107186944,"Baking Goods",182,"OUT018",4,"Medium","Tier 3","Supermarket Type2",3454
17.6,"LF",0.074345142,"Household",231,"OUT013",26,"High","Tier 3","Supermarket Type1",4364
14,"LF",0.023734872,"Baking Goods",103,"OUT046",16,"Small","Tier 1","Supermarket Type1",1846
12.6,"LF",0.097937252,"Meat",99,"OUT027",28,"Medium","Tier 3","Supermarket Type3",4960
14,"Regular",0.136328794,"Frozen Foods",55,"OUT018",4,"Medium","Tier 3","Supermarket Type2",320
19.25,"Regular",0.034841089,"Canned",141,"OUT018",4,"Medium","Tier 3","Supermarket Type2",282
15.1,"LF",0.025993423,"Frozen Foods",147,"OUT046",16,"Small","Tier 1","Supermarket Type1",2808
17.75,"LF",0.030559583,"Dairy",257,"OUT018",4,"Medium","Tier 3","Supermarket Type2",3835
12.6,"Regular",0.052791124,"Baking Goods",99,"OUT019",28,"Small","Tier 1","Grocery Store",591
6.44,"LF",0,"Breads",100,"OUT045",11,"Small","Tier 2","Supermarket Type1",1498
8.05,"Regular",0.078719835,"Fruits and Vegetables",259,"OUT018",4,"Medium","Tier 3","Supermarket Type2",3092
14.7,"LF",0.021005399,"Hard Drinks",145,"OUT018",4,"Medium","Tier 3","Supermarket Type2",2589
15,"LF",0.049279392,"Soft Drinks",66,"OUT018",4,"Medium","Tier 3","Supermarket Type2",575
20.2,"LF",0,"Household",187,"OUT013",26,"High","Tier 3","Supermarket Type1",2993
20.25,"Regular",0.022507877,"Dairy",248,"OUT035",9,"Small","Tier 2","Supermarket Type1",4731
18.85,"LF",0.052054819,"Health and Hygiene",189,"OUT046",16,"Small","Tier 1","Supermarket Type1",2102
17.75,"LF",0.097692448,"Health and Hygiene",242,"OUT035",9,"Small","Tier 2","Supermarket Type1",5543
20.1,"LF",0.077769768,"Health and Hygiene",63,"OUT018",4,"Medium","Tier 3","Supermarket Type2",980
19.2,"LF",0.182501773,"Others",239,"OUT013",26,"High","Tier 3","Supermarket Type1",5061
7.63,"LF",0.061159246,"Soft Drinks",93,"OUT049",14,"Medium","Tier 1","Supermarket Type1",1607
12.65,"LF",0.105265475,"Soft Drinks",160,"OUT010",15,"Small","Tier 3","Grocery Store",963
17.35,"LF",0.168064909,"Household",176,"OUT018",4,"Medium","Tier 3","Supermarket Type2",1230
15.2,"Regular",0.104365283,"Fruits and Vegetables",177,"OUT017",6,"Small","Tier 2","Supermarket Type1",3152
12.6,"Regular",0.13511877,"Soft Drinks",233,"OUT019",28,"Small","Tier 1","Grocery Store",935
13.35,"Regular",0.024482433,"Canned",206,"OUT010",15,"Small","Tier 3","Grocery Store",621
18.85,"LF",0.137972993,"Hard Drinks",158,"OUT017",6,"Small","Tier 2","Supermarket Type1",1444
12.5,"Regular",0.08175276,"Fruits and Vegetables",89,"OUT046",16,"Small","Tier 1","Supermarket Type1",1268
12.6,"LF",0.035183156,"Fruits and Vegetables",38,"OUT027",28,"Medium","Tier 3","Supermarket Type3",417
7.55,"Regular",0.030992735,"Fruits and Vegetables",124,"OUT049",14,"Medium","Tier 1","Supermarket Type1",2695
18.25,"LF",0.089004389,"Frozen Foods",197,"OUT045",11,"Small","Tier 2","Supermarket Type1",979
7.16,"Regular",0.169137707,"Breads",35,"OUT017",6,"Small","Tier 2","Supermarket Type1",388
20,"Regular",0.10399676,"Canned",107,"OUT013",26,"High","Tier 3","Supermarket Type1",1588
18.6,"LF",0.015766712,"Snack Foods",153,"OUT035",9,"Small","Tier 2","Supermarket Type1",1663
10.6,"LF",0.056785183,"Dairy",232,"OUT035",9,"Small","Tier 2","Supermarket Type1",2091
5.44,"LF",0.025519534,"Dairy",239,"OUT049",14,"Medium","Tier 1","Supermarket Type1",3605
8.42,"LF",0.187918654,"Health and Hygiene",65,"OUT010",15,"Small","Tier 3","Grocery Store",128
12.6,"LF",0.126831854,"Canned",209,"OUT027",28,"Medium","Tier 3","Supermarket Type3",4614
12.6,"Regular",0.047037323,"Snack Foods",96,"OUT027",28,"Medium","Tier 3","Supermarket Type3",2625
18.2,"LF",0.090267996,"Fruits and Vegetables",195,"OUT018",4,"Medium","Tier 3","Supermarket Type2",4910
12.6,"LF",0.125793938,"Hard Drinks",36,"OUT019",28,"Small","Tier 1","Grocery Store",38
10.5,"Regular",0.013572808,"Snack Foods",143,"OUT017",6,"Small","Tier 2","Supermarket Type1",1560
6.83,"LF",0.100171568,"Health and Hygiene",263,"OUT010",15,"Small","Tier 3","Grocery Store",264
9.8,"LF",0.013830218,"Soft Drinks",45,"OUT013",26,"High","Tier 3","Supermarket Type1",1305
7.95,"LF",0.015863075,"Snack Foods",162,"OUT013",26,"High","Tier 3","Supermarket Type1",2447
7.94,"LF",0.031866022,"Household",261,"OUT018",4,"Medium","Tier 3","Supermarket Type2",2893
17.25,"LF",0.084809658,"Soft Drinks",261,"OUT017",6,"Small","Tier 2","Supermarket Type1",3156
13.65,"Regular",0.025961116,"Snack Foods",80,"OUT049",14,"Medium","Tier 1","Supermarket Type1",317
5.31,"Regular",0.04710181,"Meat",182,"OUT049",14,"Medium","Tier 1","Supermarket Type1",4594
12.6,"LF",0.053392944,"Health and Hygiene",194,"OUT019",28,"Small","Tier 1","Grocery Store",385
9.27,"LF",0.061883353,"Dairy",148,"OUT049",14,"Medium","Tier 1","Supermarket Type1",1648
19.85,"LF",0.005234153,"Dairy",264,"OUT035",9,"Small","Tier 2","Supermarket Type1",5830
18.7,"LF",0.014675574,"Soft Drinks",51,"OUT017",6,"Small","Tier 2","Supermarket Type1",935
8.1,"LF",0.214306131,"Fruits and Vegetables",214,"OUT010",15,"Small","Tier 3","Grocery Store",425
6.15,"LF",0.046232445,"Baking Goods",99,"OUT013",26,"High","Tier 3","Supermarket Type1",1380
12.6,"LF",0.135836915,"Canned",94,"OUT027",28,"Medium","Tier 3","Supermarket Type3",3237
14.3,"Regular",0.083147702,"Meat",210,"OUT010",15,"Small","Tier 3","Grocery Store",422
14.15,"LF",0.09557165,"Soft Drinks",171,"OUT045",11,"Small","Tier 2","Supermarket Type1",4107
4.64,"LF",0.141108156,"Breads",128,"OUT049",14,"Medium","Tier 1","Supermarket Type1",2698
7.86,"LF",0.011324862,"Canned",190,"OUT017",6,"Small","Tier 2","Supermarket Type1",2285
12.6,"Regular",0.019117392,"Meat",111,"OUT019",28,"Small","Tier 1","Grocery Store",224
12.6,"LF",0.012592289,"Household",123,"OUT027",28,"Medium","Tier 3","Supermarket Type3",4752
8.19,"LF",0.046673494,"Fruits and Vegetables",48,"OUT018",4,"Medium","Tier 3","Supermarket Type2",591
12.6,"LF",0.159096908,"Hard Drinks",129,"OUT019",28,"Small","Tier 1","Grocery Store",128
9.3,"LF",0.042377219,"Hard Drinks",124,"OUT045",11,"Small","Tier 2","Supermarket Type1",1610
18.7,"LF",0.026355345,"Baking Goods",127,"OUT045",11,"Small","Tier 2","Supermarket Type1",3289
17.5,"LF",0.027022883,"Frozen Foods",262,"OUT017",6,"Small","Tier 2","Supermarket Type1",5260
10.65,"LF",0.048885018,"Others",166,"OUT018",4,"Medium","Tier 3","Supermarket Type2",1973
10.7,"Regular",0.087272074,"Snack Foods",154,"OUT017",6,"Small","Tier 2","Supermarket Type1",2025
6.39,"Regular",0.123710526,"Snack Foods",37,"OUT046",16,"Small","Tier 1","Supermarket Type1",247
6.66,"LF",0.016944719,"Fruits and Vegetables",209,"OUT013",26,"High","Tier 3","Supermarket Type1",2955
14.85,"Regular",0.019511288,"Dairy",263,"OUT046",16,"Small","Tier 1","Supermarket Type1",4997
8.24,"LF",0.014541462,"Health and Hygiene",184,"OUT017",6,"Small","Tier 2","Supermarket Type1",3845
18.5,"Regular",0,"Frozen Foods",149,"OUT045",11,"Small","Tier 2","Supermarket Type1",2501
11.6,"LF",0.062903297,"Health and Hygiene",100,"OUT010",15,"Small","Tier 3","Grocery Store",595
12.3,"LF",0.036939673,"Snack Foods",113,"OUT046",16,"Small","Tier 1","Supermarket Type1",3110
12.6,"Regular",0.029510313,"Fruits and Vegetables",142,"OUT027",28,"Medium","Tier 3","Supermarket Type3",4355
5.66,"LF",0.085757338,"Fruits and Vegetables",165,"OUT017",6,"Small","Tier 2","Supermarket Type1",1498
12.6,"Regular",0.109003832,"Frozen Foods",145,"OUT019",28,"Small","Tier 1","Grocery Store",147
9,"LF",0.032152981,"Household",102,"OUT018",4,"Medium","Tier 3","Supermarket Type2",1518
12.6,"LF",0.113720344,"Baking Goods",90,"OUT019",28,"Small","Tier 1","Grocery Store",643
12.6,"LF",0.10178199,"Health and Hygiene",105,"OUT019",28,"Small","Tier 1","Grocery Store",103
10.1,"LF",0.027106459,"Meat",75,"OUT049",14,"Medium","Tier 1","Supermarket Type1",536
12.6,"LF",0.039631495,"Frozen Foods",32,"OUT027",28,"Medium","Tier 3","Supermarket Type3",985
16,"LF",0.08989642,"Dairy",143,"OUT013",26,"High","Tier 3","Supermarket Type1",1985
17.1,"LF",0.054162439,"Breads",85,"OUT013",26,"High","Tier 3","Supermarket Type1",1776
17,"Regular",0.015997687,"Snack Foods",229,"OUT045",11,"Small","Tier 2","Supermarket Type1",4581
13.15,"LF",0.056543464,"Soft Drinks",141,"OUT045",11,"Small","Tier 2","Supermarket Type1",427
18.7,"LF",0.104890428,"Frozen Foods",121,"OUT045",11,"Small","Tier 2","Supermarket Type1",3185
15.6,"Regular",0.046023105,"Snack Foods",169,"OUT017",6,"Small","Tier 2","Supermarket Type1",2537
6.46,"Regular",0.049162885,"Fruits and Vegetables",147,"OUT046",16,"Small","Tier 1","Supermarket Type1",1896
12.6,"Regular",0.019227816,"Snack Foods",164,"OUT019",28,"Small","Tier 1","Grocery Store",332
20.2,"LF",0.100114941,"Household",188,"OUT045",11,"Small","Tier 2","Supermarket Type1",3555
7.29,"LF",0.052141447,"Household",175,"OUT010",15,"Small","Tier 3","Grocery Store",525
5.94,"LF",0.035084073,"Canned",176,"OUT017",6,"Small","Tier 2","Supermarket Type1",2141
18.2,"LF",0.161817014,"Fruits and Vegetables",38,"OUT045",11,"Small","Tier 2","Supermarket Type1",220
14.5,"Regular",0.097398254,"Snack Foods",157,"OUT045",11,"Small","Tier 2","Supermarket Type1",3978
18.75,"LF",0.053025371,"Snack Foods",193,"OUT018",4,"Medium","Tier 3","Supermarket Type2",2109
17.85,"LF",0.018097419,"Health and Hygiene",97,"OUT018",4,"Medium","Tier 3","Supermarket Type2",1333
11.5,"LF",0,"Fruits and Vegetables",129,"OUT013",26,"High","Tier 3","Supermarket Type1",2067
17.6,"LF",0.019012262,"Health and Hygiene",237,"OUT017",6,"Small","Tier 2","Supermarket Type1",3073
19,"LF",0.111923422,"Frozen Foods",107,"OUT046",16,"Small","Tier 1","Supermarket Type1",2117
12.5,"LF",0.020739698,"Breads",199,"OUT045",11,"Small","Tier 2","Supermarket Type1",995
13.5,"LF",0.021583971,"Fruits and Vegetables",180,"OUT018",4,"Medium","Tier 3","Supermarket Type2",2173
8.68,"LF",0.008834023,"Frozen Foods",100,"OUT035",9,"Small","Tier 2","Supermarket Type1",2266
13.15,"LF",0.073251428,"Snack Foods",182,"OUT010",15,"Small","Tier 3","Grocery Store",549
12.6,"Regular",0.274592283,"Breakfast",168,"OUT019",28,"Small","Tier 1","Grocery Store",337
14.5,"LF",0.08996026,"Health and Hygiene",160,"OUT045",11,"Small","Tier 2","Supermarket Type1",1426
19.1,"LF",0.091917786,"Others",183,"OUT046",16,"Small","Tier 1","Supermarket Type1",1838
13.15,"LF",0.024651269,"Household",180,"OUT046",16,"Small","Tier 1","Supermarket Type1",1422
8.43,"LF",0.017311312,"Soft Drinks",198,"OUT013",26,"High","Tier 3","Supermarket Type1",3744
