Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,log_MRP,Outlet_Identifier,Establishment_Age,Outlet_Size,Outlet_Location_Type,Outlet_Type,log_sales
FDI32,17.7,LF,0,Fruits and Vegetables,2.061012684,OUT045,11,Small,Tier 2,Supermarket Type1,3.441601136
FDV28,16.1,Regular,0,Frozen Foods,1.545996985,OUT017,6,Small,Tier 2,Supermarket Type1,2.530913967
NCP53,14.75,LF,0.033076388,Health and Hygiene,2.375280534,OUT017,6,Small,Tier 2,Supermarket Type1,3.489955359
NCN43,12.15,LF,0.006770252,Others,2.095075157,OUT049,14,Medium,Tier 1,Supermarket Type1,3.090515519
NCI31,12.6,LF,0.142393355,Others,1.561328017,OUT019,28,Small,Tier 1,Grocery Store,2.040827735
FDK55,18.5,LF,0.025813943,Meat,1.949961533,OUT045,11,Small,Tier 2,Supermarket Type1,2.950448589
FDC17,12.15,LF,0.015548178,Frozen Foods,2.324884698,OUT017,6,Small,Tier 2,Supermarket Type1,3.703242115
FDV28,16.1,Regular,0.159698192,Frozen Foods,1.50590662,OUT035,9,Small,Tier 2,Supermarket Type1,3.008035222
FDY26,20.6,Regular,0.030634813,Dairy,2.328225432,OUT018,4,Medium,Tier 3,Supermarket Type2,3.404952157
NCU06,17.6,LF,0.074522745,Household,2.359457918,OUT049,14,Medium,Tier 1,Supermarket Type1,3.507290922
FDV16,12.6,Regular,0.145200948,Frozen Foods,1.549687289,OUT019,28,Small,Tier 1,Grocery Store,2.132973958
FDY31,5.98,LF,0.043651198,Fruits and Vegetables,2.164774452,OUT045,11,Small,Tier 2,Supermarket Type1,3.489955359
DRE37,13.5,LF,0.094366079,Soft Drinks,2.281004262,OUT049,14,Medium,Tier 1,Supermarket Type1,3.45275339
FDH33,12.85,LF,0.121702394,Snack Foods,1.630862969,OUT035,9,Small,Tier 2,Supermarket Type1,2.847007709
FDA46,13.6,LF,0.117613212,Snack Foods,2.288279639,OUT035,9,Small,Tier 2,Supermarket Type1,3.402669995
FDP12,9.8,Regular,0.045258247,Baking Goods,1.556150471,OUT035,9,Small,Tier 2,Supermarket Type1,2.450709647
FDJ09,15,LF,0.058485617,Snack Foods,1.651029775,OUT049,14,Medium,Tier 1,Supermarket Type1,2.831943963
NCS54,12.6,LF,0.00994477,Household,2.250022123,OUT027,28,Medium,Tier 3,Supermarket Type3,3.814791389
FDJ33,12.6,Regular,0.087894475,Snack Foods,2.08340586,OUT027,28,Medium,Tier 3,Supermarket Type3,3.412734814
FDF32,16.35,LF,0.113953562,Fruits and Vegetables,2.297196985,OUT010,15,Small,Tier 3,Grocery Store,2.898160231
FDN24,12.6,LF,0.198316649,Baking Goods,1.735563772,OUT019,28,Small,Tier 1,Grocery Store,2.436127648
FDX21,7.05,LF,0.084949955,Snack Foods,2.040567532,OUT035,9,Small,Tier 2,Supermarket Type1,3.038187639
FDC57,20.1,Regular,0.054549098,Fruits and Vegetables,2.287313434,OUT013,26,High,Tier 3,Supermarket Type1,3.063893039
NCZ06,19.6,LF,0.094545236,Household,2.406147946,OUT018,4,Medium,Tier 3,Supermarket Type2,3.726488061
FDY56,16.35,Regular,0.062359467,Fruits and Vegetables,2.350260039,OUT013,26,High,Tier 3,Supermarket Type1,3.63229709
NCH07,13.15,LF,0.092811105,Household,2.203469139,OUT049,14,Medium,Tier 1,Supermarket Type1,3.614894096
FDS44,12.65,Regular,0.156679617,Fruits and Vegetables,2.378132155,OUT018,4,Medium,Tier 3,Supermarket Type2,3.659604594
FDY33,14.5,Regular,0.09735225,Snack Foods,2.206086677,OUT049,14,Medium,Tier 1,Supermarket Type1,3.243134377
FDZ48,17.75,LF,0.076113671,Baking Goods,2.047097218,OUT045,11,Small,Tier 2,Supermarket Type1,3.002895582
FDY48,14,LF,0.023783007,Baking Goods,2.017171957,OUT045,11,Small,Tier 2,Supermarket Type1,3.156992547
FDK16,12.6,LF,0.114771298,Frozen Foods,1.972709066,OUT027,28,Medium,Tier 3,Supermarket Type3,3.591463685
FDT16,9.9,Regular,0.048662357,Frozen Foods,2.417849855,OUT046,16,Small,Tier 1,Supermarket Type1,3.670793053
FDC26,10.2,LF,0.211539389,Canned,2.045278373,OUT010,15,Small,Tier 3,Grocery Store,2.046060262
DRJ47,18.25,LF,0.044430561,Hard Drinks,2.241068095,OUT018,4,Medium,Tier 3,Supermarket Type2,3.414408398
FDQ04,6.4,LF,0.141860161,Frozen Foods,1.613626206,OUT010,15,Small,Tier 3,Grocery Store,1.61573548
FDN40,5.88,LF,0,Frozen Foods,2.188365363,OUT046,16,Small,Tier 1,Supermarket Type1,3.300899123
FDS39,6.9,LF,0.022441883,Meat,2.158004051,OUT013,26,High,Tier 3,Supermarket Type1,3.432511165
FDC11,20.5,LF,0.142370445,Starchy Foods,1.957210639,OUT018,4,Medium,Tier 3,Supermarket Type2,3.154568572
FDQ39,14.8,LF,0.13564792,Meat,2.280770892,OUT010,15,Small,Tier 3,Grocery Store,2.281225688
FDB33,17.75,LF,0.014602837,Fruits and Vegetables,2.200374921,OUT049,14,Medium,Tier 1,Supermarket Type1,3.581952933
FDU27,18.6,Regular,0.28701714,Meat,1.688754313,OUT010,15,Small,Tier 3,Grocery Store,1.680676287
FDM44,12.5,LF,0.031112643,Fruits and Vegetables,2.021185163,OUT045,11,Small,Tier 2,Supermarket Type1,3.159803525
FDT32,19,Regular,0.065621523,Fruits and Vegetables,2.270728667,OUT035,9,Small,Tier 2,Supermarket Type1,3.722288258
DRC13,8.26,Regular,0.032573725,Soft Drinks,2.097163567,OUT018,4,Medium,Tier 3,Supermarket Type2,2.993605506
NCO07,9.06,LF,0.009776268,Others,2.329918314,OUT046,16,Small,Tier 1,Supermarket Type1,3.027463773
FDJ16,9.2,LF,0.115353642,Frozen Foods,1.770296643,OUT018,4,Medium,Tier 3,Supermarket Type2,2.966983026
FDB22,12.6,LF,0.110901004,Snack Foods,2.190611238,OUT027,28,Medium,Tier 3,Supermarket Type3,3.442228276
NCS30,5.95,LF,0.093214866,Household,2.111145521,OUT045,11,Small,Tier 2,Supermarket Type1,3.453568202
FDQ59,12.6,Regular,0,Breads,1.927323132,OUT027,28,Medium,Tier 3,Supermarket Type3,3.480016837
FDI38,13.35,Regular,0.014649641,Canned,2.316732943,OUT049,14,Medium,Tier 1,Supermarket Type1,3.763262211
FDR52,12.65,Regular,0.07603021,Frozen Foods,2.276656159,OUT035,9,Small,Tier 2,Supermarket Type1,3.603444982
FDT15,12.15,Regular,0.042855388,Meat,2.259342976,OUT018,4,Medium,Tier 3,Supermarket Type2,3.466796467
FDR52,12.6,Regular,0.133144259,Frozen Foods,2.280770892,OUT019,28,Small,Tier 1,Grocery Store,2.281225688
FDS60,20.85,LF,0.032580705,Baking Goods,2.255431717,OUT018,4,Medium,Tier 3,Supermarket Type2,3.333888801
FDK52,18.25,LF,0,Frozen Foods,2.350453872,OUT018,4,Medium,Tier 3,Supermarket Type2,3.69596617
FDA04,11.3,Regular,0.066865326,Frozen Foods,2.41530095,OUT045,11,Small,Tier 2,Supermarket Type1,3.454686077
NCQ53,17.6,LF,0.018943666,Health and Hygiene,2.375405704,OUT045,11,Small,Tier 2,Supermarket Type1,3.788545492
FDN28,5.88,Regular,0.030371121,Frozen Foods,2.007743512,OUT018,4,Medium,Tier 3,Supermarket Type2,3.29242909
FDU12,12.6,Regular,0.132630345,Baking Goods,2.421368291,OUT019,28,Small,Tier 1,Grocery Store,2.898160231
FDT03,21.25,LF,0.01001904,Meat,2.266374713,OUT045,11,Small,Tier 2,Supermarket Type1,2.565282869
FDY57,20.2,Regular,0.121254236,Snack Foods,1.975777268,OUT046,16,Small,Tier 1,Supermarket Type1,3.260459884
FDH56,9.8,Regular,0.063764099,Fruits and Vegetables,2.056329983,OUT013,26,High,Tier 3,Supermarket Type1,3.239984298
DRM23,16.6,LF,0.136286138,Hard Drinks,2.234117731,OUT018,4,Medium,Tier 3,Supermarket Type2,3.350586907
FDZ07,12.6,Regular,0.164391573,Fruits and Vegetables,1.798093784,OUT019,28,Small,Tier 1,Grocery Store,1.791826739
FDK40,7.04,LF,0.02189371,Frozen Foods,2.419610488,OUT045,11,Small,Tier 2,Supermarket Type1,3.566068922
FDU04,7.93,LF,0,Frozen Foods,2.085794881,OUT046,16,Small,Tier 1,Supermarket Type1,3.447522717
DRL37,15.5,LF,0,Soft Drinks,1.616758999,OUT017,6,Small,Tier 2,Supermarket Type1,2.812348407
FDT26,12.6,Regular,0.067624438,Dairy,2.082584328,OUT027,28,Medium,Tier 3,Supermarket Type3,3.032858805
FDT24,12.35,Regular,0.186236236,Baking Goods,1.896155697,OUT045,11,Small,Tier 2,Supermarket Type1,3.143074285
FDX57,12.6,Regular,0.047037323,Snack Foods,1.984107668,OUT027,28,Medium,Tier 3,Supermarket Type3,3.419060411
FDA55,12.6,Regular,0.099780431,Fruits and Vegetables,2.352585357,OUT019,28,Small,Tier 1,Grocery Store,2.650713064
NCN05,8.24,LF,0.014488997,Health and Hygiene,2.264333693,OUT045,11,Small,Tier 2,Supermarket Type1,3.466796467
FDR58,6.68,LF,0.04200648,Snack Foods,1.966827611,OUT045,11,Small,Tier 2,Supermarket Type1,3.221631096
FDX47,6.55,Regular,0.034575546,Breads,2.194594256,OUT013,26,High,Tier 3,Supermarket Type1,3.196255794
NCH54,13.5,LF,0.072965144,Household,2.205994256,OUT018,4,Medium,Tier 3,Supermarket Type2,3.282736279
NCH42,6.86,LF,0.036530411,Household,2.357555626,OUT035,9,Small,Tier 2,Supermarket Type1,3.591611807
FDH56,9.8,Regular,0.063946629,Fruits and Vegetables,2.066881765,OUT045,11,Small,Tier 2,Supermarket Type1,3.364923035
FDQ48,14.3,Regular,0.034551415,Baking Goods,1.991990293,OUT018,4,Medium,Tier 3,Supermarket Type2,2.835759166
FDN20,19.35,LF,0.026329989,Fruits and Vegetables,2.228522006,OUT017,6,Small,Tier 2,Supermarket Type1,3.568886993
FDA15,9.3,LF,0.016009057,Dairy,2.39899701,OUT013,26,High,Tier 3,Supermarket Type1,3.811188741
FDS48,12.6,LF,0.048637888,Baking Goods,2.17542715,OUT019,28,Small,Tier 1,Grocery Store,2.17745223
FDW02,4.81,Regular,0.037852995,Dairy,2.101301556,OUT018,4,Medium,Tier 3,Supermarket Type2,3.559899638
FDN03,12.6,Regular,0.015016891,Meat,2.395572394,OUT027,28,Medium,Tier 3,Supermarket Type3,3.8298954
FDF57,14.5,Regular,0.059160135,Fruits and Vegetables,2.232347486,OUT017,6,Small,Tier 2,Supermarket Type1,3.310765002
DRM37,15.35,LF,0.096379585,Soft Drinks,2.293532261,OUT035,9,Small,Tier 2,Supermarket Type1,3.674846744
NCD54,21.1,LF,0.029008944,Household,2.156484335,OUT046,16,Small,Tier 1,Supermarket Type1,2.937954775
NCQ42,12.6,LF,0.039078047,Household,2.108456098,OUT027,28,Medium,Tier 3,Supermarket Type3,3.502317167
FDW49,19.5,LF,0.082536604,Canned,2.248464208,OUT035,9,Small,Tier 2,Supermarket Type1,3.332277317
DRI03,6.03,LF,0.0226848,Dairy,2.250670747,OUT013,26,High,Tier 3,Supermarket Type1,3.663198775
FDD14,20.7,LF,0.170152831,Canned,2.261564034,OUT045,11,Small,Tier 2,Supermarket Type1,3.411951596
FDN02,16.5,LF,0.073827748,Canned,2.319863175,OUT046,16,Small,Tier 1,Supermarket Type1,3.395285426
FDQ45,12.6,Regular,0.010864186,Snack Foods,2.268017895,OUT027,28,Medium,Tier 3,Supermarket Type3,3.726650871
FDX56,17.1,Regular,0.07436116,Fruits and Vegetables,2.314212411,OUT018,4,Medium,Tier 3,Supermarket Type2,3.617134176
FDE51,12.6,Regular,0.168901843,Dairy,1.637575779,OUT019,28,Small,Tier 1,Grocery Store,1.649418594
FDT47,5.26,Regular,0.02455854,Breads,1.980488782,OUT045,11,Small,Tier 2,Supermarket Type1,3.367907888
FDM22,14,Regular,0.041949832,Snack Foods,1.732908174,OUT035,9,Small,Tier 2,Supermarket Type1,3.048653073
FDB27,7.58,LF,0.055502454,Dairy,2.293532261,OUT045,11,Small,Tier 2,Supermarket Type1,3.197725489
FDE02,12.6,LF,0.120663214,Canned,1.980811181,OUT027,28,Medium,Tier 3,Supermarket Type3,3.463924597
FDD38,16.75,Regular,0.00819018,Canned,2.016060935,OUT035,9,Small,Tier 2,Supermarket Type1,3.455193253
FDF34,9.3,Regular,0.014098693,Snack Foods,2.296025121,OUT017,6,Small,Tier 2,Supermarket Type1,3.528008976
FDP15,15.2,LF,0,Meat,2.408295945,OUT010,15,Small,Tier 3,Grocery Store,3.107774525
NCI29,8.6,LF,0.032806066,Health and Hygiene,2.157201012,OUT017,6,Small,Tier 2,Supermarket Type1,3.327814653
FDU27,18.6,Regular,0.172446822,Meat,1.673367467,OUT017,6,Small,Tier 2,Supermarket Type1,2.88479627
NCD55,12.6,LF,0.024213354,Household,1.627830631,OUT027,28,Medium,Tier 3,Supermarket Type3,2.46778238
FDU37,9.5,Regular,0,Canned,1.900891243,OUT046,16,Small,Tier 1,Supermarket Type1,3.016468389
FDA01,15,Regular,0.054685839,Canned,1.780248165,OUT017,6,Small,Tier 2,Supermarket Type1,3.199190227
FDS13,6.47,LF,0.124758619,Canned,2.421913745,OUT045,11,Small,Tier 2,Supermarket Type1,3.537170215
FDK55,18.5,LF,0.02586664,Meat,1.948985778,OUT018,4,Medium,Tier 3,Supermarket Type2,3.22920219
FDR36,6.72,Regular,0.121563385,Baking Goods,1.640932392,OUT035,9,Small,Tier 2,Supermarket Type1,2.736627693
DRK49,14.15,LF,0.035999599,Soft Drinks,1.618192489,OUT049,14,Medium,Tier 1,Supermarket Type1,2.210733617
DRM23,12.6,LF,0,Hard Drinks,2.234877022,OUT027,28,Medium,Tier 3,Supermarket Type3,3.792946056
FDH47,13.5,Regular,0.21561193,Starchy Foods,1.993906865,OUT010,15,Small,Tier 3,Grocery Store,1.987696647
FDZ21,17.6,Regular,0.039381633,Snack Foods,1.991407732,OUT018,4,Medium,Tier 3,Supermarket Type2,2.829809833
FDI57,19.85,LF,0.054331235,Seafood,2.298365695,OUT017,6,Small,Tier 2,Supermarket Type1,3.656363338
FDK26,12.6,Regular,0.056338482,Canned,2.266288156,OUT019,28,Small,Tier 1,Grocery Store,3.115599862
FDQ36,7.86,Regular,0.161516894,Baking Goods,1.569195941,OUT035,9,Small,Tier 2,Supermarket Type1,2.650713064
FDJ58,12.6,Regular,0.184359831,Snack Foods,2.237232986,OUT019,28,Small,Tier 1,Grocery Store,2.933933501
FDD45,8.62,LF,0.116484721,Fruits and Vegetables,1.973790801,OUT045,11,Small,Tier 2,Supermarket Type1,3.054813381
FDG50,7.41,LF,0.015302764,Canned,1.953830217,OUT045,11,Small,Tier 2,Supermarket Type1,3.3402756
FDO36,12.6,LF,0.136417078,Baking Goods,2.254707555,OUT019,28,Small,Tier 1,Grocery Store,2.254707555
NCW42,18.2,LF,0.058707159,Household,2.343498398,OUT018,4,Medium,Tier 3,Supermarket Type2,3.49060991
NCH18,9.3,LF,0.074753743,Household,2.391782038,OUT010,15,Small,Tier 3,Grocery Store,2.992430148
FDY59,12.6,LF,0.031251369,Baking Goods,1.970096643,OUT027,28,Medium,Tier 3,Supermarket Type3,3.007751276
NCO42,21.25,LF,0.024705597,Household,2.161697941,OUT045,11,Small,Tier 2,Supermarket Type1,3.205180591
FDM45,8.66,Regular,0.088693595,Snack Foods,2.088404028,OUT017,6,Small,Tier 2,Supermarket Type1,3.338687684
NCV29,11.8,LF,0.038235337,Health and Hygiene,2.249366171,OUT010,15,Small,Tier 3,Grocery Store,2.851915044
FDT08,12.6,LF,0.048980156,Fruits and Vegetables,2.172325571,OUT027,28,Medium,Tier 3,Supermarket Type3,3.476556305
NCQ43,12.6,LF,0.194874778,Others,2.042540862,OUT019,28,Small,Tier 1,Grocery Store,2.339217635
NCA54,16.5,LF,0.036611104,Household,2.257514904,OUT013,26,High,Tier 3,Supermarket Type1,3.511585587
FDW55,12.6,Regular,0,Fruits and Vegetables,2.395866435,OUT035,9,Small,Tier 2,Supermarket Type1,3.827579157
FDI10,12.6,Regular,0.07802465,Snack Foods,2.234117731,OUT027,28,Medium,Tier 3,Supermarket Type3,3.537673551
NCS53,12.6,LF,0.157190017,Health and Hygiene,2.195513318,OUT019,28,Small,Tier 1,Grocery Store,2.500950744
FDZ35,12.6,Regular,0.022170592,Breads,2.022011612,OUT027,28,Medium,Tier 3,Supermarket Type3,3.505037183
FDF10,15.5,Regular,0.156797787,Snack Foods,2.172140956,OUT013,26,High,Tier 3,Supermarket Type1,3.599099829
FDO38,17.25,LF,0.07325106,Canned,1.883653487,OUT017,6,Small,Tier 2,Supermarket Type1,2.891529653
FDY45,17.5,LF,0.026289984,Snack Foods,2.404381405,OUT017,6,Small,Tier 2,Supermarket Type1,3.581498413
FDC40,16,Regular,0.065328932,Dairy,1.894861911,OUT018,4,Medium,Tier 3,Supermarket Type2,3.253257489
NCO54,19.5,LF,0.014296484,Household,1.73047057,OUT049,14,Medium,Tier 1,Supermarket Type1,3.157395231
FDQ14,9.27,LF,0.062038986,Dairy,2.170276387,OUT018,4,Medium,Tier 3,Supermarket Type2,3.254707555
FDM10,18.25,LF,0.075908374,Snack Foods,2.329238778,OUT013,26,High,Tier 3,Supermarket Type1,3.585121328
DRK23,8.4,LF,0.072383777,Hard Drinks,2.400544897,OUT017,6,Small,Tier 2,Supermarket Type1,3.850285419
NCR17,9.8,LF,0.024363026,Health and Hygiene,2.057092243,OUT013,26,High,Tier 3,Supermarket Type1,3.319165544
FDG31,12.6,LF,0.066351687,Meat,1.813464894,OUT019,28,Small,Tier 1,Grocery Store,2.28723678
FDH02,7.27,Regular,0.020823289,Canned,1.965901278,OUT045,11,Small,Tier 2,Supermarket Type1,2.998275384
DRH37,17.6,LF,0.041851756,Soft Drinks,2.211527935,OUT017,6,Small,Tier 2,Supermarket Type1,3.494794345
DRC36,13,Regular,0.045239326,Soft Drinks,2.240812241,OUT017,6,Small,Tier 2,Supermarket Type1,3.641239548
FDB56,8.75,Regular,0.074778547,Fruits and Vegetables,2.270342448,OUT045,11,Small,Tier 2,Supermarket Type1,3.5523465
NCK54,12.15,LF,0.029583249,Household,2.059620209,OUT045,11,Small,Tier 2,Supermarket Type1,3.020624349
NCQ17,10.3,LF,0,Health and Hygiene,2.18938643,OUT013,26,High,Tier 3,Supermarket Type1,3.449684158
FDM13,6.43,LF,0.063432676,Breakfast,2.123402747,OUT018,4,Medium,Tier 3,Supermarket Type2,2.719870008
FDT44,16.6,LF,0.103406065,Fruits and Vegetables,2.066126813,OUT018,4,Medium,Tier 3,Supermarket Type2,3.071317057
FDO28,12.6,LF,0.126585095,Frozen Foods,2.087816188,OUT019,28,Small,Tier 1,Grocery Store,2.081022366
NCK07,10.65,LF,0.04896208,Others,2.219722284,OUT017,6,Small,Tier 2,Supermarket Type1,3.596251986
NCP05,19.6,LF,0.025286583,Health and Hygiene,2.181278638,OUT046,16,Small,Tier 1,Supermarket Type1,3.135521147
FDX11,16,Regular,0.106752081,Baking Goods,2.258789044,OUT046,16,Small,Tier 1,Supermarket Type1,3.037657688
FDS52,8.89,LF,0.005485618,Frozen Foods,1.996956246,OUT045,11,Small,Tier 2,Supermarket Type1,2.783338629
FDB14,20.25,Regular,0.102932246,Canned,1.969471826,OUT045,11,Small,Tier 2,Supermarket Type1,3.115599862
NCY06,12.6,LF,0.060888514,Household,2.11460031,OUT027,28,Medium,Tier 3,Supermarket Type3,3.194781108
FDS45,5.18,Regular,0.029662795,Snack Foods,2.022272443,OUT017,6,Small,Tier 2,Supermarket Type1,3.367163596
DRF23,4.61,LF,0,Hard Drinks,2.240148714,OUT046,16,Small,Tier 1,Supermarket Type1,3.086743122
FDD33,12.6,LF,0,Fruits and Vegetables,2.365420964,OUT027,28,Medium,Tier 3,Supermarket Type3,3.843290472
NCA53,11.4,LF,0.009918699,Health and Hygiene,1.693756839,OUT018,4,Medium,Tier 3,Supermarket Type2,2.890786634
FDC46,17.7,LF,0.116520447,Snack Foods,2.269575049,OUT035,9,Small,Tier 2,Supermarket Type1,3.469943543
NCW41,18,LF,0.015447454,Health and Hygiene,2.202107802,OUT035,9,Small,Tier 2,Supermarket Type1,3.597860757
FDZ39,19.7,Regular,0.018098194,Meat,2.019527533,OUT018,4,Medium,Tier 3,Supermarket Type2,2.490796744
FDE51,5.93,Regular,0.097012989,Dairy,1.632544345,OUT017,6,Small,Tier 2,Supermarket Type1,2.879867515
FDG32,12.6,LF,0.17514326,Fruits and Vegetables,2.347090258,OUT027,28,Medium,Tier 3,Supermarket Type3,3.980558713
NCK07,10.65,LF,0.048785427,Others,2.214718308,OUT045,11,Small,Tier 2,Supermarket Type1,3.216040744
NCQ41,14.8,LF,0.019476708,Health and Hygiene,2.285735941,OUT035,9,Small,Tier 2,Supermarket Type1,3.591241407
FDL36,15.1,LF,0.076229769,Baking Goods,1.956566991,OUT045,11,Small,Tier 2,Supermarket Type1,3.208950064
FDQ26,13.5,Regular,0,Dairy,1.762349906,OUT049,14,Medium,Tier 1,Supermarket Type1,2.851915044
FDR02,16.7,LF,0.022190488,Dairy,2.053802688,OUT017,6,Small,Tier 2,Supermarket Type1,3.523181517
FDV59,13.35,LF,0,Breads,2.337692021,OUT018,4,Medium,Tier 3,Supermarket Type2,3.513982803
FDZ33,10.2,LF,0,Snack Foods,2.167930232,OUT010,15,Small,Tier 3,Grocery Store,2.86866677
NCT41,15.7,LF,0.05610384,Health and Hygiene,2.18611517,OUT045,11,Small,Tier 2,Supermarket Type1,3.411727559
FDB17,13.15,LF,0.061381589,Frozen Foods,2.255266714,OUT010,15,Small,Tier 3,Grocery Store,2.257912695
FDN44,13.15,LF,0.022795611,Fruits and Vegetables,2.204640824,OUT046,16,Small,Tier 1,Supermarket Type1,3.203555033
FDE45,12.1,LF,0.040323731,Fruits and Vegetables,2.255272988,OUT013,26,High,Tier 3,Supermarket Type1,3.668069419
FDG47,12.8,LF,0.070012633,Starchy Foods,2.419667004,OUT017,6,Small,Tier 2,Supermarket Type1,3.460232698
NCP02,12.6,LF,0.044591774,Household,1.775655586,OUT027,28,Medium,Tier 3,Supermarket Type3,3.340935522
FDW02,4.81,Regular,0.037699423,Dairy,2.098887278,OUT046,16,Small,Tier 1,Supermarket Type1,3.588863334
NCM53,18.75,LF,0.052040915,Health and Hygiene,2.024190017,OUT046,16,Small,Tier 1,Supermarket Type1,3.306217374
FDD47,7.6,Regular,0.142292265,Starchy Foods,2.233870929,OUT013,26,High,Tier 3,Supermarket Type1,3.510337357
FDE28,9.5,Regular,0.132521929,Frozen Foods,2.359203114,OUT035,9,Small,Tier 2,Supermarket Type1,3.617692395
FDV12,16.7,Regular,0.061122656,Baking Goods,2.000166737,OUT018,4,Medium,Tier 3,Supermarket Type2,3.391545515
FDE36,5.26,Regular,0.041942549,Baking Goods,2.218763358,OUT018,4,Medium,Tier 3,Supermarket Type2,3.360406934
FDU45,15.6,Regular,0.035506142,Snack Foods,2.050966412,OUT046,16,Small,Tier 1,Supermarket Type1,3.518737899
FDP28,13.65,Regular,0.080573371,Frozen Foods,2.41529661,OUT013,26,High,Tier 3,Supermarket Type1,3.592721117
FDH33,12.85,LF,0.121972274,Snack Foods,1.634908328,OUT045,11,Small,Tier 2,Supermarket Type1,2.847007709
FDO44,12.6,LF,0.087436672,Fruits and Vegetables,2.041087782,OUT035,9,Small,Tier 2,Supermarket Type1,2.821603129
FDR07,12.6,LF,0.136119549,Fruits and Vegetables,1.973633005,OUT019,28,Small,Tier 1,Grocery Store,2.279709824
FDJ45,17.75,LF,0.073396761,Seafood,1.545574292,OUT035,9,Small,Tier 2,Supermarket Type1,2.919558376
FDS59,14.8,Regular,0.073468631,Breads,2.044763122,OUT010,15,Small,Tier 3,Grocery Store,2.51794899
FDU34,18.25,LF,0.075132353,Snack Foods,2.100041598,OUT013,26,High,Tier 3,Supermarket Type1,3.373938998
NCL06,14.65,LF,0.120624771,Household,2.417902287,OUT010,15,Small,Tier 3,Grocery Store,2.718766337
FDR37,16.5,Regular,0.110888167,Breakfast,2.25918567,OUT010,15,Small,Tier 3,Grocery Store,3.039245604
NCM53,18.75,LF,0.052252908,Health and Hygiene,2.024190017,OUT018,4,Medium,Tier 3,Supermarket Type2,3.231583756
DRG25,10.5,LF,0.019046089,Soft Drinks,2.275136219,OUT035,9,Small,Tier 2,Supermarket Type1,3.349683068
DRE25,15.35,LF,0.073397129,Soft Drinks,1.963372216,OUT049,14,Medium,Tier 1,Supermarket Type1,3.416629858
FDZ45,14.1,LF,0.067011609,Snack Foods,2.294705133,OUT045,11,Small,Tier 2,Supermarket Type1,3.33895274
NCV53,8.27,LF,0.031490111,Health and Hygiene,2.378557779,OUT010,15,Small,Tier 3,Grocery Store,2.856767546
FDR55,12.15,Regular,0.132621594,Fruits and Vegetables,2.279181285,OUT018,4,Medium,Tier 3,Supermarket Type2,3.577692127
FDS47,12.6,LF,0,Breads,1.942928278,OUT027,28,Medium,Tier 3,Supermarket Type3,3.266137017
DRG27,8.9,LF,0.105110692,Dairy,1.613987619,OUT046,16,Small,Tier 1,Supermarket Type1,2.839122547
FDA02,14,Regular,0.02976887,Dairy,2.162799113,OUT049,14,Medium,Tier 1,Supermarket Type1,3.114046034
FDF45,18.2,Regular,0.012229464,Fruits and Vegetables,1.755038987,OUT045,11,Small,Tier 2,Supermarket Type1,3.148037705
FDZ58,17.85,LF,0.052176861,Snack Foods,2.08922383,OUT046,16,Small,Tier 1,Supermarket Type1,2.933259654
NCH30,17.1,LF,0.06725846,Household,2.061399697,OUT049,14,Medium,Tier 1,Supermarket Type1,3.396215393
FDN03,9.8,Regular,0.025257508,Meat,2.395397692,OUT010,15,Small,Tier 3,Grocery Store,2.87565289
FDH12,9.6,LF,0.085085743,Baking Goods,2.021718402,OUT049,14,Medium,Tier 1,Supermarket Type1,3.027463773
NCH54,13.5,LF,0.12163321,Household,2.208688533,OUT010,15,Small,Tier 3,Grocery Store,2.203555033
DRH01,17.5,LF,0.098102581,Soft Drinks,2.237980326,OUT045,11,Small,Tier 2,Supermarket Type1,3.637924307
FDX01,12.6,LF,0.024047319,Canned,2.062638382,OUT027,28,Medium,Tier 3,Supermarket Type3,3.296830761
FDD34,7.95,LF,0.01596609,Snack Foods,2.213573534,OUT017,6,Small,Tier 2,Supermarket Type1,3.25390256
FDC53,12.6,LF,0.008792907,Frozen Foods,1.9855989,OUT027,28,Medium,Tier 3,Supermarket Type3,3.470726761
FDO28,5.77,LF,0.072238195,Frozen Foods,2.079216712,OUT013,26,High,Tier 3,Supermarket Type1,3.227150401
DRJ51,14.1,LF,0.08849163,Dairy,2.363925461,OUT017,6,Small,Tier 2,Supermarket Type1,3.880933829
FDD14,20.7,LF,0.170500183,Canned,2.265116534,OUT018,4,Medium,Tier 3,Supermarket Type2,3.220066069
FDW35,10.6,LF,0.011134397,Breads,1.631904202,OUT018,4,Medium,Tier 3,Supermarket Type2,2.224744332
NCH18,9.3,LF,0.044730667,Household,2.389485395,OUT049,14,Medium,Tier 1,Supermarket Type1,3.390370157
FDK20,12.6,Regular,0.04179272,Fruits and Vegetables,2.08638546,OUT017,6,Small,Tier 2,Supermarket Type1,3.129554299
FDY47,8.6,Regular,0.054484461,Breads,2.114380767,OUT046,16,Small,Tier 1,Supermarket Type1,3.192559648
FDG32,19.85,LF,0.175849067,Fruits and Vegetables,2.346503973,OUT013,26,High,Tier 3,Supermarket Type1,3.301332767
FDC20,10.65,LF,0.024069113,Fruits and Vegetables,1.749946457,OUT018,4,Medium,Tier 3,Supermarket Type2,2.747623077
NCS29,9,LF,0.06953231,Health and Hygiene,2.425841248,OUT035,9,Small,Tier 2,Supermarket Type1,3.821166872
