Item_Identifier,Item_type_combined,Item_Weight,Item_Fat_Content,Item_Visibility_avg,Item_MRP,Outlet_Identifier,Years of Operation,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
NCC54,Non-Consumable,17.75,Non-Edible,1.481248372,242.4196,OUT035,9,Small,Tier 2,Supermarket Type1,5543.4508
FDC45,Food,17,Low Fat,2.061236039,171.5106,OUT049,14,Medium,Tier 1,Supermarket Type1,1539.9954
FDW46,Food,12.79,Regular,1.866322056,63.6484,OUT019,28,Small,Tier 1,Grocery Store,65.2484
FDP40,Food,4.555,Regular,0.520502365,110.1544,OUT013,26,High,Tier 3,Supermarket Type1,1230.3984
FDM08,Food,10.1,Regular,1.359896853,225.5088,OUT010,15,Medium,Tier 3,Grocery Store,1342.2528
FDV52,Food,20.7,Regular,1.845405956,119.7466,OUT049,14,Medium,Tier 1,Supermarket Type1,2003.3922
DRB24,Drinks,8.785,Low Fat,0.312632113,153.0656,OUT045,11,Medium,Tier 2,Supermarket Type1,4170.5712
NCC54,Non-Consumable,17.75,Non-Edible,2.479775,239.3196,OUT010,15,Medium,Tier 3,Grocery Store,723.0588
FDV38,Food,12.79,Low Fat,2.701824912,54.9956,OUT019,28,Small,Tier 1,Grocery Store,109.1912
FDB36,Food,5.465,Regular,0.73727899,129.2626,OUT045,11,Medium,Tier 2,Supermarket Type1,1311.626
DRH51,Drinks,12.79,Low Fat,2.580841566,89.5856,OUT019,28,Small,Tier 1,Grocery Store,175.7712
FDV45,Food,12.79,Low Fat,0.67971805,187.4556,OUT027,28,Medium,Tier 3,Supermarket Type3,7510.224
NCL29,Non-Consumable,12.79,Non-Edible,1.719225133,156.9604,OUT027,28,Medium,Tier 3,Supermarket Type3,1584.604
FDU14,Food,17.75,Low Fat,0.881976575,249.575,OUT010,15,Medium,Tier 3,Grocery Store,499.35
FDH17,Food,16.2,Regular,0.252456242,97.4726,OUT035,9,Small,Tier 2,Supermarket Type1,1174.4712
FDQ15,Food,20.35,Regular,2.290197335,79.2276,OUT035,9,Small,Tier 2,Supermarket Type1,649.8208
FDZ44,Food,8.185,Low Fat,0.590545615,115.4808,OUT017,6,Medium,Tier 2,Supermarket Type1,820.2656
FDM32,Food,20.5,Low Fat,0.313693661,88.183,OUT018,4,Medium,Tier 3,Supermarket Type2,719.064
NCP29,Non-Consumable,8.42,Non-Edible,1.701971941,64.3168,OUT035,9,Small,Tier 2,Supermarket Type1,703.0848
FDG53,Food,10,Low Fat,0.699232375,141.818,OUT017,6,Medium,Tier 2,Supermarket Type1,838.908
FDT25,Food,7.5,Low Fat,0.772639379,122.4072,OUT018,4,Medium,Tier 3,Supermarket Type2,2572.6512
FDM39,Food,12.79,Low Fat,0.806815543,177.6002,OUT027,28,Medium,Tier 3,Supermarket Type3,8417.7094
FDW35,Food,10.6,Low Fat,0.168479843,43.8454,OUT045,11,Medium,Tier 2,Supermarket Type1,671.1264
FDD10,Food,20.6,Regular,1.167944626,177.2344,OUT010,15,Medium,Tier 3,Grocery Store,892.172
FDH08,Food,12.79,Low Fat,0.262986321,230.801,OUT027,28,Medium,Tier 3,Supermarket Type3,5283.123
DRG37,Drinks,16.2,Low Fat,0.29501974,153.9972,OUT018,4,Medium,Tier 3,Supermarket Type2,1246.3776
FDU01,Food,20.25,Regular,0.182905421,183.5924,OUT017,6,Medium,Tier 2,Supermarket Type1,2406.2012
NCZ17,Non-Consumable,12.15,Non-Edible,1.209277516,36.6506,OUT018,4,Medium,Tier 3,Supermarket Type2,493.3578
FDU34,Food,12.79,Low Fat,1.134611672,125.9046,OUT027,28,Medium,Tier 3,Supermarket Type3,4482.1656
FDB16,Food,8.21,Low Fat,0.681052247,88.5198,OUT035,9,Small,Tier 2,Supermarket Type1,1133.8574
FDG10,Food,6.63,Regular,0.277625022,57.7588,OUT010,15,Medium,Tier 3,Grocery Store,57.2588
FDH46,Food,6.935,Regular,0.625416123,101.8332,OUT013,26,High,Tier 3,Supermarket Type1,2255.7304
FDC16,Food,12.79,Regular,0.310376606,88.254,OUT027,28,Medium,Tier 3,Supermarket Type3,2510.066
FDH50,Food,15,Regular,2.447279918,185.8266,OUT035,9,Small,Tier 2,Supermarket Type1,1844.266
NCZ18,Non-Consumable,7.825,Non-Edible,2.821228491,255.4698,OUT046,16,Small,Tier 1,Supermarket Type1,5073.396
FDJ32,Food,10.695,Low Fat,0.876268491,61.4536,OUT046,16,Small,Tier 1,Supermarket Type1,428.7752
DRI23,Drinks,18.85,Low Fat,1,162.0578,OUT035,9,Small,Tier 2,Supermarket Type1,3209.156
DRD01,Drinks,12.1,Regular,0.929007799,53.2614,OUT049,14,Medium,Tier 1,Supermarket Type1,386.8298
FDY02,Food,8.945,Regular,1.331614452,261.091,OUT045,11,Medium,Tier 2,Supermarket Type1,3418.883
FDG38,Food,8.975,Regular,0.800741379,86.6224,OUT049,14,Medium,Tier 1,Supermarket Type1,1704.448
NCG30,Non-Consumable,20.2,Non-Edible,1.705702883,124.4046,OUT049,14,Medium,Tier 1,Supermarket Type1,1120.5414
FDO31,Food,6.76,Regular,0.441236063,80.696,OUT018,4,Medium,Tier 3,Supermarket Type2,559.272
NCU42,Non-Consumable,9,Non-Edible,0.296366795,168.1474,OUT045,11,Medium,Tier 2,Supermarket Type1,4211.185
NCG30,Non-Consumable,20.2,Non-Edible,1.70650893,123.1046,OUT045,11,Medium,Tier 2,Supermarket Type1,1120.5414
NCA30,Non-Consumable,19,Non-Edible,1,189.1872,OUT046,16,Small,Tier 1,Supermarket Type1,567.2616
FDF29,Food,15.1,Regular,0.301997854,129.431,OUT013,26,High,Tier 3,Supermarket Type1,3505.437
FDI14,Food,14.1,Low Fat,1.361840972,142.7496,OUT049,14,Medium,Tier 1,Supermarket Type1,3528.74
FDY57,Food,20.2,Regular,1.841359136,94.9752,OUT049,14,Medium,Tier 1,Supermarket Type1,1342.2528
FDT27,Food,12.79,Regular,1.049996558,232.9616,OUT027,28,Medium,Tier 3,Supermarket Type3,3515.424
FDM46,Food,12.79,Low Fat,2.413745016,92.712,OUT027,28,Medium,Tier 3,Supermarket Type3,3635.268
NCD30,Non-Consumable,12.79,Non-Edible,1,98.1726,OUT027,28,Medium,Tier 3,Supermarket Type3,978.726
FDJ15,Food,12.79,Regular,0.351911428,183.3608,OUT027,28,Medium,Tier 3,Supermarket Type3,6064.1064
NCW05,Non-Consumable,20.25,Non-Edible,2.249683743,108.8938,OUT045,11,Medium,Tier 2,Supermarket Type1,3644.5892
FDT13,Food,14.85,Low Fat,1,187.7214,OUT010,15,Medium,Tier 3,Grocery Store,188.4214
NCP06,Non-Consumable,20.7,Non-Edible,0.996007022,149.7366,OUT010,15,Medium,Tier 3,Grocery Store,151.1366
FDP03,Food,5.15,Regular,0.929470282,122.1388,OUT045,11,Medium,Tier 2,Supermarket Type1,2352.9372
NCM30,Non-Consumable,12.79,Non-Edible,1.786514064,43.2796,OUT019,28,Small,Tier 1,Grocery Store,41.2796
FDK20,Food,12.6,Regular,0.629587866,124.3072,OUT013,26,High,Tier 3,Supermarket Type1,5022.7952
FDX01,Food,10.1,Low Fat,0.366958072,114.915,OUT049,14,Medium,Tier 1,Supermarket Type1,2796.36
FDV57,Food,15.25,Regular,1.0047991,179.666,OUT017,6,Medium,Tier 2,Supermarket Type1,6471.576
FDY34,Food,10.5,Regular,0.166848615,167.1842,OUT045,11,Medium,Tier 2,Supermarket Type1,2984.1156
FDP37,Food,12.79,Low Fat,3.79908245,126.9994,OUT019,28,Small,Tier 1,Grocery Store,385.4982
FDP22,Food,14.65,Regular,1.502793802,52.8666,OUT035,9,Small,Tier 2,Supermarket Type1,461.3994
FDS25,Food,6.885,Regular,2.122860537,108.7228,OUT046,16,Small,Tier 1,Supermarket Type1,2542.0244
NCY18,Non-Consumable,7.285,Non-Edible,0.47425646,176.0054,OUT018,4,Medium,Tier 3,Supermarket Type2,2626.581
FDO08,Food,11.1,Regular,0.814683323,165.1526,OUT013,26,High,Tier 3,Supermarket Type1,1480.0734
NCI43,Non-Consumable,12.79,Non-Edible,0.391840207,48.6376,OUT027,28,Medium,Tier 3,Supermarket Type3,1677.816
FDH16,Food,10.5,Low Fat,0.796863241,89.683,OUT046,16,Small,Tier 1,Supermarket Type1,988.713
NCZ05,Non-Consumable,12.79,Non-Edible,1.543255493,104.699,OUT019,28,Small,Tier 1,Grocery Store,103.199
DRE49,Drinks,20.75,Low Fat,0.322853669,151.9024,OUT045,11,Medium,Tier 2,Supermarket Type1,2732.4432
FDO09,Food,12.79,Regular,1.890261881,261.091,OUT027,28,Medium,Tier 3,Supermarket Type3,5522.811
FDA08,Food,11.85,Regular,0.758777295,164.6526,OUT013,26,High,Tier 3,Supermarket Type1,2137.8838
NCD55,Non-Consumable,14,Non-Edible,0.371004922,41.1454,OUT017,6,Medium,Tier 2,Supermarket Type1,503.3448
NCR50,Non-Consumable,20.2,Non-Edible,0.179071299,154.634,OUT013,26,High,Tier 3,Supermarket Type1,4287.752
NCC06,Non-Consumable,19,Non-Edible,0.409813248,127.0336,OUT049,14,Medium,Tier 1,Supermarket Type1,3962.8416
FDC34,Food,16,Regular,2.61725627,154.5972,OUT013,26,High,Tier 3,Supermarket Type1,1869.5664
FDQ49,Food,12.79,Regular,1.041923024,155.563,OUT019,28,Small,Tier 1,Grocery Store,469.389
FDS60,Food,20.85,Low Fat,0.491586875,181.666,OUT013,26,High,Tier 3,Supermarket Type1,1438.128
FDP10,Food,19,Low Fat,1.940532984,107.6622,OUT013,26,High,Tier 3,Supermarket Type1,1270.3464
FDW46,Food,13,Regular,1.065737714,64.3484,OUT035,9,Small,Tier 2,Supermarket Type1,2218.4456
FDG53,Food,10,Low Fat,1.163788789,141.618,OUT010,15,Medium,Tier 3,Grocery Store,139.818
FDP57,Food,17.5,Low Fat,0.795026396,103.999,OUT035,9,Small,Tier 2,Supermarket Type1,1857.582
NCP43,Non-Consumable,12.79,Non-Edible,0.809881039,181.766,OUT019,28,Small,Tier 1,Grocery Store,179.766
FDW49,Food,19.5,Low Fat,1.258766696,180.2002,OUT017,6,Medium,Tier 2,Supermarket Type1,5193.9058
FDA28,Food,16.1,Regular,1.213149059,124.2362,OUT010,15,Medium,Tier 3,Grocery Store,377.5086
NCS42,Non-Consumable,8.6,Non-Edible,1.052318659,91.2146,OUT035,9,Small,Tier 2,Supermarket Type1,2554.0088
FDP21,Food,12.79,Regular,0.38840199,188.1872,OUT027,28,Medium,Tier 3,Supermarket Type3,6239.8776
DRJ39,Drinks,20.25,Low Fat,0.550788974,220.1482,OUT046,16,Small,Tier 1,Supermarket Type1,3066.6748
FDH12,Food,9.6,Low Fat,1.295384289,105.028,OUT017,6,Medium,Tier 2,Supermarket Type1,2556.672
FDQ13,Food,11.1,Low Fat,0.161602786,83.0908,OUT049,14,Medium,Tier 1,Supermarket Type1,1593.9252
NCQ06,Non-Consumable,13,Non-Edible,0.636741908,254.7014,OUT018,4,Medium,Tier 3,Supermarket Type2,5100.028
FDL40,Food,12.79,Low Fat,0.175230203,94.741,OUT027,28,Medium,Tier 3,Supermarket Type3,1641.197
NCE54,Non-Consumable,20.7,Non-Edible,1,74.3354,OUT018,4,Medium,Tier 3,Supermarket Type2,1880.885
FDL58,Food,5.78,Regular,1.88180618,262.3568,OUT010,15,Medium,Tier 3,Grocery Store,790.9704
FDW38,Food,5.325,Regular,2.111282011,53.0298,OUT018,4,Medium,Tier 3,Supermarket Type2,377.5086
FDD17,Food,7.5,Low Fat,0.494290021,238.1906,OUT013,26,High,Tier 3,Supermarket Type1,3327.6684
FDK25,Food,11.6,Regular,2.381638166,166.6474,OUT049,14,Medium,Tier 1,Supermarket Type1,4211.185
FDR22,Food,12.79,Regular,0.280089998,109.9544,OUT027,28,Medium,Tier 3,Supermarket Type3,5257.1568
FDU35,Food,6.44,Low Fat,1,99.87,OUT045,11,Medium,Tier 2,Supermarket Type1,1498.05
FDR35,Food,12.5,Low Fat,0.314462832,198.9742,OUT045,11,Medium,Tier 2,Supermarket Type1,995.371
NCZ18,Non-Consumable,7.825,Non-Edible,2.832720971,253.5698,OUT018,4,Medium,Tier 3,Supermarket Type2,3805.047
FDF22,Food,6.865,Low Fat,1.442288104,212.3218,OUT010,15,Medium,Tier 3,Grocery Store,427.4436
FDD17,Food,7.5,Low Fat,0.495704957,238.7906,OUT045,11,Medium,Tier 2,Supermarket Type1,4040.7402
DRD37,Drinks,9.8,Low Fat,0.209873443,45.206,OUT046,16,Small,Tier 1,Supermarket Type1,1211.756
FDC08,Food,19,Regular,1.56854636,225.472,OUT046,16,Small,Tier 1,Supermarket Type1,3169.208
FDU57,Food,8.27,Regular,1.357853088,150.8708,OUT046,16,Small,Tier 1,Supermarket Type1,2407.5328
FDZ58,Food,17.85,Low Fat,0.7923545,121.8072,OUT049,14,Medium,Tier 1,Supermarket Type1,2450.144
FDY01,Food,11.8,Regular,2.581411928,116.4834,OUT035,9,Small,Tier 2,Supermarket Type1,1958.1178
FDG09,Food,20.6,Regular,0.72978813,187.1556,OUT018,4,Medium,Tier 3,Supermarket Type2,4693.89
NCE54,Non-Consumable,20.7,Non-Edible,0.407865385,73.9354,OUT046,16,Small,Tier 1,Supermarket Type1,677.1186
FDB34,Food,15.25,Low Fat,0.404285885,87.0198,OUT045,11,Medium,Tier 2,Supermarket Type1,2442.1544
FDT24,Food,12.35,Regular,1,76.2328,OUT046,16,Small,Tier 1,Supermarket Type1,1544.656
FDZ08,Food,12.5,Regular,1.66635649,83.0592,OUT013,26,High,Tier 3,Supermarket Type1,743.0328
NCI54,Non-Consumable,15.2,Non-Edible,0.510232897,108.9912,OUT049,14,Medium,Tier 1,Supermarket Type1,1965.4416
FDU34,Food,18.25,Low Fat,1.141905421,122.6046,OUT049,14,Medium,Tier 1,Supermarket Type1,2988.1104
FDP23,Food,6.71,Low Fat,1,218.9166,OUT013,26,High,Tier 3,Supermarket Type1,2394.8826
NCV29,Non-Consumable,12.79,Non-Edible,0.606434194,176.7686,OUT019,28,Small,Tier 1,Grocery Store,888.843
FDG10,Food,12.79,Regular,0.165062398,57.2588,OUT027,28,Medium,Tier 3,Supermarket Type3,801.6232
FDZ56,Food,12.79,Low Fat,0.683248379,167.5474,OUT019,28,Small,Tier 1,Grocery Store,1010.6844
NCL41,Non-Consumable,12.35,Non-Edible,0.632721396,36.3216,OUT035,9,Small,Tier 2,Supermarket Type1,276.9728
FDM39,Food,6.42,Low Fat,0.810066915,178.7002,OUT013,26,High,Tier 3,Supermarket Type1,4477.505
NCZ54,Non-Consumable,14.65,Non-Edible,1.265890414,161.3552,OUT049,14,Medium,Tier 1,Supermarket Type1,7148.0288
FDT59,Food,13.65,Low Fat,1,229.4668,OUT049,14,Medium,Tier 1,Supermarket Type1,4837.7028
FDV20,Food,20.2,Regular,0.910424216,128.3678,OUT018,4,Medium,Tier 3,Supermarket Type2,1398.8458
NCE43,Non-Consumable,12.5,Non-Edible,1.577300911,172.2448,OUT017,6,Medium,Tier 2,Supermarket Type1,1874.8928
FDP15,Food,12.79,Low Fat,1.266604243,255.433,OUT027,28,Medium,Tier 3,Supermarket Type3,9227.988
FDO16,Food,5.48,Low Fat,0.230009091,82.225,OUT018,4,Medium,Tier 3,Supermarket Type2,2247.075
NCP41,Non-Consumable,12.79,Non-Edible,0.430351124,109.4596,OUT019,28,Small,Tier 1,Grocery Store,647.1576
DRD01,Drinks,12.1,Regular,0.92944681,56.2614,OUT045,11,Medium,Tier 2,Supermarket Type1,552.614
FDM56,Food,16.7,Low Fat,1.070290305,107.9912,OUT017,6,Medium,Tier 2,Supermarket Type1,1419.4856
FDS22,Food,16.85,Regular,0.3517874,45.9428,OUT045,11,Medium,Tier 2,Supermarket Type1,307.5996
FDX20,Food,7.365,Low Fat,0.646317289,227.072,OUT049,14,Medium,Tier 1,Supermarket Type1,4074.696
FDE34,Food,9.195,Low Fat,1.645141812,183.6634,OUT017,6,Medium,Tier 2,Supermarket Type1,2362.9242
FDV50,Food,14.3,Low Fat,1.858469181,122.373,OUT046,16,Small,Tier 1,Supermarket Type1,985.384
NCU17,Non-Consumable,5.32,Non-Edible,1.416296553,101.2674,OUT017,6,Medium,Tier 2,Supermarket Type1,2241.0828
NCP53,Non-Consumable,12.79,Non-Edible,0.49628043,235.6906,OUT027,28,Medium,Tier 3,Supermarket Type3,5704.5744
FDW09,Food,13.65,Regular,0.657836273,80.2302,OUT010,15,Medium,Tier 3,Grocery Store,79.2302
FDW55,Food,12.6,Regular,0.333115541,248.6092,OUT046,16,Small,Tier 1,Supermarket Type1,3237.1196
NCE31,Non-Consumable,12.79,Non-Edible,2.789093424,33.6216,OUT027,28,Medium,Tier 3,Supermarket Type3,934.7832
FDO49,Food,10.6,Regular,0.501148974,49.7008,OUT046,16,Small,Tier 1,Supermarket Type1,961.4152
FDH34,Food,12.79,Low Fat,0.82549609,184.6582,OUT019,28,Small,Tier 1,Grocery Store,185.7582
FDJ38,Food,8.6,Regular,0.609103619,188.553,OUT013,26,High,Tier 3,Supermarket Type1,3795.06
FDG32,Food,19.85,Low Fat,2.668508075,224.0772,OUT046,16,Small,Tier 1,Supermarket Type1,1556.6404
DRQ35,Drinks,9.3,Low Fat,0.644865433,125.5388,OUT017,6,Medium,Tier 2,Supermarket Type1,2848.2924
FDK25,Food,12.79,Regular,4.163467908,167.8474,OUT019,28,Small,Tier 1,Grocery Store,336.8948
FDD58,Food,7.76,Low Fat,0.903586126,99.67,OUT018,4,Medium,Tier 3,Supermarket Type2,1897.53
FDB15,Food,10.895,Low Fat,2.073981916,265.2568,OUT035,9,Small,Tier 2,Supermarket Type1,4218.5088
DRF60,Drinks,10.8,Low Fat,1,238.1564,OUT018,4,Medium,Tier 3,Supermarket Type2,5243.8408
FDH04,Food,12.79,Regular,0.301922163,91.0488,OUT019,28,Small,Tier 1,Grocery Store,271.6464
FDM04,Food,9.195,Regular,0.715570595,52.8666,OUT049,14,Medium,Tier 1,Supermarket Type1,1384.1982
FDO58,Food,19.6,Low Fat,0.601016439,166.0526,OUT049,14,Medium,Tier 1,Supermarket Type1,3124.5994
FDQ24,Food,15.7,Low Fat,1.123279231,253.3724,OUT017,6,Medium,Tier 2,Supermarket Type1,6795.1548
DRP35,Drinks,18.85,Low Fat,1.380557105,127.4336,OUT045,11,Medium,Tier 2,Supermarket Type1,894.8352
DRI47,Drinks,14.7,Low Fat,0.316935389,144.5128,OUT013,26,High,Tier 3,Supermarket Type1,3307.6944
FDF35,Food,15,Low Fat,2.332899098,108.5938,OUT013,26,High,Tier 3,Supermarket Type1,1393.5194
FDP31,Food,21.1,Regular,2.448796806,65.0168,OUT046,16,Small,Tier 1,Supermarket Type1,639.168
FDQ52,Food,17,Low Fat,1.817532286,248.3434,OUT018,4,Medium,Tier 3,Supermarket Type2,6208.585
FDM12,Food,16.7,Regular,1.059906391,188.6214,OUT035,9,Small,Tier 2,Supermarket Type1,565.2642
NCS42,Non-Consumable,8.6,Non-Edible,1.05251768,92.5146,OUT046,16,Small,Tier 1,Supermarket Type1,2006.7212
FDO31,Food,6.76,Regular,0.441931637,79.296,OUT017,6,Medium,Tier 2,Supermarket Type1,1118.544
FDU19,Food,8.77,Regular,0.709166119,173.9422,OUT046,16,Small,Tier 1,Supermarket Type1,3103.9596
NCE19,Non-Consumable,12.79,Non-Edible,1.403491907,53.4956,OUT027,28,Medium,Tier 3,Supermarket Type3,2129.2284
FDR16,Food,5.845,Regular,1.592019988,213.2218,OUT035,9,Small,Tier 2,Supermarket Type1,7266.5412
FDF56,Food,16.7,Regular,1.815003067,181.9976,OUT045,11,Medium,Tier 2,Supermarket Type1,5432.928
DRJ59,Drinks,11.65,Low Fat,0.491642354,38.8164,OUT010,15,Medium,Tier 3,Grocery Store,77.2328
FDH16,Food,12.79,Low Fat,0.793004389,88.283,OUT027,28,Medium,Tier 3,Supermarket Type3,2157.192
FDI28,Food,14.3,Low Fat,0.399719678,78.3302,OUT049,14,Medium,Tier 1,Supermarket Type1,1267.6832
FDC58,Food,12.79,Low Fat,1,45.7428,OUT027,28,Medium,Tier 3,Supermarket Type3,615.1992
FDU13,Food,8.355,Low Fat,2.843832042,148.0418,OUT046,16,Small,Tier 1,Supermarket Type1,1471.418
FDX58,Food,13.15,Low Fat,0.663560808,183.095,OUT046,16,Small,Tier 1,Supermarket Type1,1830.95
FDU16,Food,19.25,Regular,1,82.5908,OUT045,11,Medium,Tier 2,Supermarket Type1,922.7988
FDX35,Food,5.035,Regular,1.214089884,228.2036,OUT045,11,Medium,Tier 2,Supermarket Type1,2504.7396
FDL21,Food,15.85,Regular,0.108356539,41.048,OUT046,16,Small,Tier 1,Supermarket Type1,798.96
DRM37,Drinks,15.35,Low Fat,1.460402321,197.3768,OUT013,26,High,Tier 3,Supermarket Type1,3350.3056
FDR35,Food,12.5,Low Fat,0.314314302,197.2742,OUT049,14,Medium,Tier 1,Supermarket Type1,3782.4098
FDW32,Food,18.35,Regular,2.393129903,87.5882,OUT010,15,Medium,Tier 3,Grocery Store,171.7764
FDY34,Food,12.79,Regular,0.165704584,167.0842,OUT027,28,Medium,Tier 3,Supermarket Type3,6465.5838
FDQ44,Food,20.5,Low Fat,0.547516299,120.1756,OUT013,26,High,Tier 3,Supermarket Type1,2059.9852
DRD24,Drinks,13.85,Low Fat,0.467652205,143.1154,OUT049,14,Medium,Tier 1,Supermarket Type1,2552.6772
DRE12,Drinks,4.59,Low Fat,1,111.186,OUT045,11,Medium,Tier 2,Supermarket Type1,1245.046
NCX29,Non-Consumable,10,Non-Edible,1.350638108,147.1102,OUT013,26,High,Tier 3,Supermarket Type1,2916.204
FDS07,Food,12.35,Low Fat,1.518726034,113.6518,OUT018,4,Medium,Tier 3,Supermarket Type2,1593.9252
FDI27,Food,12.79,Regular,0.69388467,43.8744,OUT027,28,Medium,Tier 3,Supermarket Type3,1222.4088
FDL02,Food,20,Regular,1.57683664,107.4622,OUT013,26,High,Tier 3,Supermarket Type1,1587.933
FDN58,Food,13.8,Regular,0.865832585,232.6984,OUT018,4,Medium,Tier 3,Supermarket Type2,1390.1904
DRK12,Drinks,9.5,Low Fat,0.636383546,33.39,OUT045,11,Medium,Tier 2,Supermarket Type1,732.38
FDC60,Food,5.425,Regular,1.735672143,88.3514,OUT046,16,Small,Tier 1,Supermarket Type1,2833.6448
FDV45,Food,16.75,Low Fat,0.684087555,187.9556,OUT049,14,Medium,Tier 1,Supermarket Type1,2440.8228
FDB23,Food,19.2,Regular,1,223.8062,OUT045,11,Medium,Tier 2,Supermarket Type1,5642.655
NCA29,Non-Consumable,10.5,Non-Edible,0.413574833,171.3106,OUT046,16,Small,Tier 1,Supermarket Type1,3593.3226
FDO20,Food,12.85,Regular,2.316013108,252.0382,OUT018,4,Medium,Tier 3,Supermarket Type2,4037.4112
NCH55,Non-Consumable,12.79,Non-Edible,0.920457773,127.502,OUT019,28,Small,Tier 1,Grocery Store,379.506
FDO32,Food,6.36,Low Fat,1.831432686,45.706,OUT045,11,Medium,Tier 2,Supermarket Type1,838.908
FDS59,Food,12.79,Regular,1.165254277,111.857,OUT019,28,Small,Tier 1,Grocery Store,109.857
FDR59,Food,14.5,Regular,0.967516532,263.2594,OUT013,26,High,Tier 3,Supermarket Type1,2878.2534
FDS55,Food,7.02,Low Fat,1.233136511,150.0734,OUT045,11,Medium,Tier 2,Supermarket Type1,4454.202
FDT21,Food,7.42,Low Fat,0.309130093,247.1092,OUT035,9,Small,Tier 2,Supermarket Type1,4233.1564
NCR38,Non-Consumable,17.25,Non-Edible,1.721208204,253.5724,OUT046,16,Small,Tier 1,Supermarket Type1,5033.448
FDJ22,Food,18.75,Low Fat,0.802352001,190.6504,OUT045,11,Medium,Tier 2,Supermarket Type1,1342.2528
FDB57,Food,20.25,Regular,0.286742636,220.5772,OUT017,6,Medium,Tier 2,Supermarket Type1,2446.1492
FDR52,Food,12.65,Regular,1.152056153,192.3846,OUT013,26,High,Tier 3,Supermarket Type1,1910.846
NCO41,Non-Consumable,12.5,Non-Edible,0.28579329,96.7384,OUT046,16,Small,Tier 1,Supermarket Type1,2167.8448
FDG47,Food,12.8,Low Fat,1.766834787,261.4252,OUT010,15,Medium,Tier 3,Grocery Store,262.3252
FDB44,Food,6.655,Low Fat,1,212.4586,OUT017,6,Medium,Tier 2,Supermarket Type1,2743.7618
FDY14,Food,10.3,Low Fat,1.061974871,263.0226,OUT046,16,Small,Tier 1,Supermarket Type1,4229.1616
NCN55,Non-Consumable,14.6,Non-Edible,0.907118805,239.2538,OUT017,6,Medium,Tier 2,Supermarket Type1,3605.307
FDV48,Food,9.195,Regular,0.785821659,77.4644,OUT018,4,Medium,Tier 3,Supermarket Type2,1414.1592
FDA21,Food,13.65,Low Fat,0.545146239,185.2924,OUT035,9,Small,Tier 2,Supermarket Type1,3146.5708
FDZ27,Food,7.935,Low Fat,0.2605339,51.235,OUT049,14,Medium,Tier 1,Supermarket Type1,848.895
FDW58,Food,20.75,Low Fat,0.114427443,104.1622,OUT013,26,High,Tier 3,Supermarket Type1,1693.7952
FDH45,Food,15.1,Regular,1.604649827,41.6796,OUT049,14,Medium,Tier 1,Supermarket Type1,784.3124
FDH38,Food,12.79,Low Fat,0.277107258,115.2808,OUT019,28,Small,Tier 1,Grocery Store,117.1808
FDL43,Food,10.1,Low Fat,0.410359973,76.367,OUT046,16,Small,Tier 1,Supermarket Type1,765.67
FDD38,Food,12.79,Regular,1,100.3674,OUT027,28,Medium,Tier 3,Supermarket Type3,1833.6132
FDV02,Food,16.75,Low Fat,0.919442061,173.0106,OUT049,14,Medium,Tier 1,Supermarket Type1,3593.3226
NCF31,Non-Consumable,9.13,Non-Edible,0.786129485,152.8024,OUT046,16,Small,Tier 1,Supermarket Type1,1214.4192
NCN05,Non-Consumable,8.235,Non-Edible,0.220135906,182.195,OUT018,4,Medium,Tier 3,Supermarket Type2,2380.235
FDZ16,Food,16.85,Regular,2.421775337,194.1478,OUT013,26,High,Tier 3,Supermarket Type1,5812.434
NCT18,Non-Consumable,12.79,Non-Edible,0.896360699,181.5976,OUT027,28,Medium,Tier 3,Supermarket Type3,4165.2448
NCP50,Non-Consumable,17.35,Non-Edible,0.3116769,79.4618,OUT035,9,Small,Tier 2,Supermarket Type1,1772.3596
FDW13,Food,12.79,Low Fat,2.598578953,50.5324,OUT019,28,Small,Tier 1,Grocery Store,207.7296
NCS53,Non-Consumable,14.5,Non-Edible,1.368949254,159.9604,OUT017,6,Medium,Tier 2,Supermarket Type1,2218.4456
DRG03,Drinks,14.5,Low Fat,0.939862944,153.0998,OUT046,16,Small,Tier 1,Supermarket Type1,4921.5936
DRE60,Drinks,9.395,Low Fat,2.429552219,227.872,OUT017,6,Medium,Tier 2,Supermarket Type1,1584.604
FDK21,Food,7.905,Low Fat,0.152118288,248.3408,OUT045,11,Medium,Tier 2,Supermarket Type1,751.0224
FDF52,Food,12.79,Low Fat,1.772918806,183.3292,OUT019,28,Small,Tier 1,Grocery Store,364.8584
NCN43,Non-Consumable,12.79,Non-Edible,0.179453178,121.373,OUT019,28,Small,Tier 1,Grocery Store,246.346
FDW13,Food,8.5,Low Fat,1.48416364,52.5324,OUT046,16,Small,Tier 1,Supermarket Type1,1194.4452
FDW14,Food,8.3,Regular,0.579267637,87.7198,OUT035,9,Small,Tier 2,Supermarket Type1,1831.6158
FDG24,Food,7.975,Low Fat,0.221842794,84.525,OUT046,16,Small,Tier 1,Supermarket Type1,416.125
FDR19,Food,13.5,Regular,2.426654176,145.4102,OUT045,11,Medium,Tier 2,Supermarket Type1,3499.4448
NCG06,Non-Consumable,12.79,Non-Edible,0.44429924,256.1646,OUT027,28,Medium,Tier 3,Supermarket Type3,5926.2858
